imagevcoAtom,sfiIntegral,wavemeterAtom,wavemeterBack,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1503.6,9,15651.408,15651.408,2019.05.06-01:40:26,1503.6,5.543408203125,0.547430419921875,4.9490966796875,0.288458251953125,4.47718505859375,0.006805419921875,0.000848388671875,0.000958251953125,204761.2,9.98423e-07,7.63393e-07
1503.65,8,0,0,2019.05.06-01:40:43,1503.65,5.72830810546875,0.5491455078125,4.94910278320313,0.262139892578125,4.51493530273437,0.0067138671875,0.000946044921875,0.0009765625,212278.2,1.114988e-06,8.100635e-07
1503.7,13,15651.408,15651.408,2019.05.06-01:41:00,1503.7,5.7716552734375,0.546710205078125,4.949169921875,0.25926513671875,4.52933349609375,0.00675048828125,0.000799560546875,0.0009033203125,227103,1.047887e-06,7.674967e-07
1503.75,8,15651.407,15651.407,2019.05.06-01:41:16,1503.75,5.90384521484375,0.54708251953125,4.9491455078125,0.236077880859375,4.52545776367188,0.006787109375,0.00076904296875,0.00101318359375,227421.7,1.035244e-06,7.98047e-07
1503.8,9,15651.408,15651.408,2019.05.06-01:41:32,1503.8,5.84070434570313,0.54237060546875,4.94917602539063,0.219342041015625,4.53985595703125,0.00665283203125,0.0008544921875,0.000885009765625,222067.2,9.85186e-07,8.095403e-07
1503.85,7,15651.407,15651.407,2019.05.06-01:41:49,1503.85,5.57421264648437,0.544866943359375,4.94912719726563,0.2021240234375,4.51851806640625,0.006622314453125,0.000732421875,0.0008056640625,225711.5,1.125705e-06,7.774102e-07
1503.9,12,15651.408,15651.408,2019.05.06-01:42:05,1503.9,5.52916259765625,0.54344482421875,4.94913940429687,0.190960693359375,4.51231689453125,0.00653076171875,0.000665283203125,0.000885009765625,205464.6,9.746237e-07,8.014505e-07
1503.95,2,15651.408,15651.408,2019.05.06-01:42:21,1503.95,5.67837524414063,0.545831298828125,4.94913330078125,0.199371337890625,4.5362060546875,0.006842041015625,0.0007568359375,0.00098876953125,217302.3,1.040225e-06,8.406421e-07
1504,15,15651.408,15651.408,2019.05.06-01:42:38,1504,5.65189208984375,0.548785400390625,4.94910888671875,0.22210693359375,4.5138916015625,0.00670166015625,0.000836181640625,0.0009033203125,208574.8,1.02018e-06,7.786507e-07
1504.05,7,15651.407,15651.407,2019.05.06-01:42:54,1504.05,5.7124267578125,0.55556640625,4.94918823242188,0.248150634765625,4.51828002929688,0.006683349609375,0.0010986328125,0.000994873046875,229075.4,1.030094e-06,7.861609e-07
1504.1,7,15651.408,15651.408,2019.05.06-01:43:11,1504.1,5.49219970703125,0.55228271484375,4.94905395507813,0.28963623046875,4.52203369140625,0.006719970703125,0.00079345703125,0.0009521484375,224304,9.614842e-07,7.861632e-07
1504.15,14,15651.407,15651.407,2019.05.06-01:43:27,1504.15,5.34558715820313,0.55284423828125,4.94913330078125,0.2681884765625,4.52470703125,0.006658935546875,0.00079345703125,0.0010009765625,211160.2,1.10419e-06,7.736621e-07
1504.2,12,15651.408,15651.408,2019.05.06-01:43:43,1504.2,5.4442138671875,0.5513916015625,4.94905395507813,0.231378173828125,4.54012451171875,0.006640625,0.000787353515625,0.0010986328125,227620.6,9.943475e-07,8.049564e-07
1504.25,11,15651.407,15651.407,2019.05.06-01:44:00,1504.25,5.46767578125,0.54974365234375,4.94906616210938,0.224725341796875,4.5595458984375,0.0065673828125,0.00079345703125,0.00101318359375,228014.4,1.066375e-06,8.065159e-07
1504.3,14,15651.408,15651.408,2019.05.06-01:44:16,1504.3,5.576220703125,0.546453857421875,4.94899291992188,0.23037109375,4.53699340820313,0.006756591796875,0.000726318359375,0.00089111328125,226540.4,1.100049e-06,8.655822e-07
