imagevcoAtom,sfiIntegral,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1506.7,0,2019.03.27-14:48:23,1506.7,0.05531005859375,0.385888671875,4.9494140625,0.0051513671875,0.0005126953125,0.000457763671875,0.0003173828125,0.000299072265625,252394.7,8.158378e-07,7.787748e-07
1506.75,0,2019.03.27-14:48:42,1506.75,0.05556640625,0.38604736328125,4.94935913085938,0.005023193359375,0.000518798828125,0.000384521484375,0.00029296875,0.000140380859375,245071.5,8.136445e-07,7.286116e-07
1506.8,0,2019.03.27-14:49:00,1506.8,0.055352783203125,0.386553955078125,4.94937133789063,0.005181884765625,0.000531005859375,0.00037841796875,0.00032958984375,0.000201416015625,239195.7,7.819933e-07,7.068478e-07
1506.85,0,2019.03.27-14:49:18,1506.85,0.0553955078125,0.38680419921875,4.94948120117188,0.005267333984375,0.000579833984375,0.00048828125,0.000274658203125,0.000274658203125,240594.3,8.655392e-07,7.546938e-07
1506.9,0,2019.03.27-14:49:37,1506.9,0.05570068359375,0.3861083984375,4.9494384765625,0.0051513671875,0.0005859375,0.000445556640625,0.00025634765625,0.00037841796875,266640.9,7.635896e-07,7.966785e-07
1506.95,0,2019.03.27-14:49:55,1506.95,0.055572509765625,0.385113525390625,4.94940795898438,0.005059814453125,0.000372314453125,0.000323486328125,0.0003662109375,0.0002685546875,251105.7,8.11029e-07,7.630216e-07
1507,0,2019.03.27-14:50:13,1507,0.055694580078125,0.383526611328125,4.9494140625,0.005181884765625,0.00052490234375,0.000335693359375,0.00025634765625,0.00025634765625,276333.5,8.103635e-07,7.635072e-07
1507.05,0,2019.03.27-14:50:31,1507.05,0.055755615234375,0.383056640625,4.9494384765625,0.0051025390625,0.000616455078125,0.000372314453125,0.000311279296875,0.00032958984375,244473.1,7.987395e-07,7.541463e-07
1507.1,0,2019.03.27-14:50:50,1507.1,0.05589599609375,0.38492431640625,4.949365234375,0.0050537109375,0.000457763671875,0.00045166015625,0.0001953125,0.000250244140625,257987.8,8.377155e-07,7.637075e-07
1507.15,2,2019.03.27-14:51:08,1507.15,0.05552978515625,0.385205078125,4.9495361328125,0.00511474609375,0.00037841796875,0.000335693359375,0.0003173828125,0.00020751953125,249526.4,7.457569e-07,7.341476e-07
1507.2,0,2019.03.27-14:51:27,1507.2,0.055584716796875,0.38511962890625,4.94946899414063,0.005059814453125,0.000482177734375,0.000299072265625,0.00035400390625,0.000262451171875,250711.5,8.783244e-07,8.198796e-07
1507.25,2,2019.03.27-14:51:45,1507.25,0.055816650390625,0.38629150390625,4.94952392578125,0.005126953125,0.0005859375,0.000384521484375,0.0002685546875,0.000262451171875,246010.9,7.784582e-07,7.669496e-07
1507.3,3,2019.03.27-14:52:03,1507.3,0.05579833984375,0.38619384765625,4.94940185546875,0.005108642578125,0.000482177734375,0.000421142578125,0.000262451171875,0.000347900390625,250803.4,8.398082e-07,8.016025e-07
1507.35,4,2019.03.27-14:52:21,1507.35,0.055487060546875,0.386871337890625,4.9494384765625,0.00504150390625,0.0003662109375,0.000384521484375,0.000177001953125,0.000274658203125,272023.7,8.676013e-07,7.937105e-07
1507.4,6,2019.03.27-14:52:40,1507.4,0.055352783203125,0.38675537109375,4.94934692382813,0.005078125,0.000543212890625,0.00035400390625,0.00028076171875,0.00015869140625,260926,8.122108e-07,7.735923e-07
1507.45,11,2019.03.27-14:52:58,1507.45,0.055596923828125,0.3867431640625,4.9494140625,0.00518798828125,0.000439453125,0.00047607421875,0.000347900390625,0.00028076171875,241755.7,8.148166e-07,7.794759e-07
1507.5,14,2019.03.27-14:53:16,1507.5,0.0558349609375,0.38416748046875,4.9494140625,0.005010986328125,0.000494384765625,0.00028076171875,0.000152587890625,0.0002197265625,277375.8,8.337855e-07,7.85172e-07
1507.55,14,2019.03.27-14:53:35,1507.55,0.055731201171875,0.38470458984375,4.94943237304688,0.00513916015625,0.000433349609375,0.000445556640625,0.000335693359375,0.00025634765625,249289.1,7.148367e-07,7.538534e-07
1507.6,59,2019.03.27-14:53:53,1507.6,0.05595703125,0.38660888671875,4.94942626953125,0.005096435546875,0.000439453125,0.000262451171875,0.00028076171875,0.000323486328125,237137.9,7.681211e-07,7.369775e-07
1507.65,161,2019.03.27-14:54:11,1507.65,0.055517578125,0.38531494140625,4.94943237304688,0.005126953125,0.00057373046875,0.000372314453125,0.0002685546875,0.000238037109375,269994.5,8.081157e-07,7.472218e-07
1507.7,142,2019.03.27-14:54:30,1507.7,0.055743408203125,0.386865234375,4.94937133789063,0.00509033203125,0.000390625,0.000421142578125,0.000238037109375,0.0001708984375,278441.5,8.286728e-07,7.798396e-07
1507.75,93,2019.03.27-14:54:48,1507.75,0.055535888671875,0.386981201171875,4.94944458007812,0.005120849609375,0.000457763671875,0.000396728515625,0.00032958984375,0.00030517578125,239257.5,8.215323e-07,7.358309e-07
1507.8,23,2019.03.27-14:55:06,1507.8,0.05555419921875,0.38935546875,4.94946899414063,0.005181884765625,0.000592041015625,0.000372314453125,0.000335693359375,0.00040283203125,239188.5,7.969737e-07,7.047628e-07
1507.85,2,2019.03.27-14:55:25,1507.85,0.055572509765625,0.387213134765625,4.94944458007812,0.005072021484375,0.00050048828125,0.000299072265625,0.000286865234375,0.00025634765625,233356.5,8.157384e-07,7.362002e-07
