imagevcoAtom,sfiIntegral,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1508.5,28,2019.03.28-05:32:23,1508.5,2.20494995117188,0.39127197265625,4.949462890625,0.005078125,0.000347900390625,0.00023193359375,0.000238037109375,0.000274658203125,270948.1,8.797425e-07,7.745558e-07
1508.45,50,2019.03.28-05:32:41,1508.45,2.2159423828125,0.389599609375,4.94946899414063,0.00516357421875,0.00047607421875,0.000372314453125,0.000372314453125,0.000262451171875,275355.6,8.404574e-07,7.544653e-07
1508.4,68,2019.03.28-05:32:59,1508.4,2.22310180664063,0.39071044921875,4.9495361328125,0.0051513671875,0.000555419921875,0.000396728515625,0.000384521484375,0.00028076171875,284691.3,8.68296e-07,7.642803e-07
1508.35,51,2019.03.28-05:33:17,1508.35,2.23554077148437,0.391326904296875,4.9494384765625,0.005126953125,0.000543212890625,0.00037841796875,0.000396728515625,0.00030517578125,263840.1,8.260287e-07,7.489311e-07
1508.3,65,2019.03.28-05:33:35,1508.3,2.20636596679687,0.391717529296875,4.94942016601563,0.005108642578125,0.000604248046875,0.000341796875,0.00028076171875,0.000396728515625,257384.2,8.651567e-07,7.825606e-07
1508.25,81,2019.03.28-05:33:54,1508.25,2.17701416015625,0.3913818359375,4.9494384765625,0.005133056640625,0.00045166015625,0.000439453125,0.000323486328125,0.000177001953125,263726.8,8.272531e-07,7.686375e-07
1508.2,123,2019.03.28-05:34:12,1508.2,2.21332397460937,0.390277099609375,4.9495361328125,0.005078125,0.000360107421875,0.00035400390625,0.000177001953125,0.000201416015625,243082.5,8.97976e-07,7.765951e-07
1508.15,125,2019.03.28-05:34:30,1508.15,2.21879272460937,0.38955078125,4.94942626953125,0.005126953125,0.0005126953125,0.000347900390625,0.0001953125,0.000323486328125,264416.9,8.833433e-07,7.4703e-07
1508.1,175,2019.03.28-05:34:49,1508.1,2.24041748046875,0.38917236328125,4.94943237304688,0.00511474609375,0.0004638671875,0.000372314453125,0.0003662109375,0.000323486328125,276014.4,8.201868e-07,7.682903e-07
1508.05,226,2019.03.28-05:35:07,1508.05,2.25501098632812,0.39146728515625,4.94944458007812,0.005194091796875,0.000390625,0.00037841796875,0.000250244140625,0.0002197265625,293518.5,8.546861e-07,7.628024e-07
1508,232,2019.03.28-05:35:25,1508,2.18365478515625,0.390484619140625,4.9494384765625,0.0052001953125,0.0005615234375,0.00035400390625,0.00028076171875,0.0003173828125,250835.8,8.209128e-07,7.266459e-07
1507.95,420,2019.03.28-05:35:44,1507.95,2.22279663085938,0.390582275390625,4.94945068359375,0.00518798828125,0.000634765625,0.000262451171875,0.000244140625,0.00018310546875,268964.5,8.598039e-07,7.670999e-07
1507.9,474,2019.03.28-05:36:02,1507.9,2.19737548828125,0.39027099609375,4.94939575195312,0.00516357421875,0.00052490234375,0.0004638671875,0.000360107421875,0.000347900390625,264051.4,8.402898e-07,8.043047e-07
1507.85,834,2019.03.28-05:36:20,1507.85,2.2396728515625,0.39317626953125,4.94955444335938,0.005206298828125,0.000537109375,0.000323486328125,0.000299072265625,0.000244140625,280076.5,8.005885e-07,7.676007e-07
1507.8,1437,2019.03.28-05:36:39,1507.8,2.22167358398438,0.392364501953125,4.94943237304688,0.005120849609375,0.00059814453125,0.00042724609375,0.00029296875,0.000244140625,267095.1,8.579586e-07,7.812602e-07
1507.75,3915,2019.03.28-05:36:57,1507.75,2.2057373046875,0.391357421875,4.94949951171875,0.00509033203125,0.000592041015625,0.00042724609375,0.000311279296875,0.000311279296875,252120.8,8.646483e-07,7.512523e-07
1507.7,23367,2019.03.28-05:37:15,1507.7,2.20639038085938,0.390985107421875,4.9493896484375,0.005096435546875,0.00040283203125,0.0003662109375,0.000244140625,0.000238037109375,201141.6,8.8098e-07,7.952911e-07
1507.65,30511,2019.03.28-05:37:34,1507.65,2.2115478515625,0.38968505859375,4.9494873046875,0.00509033203125,0.000482177734375,0.000250244140625,0.0002685546875,0.00020751953125,166835.6,8.481201e-07,8.299909e-07
1507.6,14380,2019.03.28-05:37:52,1507.6,2.23690795898438,0.3904052734375,4.9494873046875,0.005157470703125,0.000531005859375,0.000408935546875,0.00023193359375,0.0002685546875,207051.3,8.701953e-07,8.054379e-07
1507.55,7509,2019.03.28-05:38:10,1507.55,2.20761108398438,0.39002685546875,4.94947509765625,0.00517578125,0.00050048828125,0.00032958984375,0.00029296875,0.000347900390625,202658.7,8.237341e-07,7.592298e-07
1507.5,4327,2019.03.28-05:38:28,1507.5,2.19546508789063,0.38958740234375,4.949462890625,0.005194091796875,0.000469970703125,0.00035400390625,0.000408935546875,0.000250244140625,239290.8,9.587892e-07,7.675009e-07
1507.45,1495,2019.03.28-05:38:47,1507.45,2.19308471679688,0.391241455078125,4.94952392578125,0.00521240234375,0.0004150390625,0.000335693359375,0.000262451171875,0.000201416015625,285222.2,8.602157e-07,7.753569e-07
1507.4,1140,2019.03.28-05:39:05,1507.4,2.19668579101563,0.391326904296875,4.94944458007812,0.005059814453125,0.0004638671875,0.000299072265625,0.000274658203125,0.00037841796875,277578.2,8.172174e-07,8.125447e-07
1507.35,559,2019.03.28-05:39:23,1507.35,2.24044799804688,0.3909912109375,4.94949340820313,0.00509033203125,0.0004150390625,0.0003662109375,0.000244140625,0.00035400390625,262204.7,8.271445e-07,7.96268e-07
1507.3,474,2019.03.28-05:39:42,1507.3,2.20236206054688,0.391717529296875,4.94949951171875,0.0051513671875,0.000689697265625,0.0004638671875,0.00028076171875,0.00032958984375,254410.5,9.294573e-07,8.440137e-07
1507.25,257,2019.03.28-05:40:00,1507.25,2.17488403320313,0.391058349609375,4.94949340820313,0.00506591796875,0.000384521484375,0.000299072265625,0.00020751953125,0.00020751953125,282192.8,8.35802e-07,7.656242e-07
1507.2,234,2019.03.28-05:40:18,1507.2,2.21581420898438,0.39312744140625,4.94940185546875,0.005029296875,0.000408935546875,0.000360107421875,0.00028076171875,0.000286865234375,278790.7,8.286367e-07,7.360593e-07
1507.15,283,2019.03.28-05:40:37,1507.15,2.21550903320313,0.3917236328125,4.94946899414063,0.005224609375,0.000506591796875,0.000335693359375,0.00037841796875,0.000250244140625,259092.4,8.446429e-07,7.775429e-07
1507.1,160,2019.03.28-05:40:55,1507.1,2.22060546875,0.390142822265625,4.94956665039062,0.00517578125,0.00050048828125,0.000439453125,0.000274658203125,0.000360107421875,259103.9,8.449091e-07,7.889449e-07
1507.05,159,2019.03.28-05:41:13,1507.05,2.18734741210938,0.391015625,4.94942016601563,0.0052001953125,0.000421142578125,0.000323486328125,0.000201416015625,0.00020751953125,290956.6,8.734312e-07,7.943565e-07
1507,134,2019.03.28-05:41:31,1507,2.23439331054688,0.390093994140625,4.94945068359375,0.00499267578125,0.000335693359375,0.000299072265625,0.000250244140625,0.000250244140625,269434.2,8.165398e-07,7.783846e-07
1506.95,87,2019.03.28-05:41:50,1506.95,2.1834716796875,0.390948486328125,4.9494140625,0.00511474609375,0.00047607421875,0.000250244140625,0.000262451171875,0.000262451171875,261441.7,8.221996e-07,7.378007e-07
1506.9,84,2019.03.28-05:42:08,1506.9,2.19675903320312,0.391876220703125,4.94939575195312,0.00509033203125,0.00052490234375,0.0004150390625,0.000177001953125,0.0002197265625,259742.2,8.011027e-07,7.538804e-07
1506.85,77,2019.03.28-05:42:26,1506.85,2.18956298828125,0.391162109375,4.94949340820313,0.005181884765625,0.00052490234375,0.000384521484375,0.000341796875,0.000286865234375,241139.9,8.275443e-07,7.775966e-07
1506.8,53,2019.03.28-05:42:45,1506.8,2.17529296875,0.3919677734375,4.94944458007812,0.005108642578125,0.0005859375,0.000347900390625,0.00032958984375,0.00029296875,275753.2,8.100749e-07,7.584185e-07
1506.75,51,2019.03.28-05:43:03,1506.75,2.18124389648438,0.39158935546875,4.94952392578125,0.005072021484375,0.000384521484375,0.000262451171875,0.000311279296875,0.000274658203125,275641.4,9.101081e-07,8.72771e-07
1506.7,55,2019.03.28-05:43:21,1506.7,2.16705932617187,0.391748046875,4.94940185546875,0.005072021484375,0.00037841796875,0.00037841796875,0.00029296875,0.00030517578125,268462.5,8.371657e-07,7.736492e-07
