imagevcoAtom,sfiIntegral,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1508.5,0,2019.03.27-14:37:03,1508.5,0.055438232421875,0.389300537109375,4.94942626953125,0.005206298828125,0.000537109375,0.00030517578125,0.00029296875,0.000299072265625,267070,8.115155e-07,7.580342e-07
1508.45,0,2019.03.27-14:37:21,1508.45,0.055450439453125,0.390203857421875,4.94945678710937,0.005078125,0.000469970703125,0.000390625,0.000250244140625,0.00018310546875,240348.7,8.041104e-07,7.505158e-07
1508.4,0,2019.03.27-14:37:39,1508.4,0.055975341796875,0.38726806640625,4.94942016601563,0.004998779296875,0.000518798828125,0.000408935546875,0.0002685546875,0.000274658203125,254545,8.098243e-07,8.123156e-07
1508.35,2,2019.03.27-14:37:58,1508.35,0.055499267578125,0.38756103515625,4.949365234375,0.005108642578125,0.000592041015625,0.000408935546875,0.000286865234375,0.000250244140625,243836,8.067533e-07,7.499e-07
1508.3,0,2019.03.27-14:38:16,1508.3,0.055609130859375,0.387408447265625,4.94943237304688,0.005047607421875,0.000537109375,0.000372314453125,0.000286865234375,0.000244140625,272563.9,7.854438e-07,7.686248e-07
1508.25,0,2019.03.27-14:38:34,1508.25,0.055340576171875,0.386865234375,4.94931640625,0.005047607421875,0.000311279296875,0.00030517578125,0.000250244140625,0.000347900390625,248539.1,7.556521e-07,7.092322e-07
1508.2,0,2019.03.27-14:38:53,1508.2,0.055474853515625,0.385186767578125,4.94938354492187,0.0050048828125,0.000360107421875,0.000201416015625,0.000177001953125,0.000244140625,269437.9,8.048192e-07,7.435316e-07
1508.15,0,2019.03.27-14:39:11,1508.15,0.05533447265625,0.384832763671875,4.94942016601563,0.0051025390625,0.000567626953125,0.00035400390625,0.00018310546875,0.00025634765625,285754,7.967665e-07,7.926286e-07
1508.1,3,2019.03.27-14:39:29,1508.1,0.055322265625,0.385491943359375,4.9493408203125,0.00511474609375,0.000439453125,0.00035400390625,0.000244140625,0.000311279296875,269284.8,8.121224e-07,7.839629e-07
1508.05,1,2019.03.27-14:39:48,1508.05,0.055328369140625,0.386395263671875,4.94942626953125,0.005181884765625,0.000482177734375,0.000390625,0.0002685546875,0.000341796875,238043.1,8.134215e-07,7.60623e-07
1508,0,2019.03.27-14:40:06,1508,0.0553466796875,0.385687255859375,4.949462890625,0.005047607421875,0.000592041015625,0.00045166015625,0.00029296875,0.000311279296875,268230.3,8.166355e-07,8.027021e-07
1507.95,1,2019.03.27-14:40:24,1507.95,0.05540771484375,0.3849365234375,4.94945068359375,0.005084228515625,0.000579833984375,0.000421142578125,0.000323486328125,0.000311279296875,242661.9,7.939032e-07,7.201225e-07
1507.9,4,2019.03.27-14:40:43,1507.9,0.05538330078125,0.384619140625,4.94942626953125,0.00506591796875,0.000372314453125,0.000244140625,0.000335693359375,0.00029296875,255503.6,7.871214e-07,7.550581e-07
1507.85,2,2019.03.27-14:41:01,1507.85,0.0554931640625,0.38724365234375,4.94942016601563,0.005023193359375,0.00045166015625,0.0001953125,0.00025634765625,0.000323486328125,252305.6,8.344974e-07,7.448211e-07
1507.8,18,2019.03.27-14:41:19,1507.8,0.055743408203125,0.385797119140625,4.94940185546875,0.0050537109375,0.00047607421875,0.000335693359375,0.00025634765625,0.0002197265625,252184.7,7.973379e-07,7.809164e-07
1507.75,30,2019.03.27-14:41:38,1507.75,0.05552978515625,0.384686279296875,4.94938354492187,0.00499267578125,0.000439453125,0.000384521484375,0.00032958984375,0.00025634765625,254935.8,8.356386e-07,7.486213e-07
1507.7,151,2019.03.27-14:41:56,1507.7,0.055474853515625,0.386566162109375,4.949462890625,0.005010986328125,0.000518798828125,0.00030517578125,0.000299072265625,0.000384521484375,263005.7,7.993587e-07,7.350262e-07
1507.65,114,2019.03.27-14:42:14,1507.65,0.055499267578125,0.38555908203125,4.949365234375,0.00513916015625,0.000390625,0.000360107421875,0.000390625,0.00029296875,235835.8,7.870391e-07,7.475644e-07
1507.6,85,2019.03.27-14:42:33,1507.6,0.055230712890625,0.3868896484375,4.94934692382813,0.005181884765625,0.00069580078125,0.0003662109375,0.000244140625,0.00030517578125,249056.1,8.450185e-07,7.570259e-07
1507.55,29,2019.03.27-14:42:51,1507.55,0.05552978515625,0.385595703125,4.9494140625,0.005169677734375,0.000518798828125,0.00025634765625,0.000225830078125,0.00025634765625,271471.3,8.293247e-07,7.092765e-07
1507.5,38,2019.03.27-14:43:09,1507.5,0.055255126953125,0.3853271484375,4.9493896484375,0.005023193359375,0.000390625,0.000262451171875,0.000250244140625,0.000262451171875,239986.4,8.093499e-07,7.53875e-07
1507.45,5,2019.03.27-14:43:28,1507.45,0.0553955078125,0.386328125,4.94942626953125,0.005084228515625,0.00047607421875,0.00023193359375,0.000213623046875,0.000201416015625,267566.9,7.669847e-07,7.683987e-07
1507.4,6,2019.03.27-14:43:46,1507.4,0.055743408203125,0.3857666015625,4.94937744140625,0.0050537109375,0.000445556640625,0.000390625,0.000299072265625,0.00035400390625,246488.1,7.642026e-07,7.278616e-07
1507.35,1,2019.03.27-14:44:05,1507.35,0.055474853515625,0.384796142578125,4.9494140625,0.005194091796875,0.000543212890625,0.0003173828125,0.000347900390625,0.0003173828125,259827.8,8.302505e-07,7.951261e-07
1507.3,1,2019.03.27-14:44:23,1507.3,0.055548095703125,0.383673095703125,4.94942016601563,0.005047607421875,0.000421142578125,0.000347900390625,0.00025634765625,0.000238037109375,260356.2,7.637458e-07,7.520553e-07
1507.25,2,2019.03.27-14:44:41,1507.25,0.0554443359375,0.38369140625,4.94937744140625,0.00517578125,0.000372314453125,0.000384521484375,0.0003173828125,0.000250244140625,251052.5,7.667711e-07,7.083469e-07
1507.2,2,2019.03.27-14:45:00,1507.2,0.05548095703125,0.384429931640625,4.94937744140625,0.004974365234375,0.000469970703125,0.0003173828125,0.00028076171875,0.000177001953125,253270.3,8.003724e-07,7.315188e-07
1507.15,0,2019.03.27-14:45:18,1507.15,0.05526123046875,0.385833740234375,4.94942626953125,0.005133056640625,0.0005615234375,0.00045166015625,0.00025634765625,0.000347900390625,250387.7,7.8631e-07,7.355087e-07
1507.1,0,2019.03.27-14:45:36,1507.1,0.055523681640625,0.3850341796875,4.94947509765625,0.005059814453125,0.00047607421875,0.000384521484375,0.00029296875,0.00032958984375,249771.3,7.693922e-07,6.976596e-07
