# detuning (MHz)             polarized                 unpolarized
  -24.041357899409139        2.1969503781160285E-003   5.7755583671553886E-004
  -24.033072061773638        2.2075312794555902E-003   5.8030784862548538E-004
  -24.024786224138133        2.2181910532682210E-003   5.8308034392868028E-004
  -24.016500386502631        2.2289304898333779E-003   5.8587352795764569E-004
  -24.008214548867130        2.2397503893598924E-003   5.8868760862700465E-004
  -23.999928711231629        2.2506515621360996E-003   5.9152279647253390E-004
  -23.991642873596128        2.2616348286823894E-003   5.9437930469090046E-004
  -23.983357035960623        2.2727010199067228E-003   5.9725734918011475E-004
  -23.975071198325121        2.2838509772626536E-003   6.0015714858068295E-004
  -23.966785360689620        2.2950855529103834E-003   6.0307892431752178E-004
  -23.958499523054119        2.3064056098805194E-003   6.0602290064259079E-004
  -23.950213685418614        2.3178120222408886E-003   6.0898930467831046E-004
  -23.941927847783113        2.3293056752662473E-003   6.1197836646174431E-004
  -23.933642010147612        2.3408874656110959E-003   6.1499031898958880E-004
  -23.925356172512110        2.3525583014856024E-003   6.1802539826396425E-004
  -23.917070334876609        2.3643191028346919E-003   6.2108384333904457E-004
  -23.908784497241104        2.3761708015203617E-003   6.2416589636851575E-004
  -23.900498659605603        2.3881143415073716E-003   6.2727180265392346E-004
  -23.892212821970102        2.4001506790522964E-003   6.3040181069387775E-004
  -23.883926984334600        2.4122807828958945E-003   6.3355617223416179E-004
  -23.875641146699099        2.4245056344592382E-003   6.3673514231876900E-004
  -23.867355309063594        2.4368262280432965E-003   6.3993897934187945E-004
  -23.859069471428093        2.4492435710321320E-003   6.4316794510076310E-004
  -23.850783633792592        2.4617586841000193E-003   6.4642230484971016E-004
  -23.842497796157090        2.4743726014222508E-003   6.4970232735490788E-004
  -23.834211958521585        2.4870863708899554E-003   6.5300828495038453E-004
  -23.825926120886084        2.4999010543287734E-003   6.5634045359494366E-004
  -23.817640283250583        2.5128177277217840E-003   6.5969911293021772E-004
  -23.809354445615082        2.5258374814364961E-003   6.6308454633976020E-004
  -23.801068607979580        2.5389614204560187E-003   6.6649704100926331E-004
  -23.792782770344076        2.5521906646148360E-003   6.6993688798792873E-004
  -23.784496932708574        2.5655263488386744E-003   6.7340438225094775E-004
  -23.776211095073073        2.5789696233892174E-003   6.7689982276322638E-004
  -23.767925257437572        2.5925216541132570E-003   6.8042351254425702E-004
  -23.759639419802070        2.6061836226966765E-003   6.8397575873427362E-004
  -23.751353582166566        2.6199567269232504E-003   6.8755687266163596E-004
  -23.743067744531064        2.6338421809382908E-003   6.9116716991150676E-004
  -23.734781906895563        2.6478412155175424E-003   6.9480697039586833E-004
  -23.726496069260062        2.6619550783410799E-003   6.9847659842485965E-004
  -23.718210231624560        2.6761850342724770E-003   7.0217638277949256E-004
  -23.709924393989056        2.6905323656435318E-003   7.0590665678579335E-004
  -23.701638556353554        2.7049983725442729E-003   7.0966775839034616E-004
  -23.693352718718053        2.7195843731187899E-003   7.1346003023734753E-004
  -23.685066881082552        2.7342917038667191E-003   7.1728381974711956E-004
  -23.676781043447050        2.7491217199506661E-003   7.2113947919619746E-004
  -23.668495205811546        2.7640757955095636E-003   7.2502736579895151E-004
  -23.660209368176044        2.7791553239783235E-003   7.2894784179083699E-004
  -23.651923530540543        2.7943617184136306E-003   7.3290127451327083E-004
  -23.643637692905042        2.8096964118263217E-003   7.3688803650020542E-004
  -23.635351855269537        2.8251608575201839E-003   7.4090850556639135E-004
  -23.627066017634036        2.8407565294375492E-003   7.4496306489740404E-004
  -23.618780179998534        2.8564849225119044E-003   7.4905210314148846E-004
  -23.610494342363033        2.8723475530272164E-003   7.5317601450319437E-004
  -23.602208504727532        2.8883459589848551E-003   7.5733519883892865E-004
  -23.593922667092027        2.9044817004775436E-003   7.6153006175441794E-004
  -23.585636829456526        2.9207563600710143E-003   7.6576101470410664E-004
  -23.577350991821024        2.9371715431933676E-003   7.7002847509261897E-004
  -23.569065154185523        2.9537288785322158E-003   7.7433286637822141E-004
  -23.560779316550022        2.9704300184400234E-003   7.7867461817844076E-004
  -23.552493478914517        2.9872766393476339E-003   7.8305416637778876E-004
  -23.544207641279016        3.0042704421861708E-003   7.8747195323771726E-004
  -23.535921803643514        3.0214131528177907E-003   7.9192842750883032E-004
  -23.527635966008013        3.0387065224750823E-003   7.9642404454540155E-004
  -23.519350128372508        3.0561523282096052E-003   8.0095926642222810E-004
  -23.511064290737007        3.0737523733497091E-003   8.0553456205394885E-004
  -23.502778453101506        3.0915084879678538E-003   8.1015040731679047E-004
  -23.494492615466005        3.1094225293575497E-003   8.1480728517290446E-004
  -23.486206777830503        3.1274963825203895E-003   8.1950568579722185E-004
  -23.477920940194998        3.1457319606631672E-003   8.2424610670705752E-004
  -23.469635102559497        3.1641312057053986E-003   8.2902905289433464E-004
  -23.461349264923996        3.1826960887976481E-003   8.3385503696069882E-004
  -23.453063427288495        3.2014286108506575E-003   8.3872457925539691E-004
  -23.444777589652993        3.2203308030757526E-003   8.4363820801613097E-004
  -23.436491752017488        3.2394047275367405E-003   8.4859645951288257E-004
  -23.428205914381987        3.2586524777134117E-003   8.5359987819481973E-004
  -23.419920076746486        3.2780761790773068E-003   8.5864901684032347E-004
  -23.411634239110985        3.2976779896795884E-003   8.6374443671024832E-004
  -23.403348401475483        3.3174601007517654E-003   8.6888670770448196E-004
  -23.395062563839979        3.3374247373191565E-003   8.7407640852186607E-004
  -23.386776726204477        3.3575741588277109E-003   8.7931412682357927E-004
  -23.378490888568976        3.3779106597845356E-003   8.8460045940011315E-004
  -23.370205050933475        3.3984365704120812E-003   8.8993601234180599E-004
  -23.361919213297973        3.4191542573169375E-003   8.9532140121316873E-004
  -23.353633375662469        3.4400661241729014E-003   9.0075725123099745E-004
  -23.345347538026967        3.4611746124194528E-003   9.0624419744640868E-004
  -23.337061700391466        3.4824822019752068E-003   9.1178288493089449E-004
  -23.328775862755965        3.5039914119674178E-003   9.1737396896648189E-004
  -23.320490025120460        3.5257048014775568E-003   9.2301811524012263E-004
  -23.312204187484959        3.5476249703033716E-003   9.2871600004239437E-004
  -23.303918349849457        3.5697545597381686E-003   9.3446831047066842E-004
  -23.295632512213956        3.5920962533672806E-003   9.4027574463677712E-004
  -23.287346674578455        3.6146527778825478E-003   9.4613901187941447E-004
  -23.279060836942950        3.6374269039151971E-003   9.5205883298127465E-004
  -23.270774999307449        3.6604214468873028E-003   9.5803594039109517E-004
  -23.262489161671947        3.6836392678828225E-003   9.6407107845079181E-004
  -23.254203324036446        3.7070832745382336E-003   9.7016500362771580E-004
  -23.245917486400945        3.7307564219535836E-003   9.7631848475221721E-004
  -23.237631648765440        3.7546617136243843E-003   9.8253230326069362E-004
  -23.229345811129939        3.7788022023947389E-003   9.8880725344414953E-004
  -23.221059973494437        3.8031809914327373E-003   9.9514414270255973E-004
  -23.212774135858936        3.8278012352280549E-003   1.0015437918050821E-003
  -23.204488298223431        3.8526661406129070E-003   1.0080070351563203E-003
  -23.196202460587930        3.8777789678066301E-003   1.0145347210687606E-003
  -23.187916622952429        3.9031430314846547E-003   1.0211277120416144E-003
  -23.179630785316927        3.9287617018726184E-003   1.0277868850461795E-003
  -23.171344947681426        3.9546384058659545E-003   1.0345131318178935E-003
  -23.163059110045921        3.9807766281761345E-003   1.0413073591553025E-003
  -23.154773272410420        4.0071799125037319E-003   1.0481704892261010E-003
  -23.146487434774919        4.0338518627396399E-003   1.0551034598804618E-003
  -23.138201597139417        4.0607961441945558E-003   1.0621072249717655E-003
  -23.129915759503916        4.0880164848580832E-003   1.0691827546851094E-003
  -23.121629921868411        4.1155166766879232E-003   1.0763310358735902E-003
  -23.113344084232910        4.1433005769300150E-003   1.0835530724027671E-003
  -23.105058246597409        4.1713721094706118E-003   1.0908498855033981E-003
  -23.096772408961908        4.1997352662211211E-003   1.0982225141327520E-003
  -23.088486571326406        4.2283941085364783E-003   1.1056720153446934E-003
  -23.080200733690901        4.2573527686681880E-003   1.1131994646688293E-003
  -23.071914896055400        4.2866154512528820E-003   1.1208059564988997E-003
  -23.063629058419899        4.3161864348374998E-003   1.1284926044907721E-003
  -23.055343220784398        4.3460700734418954E-003   1.1362605419701916E-003
  -23.047057383148896        4.3762707981602296E-003   1.1441109223506920E-003
  -23.038771545513391        4.4067931188019717E-003   1.1520449195618094E-003
  -23.030485707877890        4.4376416255738210E-003   1.1600637284880479E-003
  -23.022199870242389        4.4688209908036701E-003   1.1681685654187722E-003
  -23.013914032606888        4.5003359707076994E-003   1.1763606685094186E-003
  -23.005628194971383        4.5321914072020478E-003   1.1846412982543229E-003
  -22.997342357335882        4.5643922297601194E-003   1.1930117379714907E-003
  -22.989056519700380        4.5969434573170853E-003   1.2014732942996936E-003
  -22.980770682064879        4.6298502002227338E-003   1.2100272977082144E-003
  -22.972484844429378        4.6631176622441454E-003   1.2186751030195805E-003
  -22.964199006793873        4.6967511426197865E-003   1.2274180899457983E-003
  -22.955913169158372        4.7307560381662653E-003   1.2362576636382721E-003
  -22.947627331522870        4.7651378454395604E-003   1.2451952552520475E-003
  -22.939341493887369        4.7999021629522593E-003   1.2542323225246186E-003
  -22.931055656251868        4.8350546934482867E-003   1.2633703503698011E-003
  -22.922769818616363        4.8706012462370199E-003   1.2726108514871570E-003
  -22.914483980980862        4.9065477395886445E-003   1.2819553669873509E-003
  -22.906198143345360        4.9429002031923788E-003   1.2914054670340284E-003
  -22.897912305709859        4.9796647806795314E-003   1.3009627515025851E-003
  -22.889626468074354        5.0168477322133972E-003   1.3106288506564351E-003
  -22.881340630438853        5.0544554371478667E-003   1.3204054258412626E-003
  -22.873054792803352        5.0924943967573712E-003   1.3302941701978648E-003
  -22.864768955167850        5.1309712370392994E-003   1.3402968093940435E-003
  -22.856483117532349        5.1698927115924331E-003   1.3504151023762503E-003
  -22.848197279896844        5.2092657045724666E-003   1.3606508421415170E-003
  -22.839911442261343        5.2490972337278421E-003   1.3710058565303065E-003
  -22.831625604625842        5.2893944535182995E-003   1.3814820090410089E-003
  -22.823339766990340        5.3301646583182602E-003   1.3920811996666585E-003
  -22.815053929354839        5.3714152857081100E-003   1.4028053657545985E-003
  -22.806768091719334        5.4131539198559722E-003   1.4136564828898524E-003
  -22.798482254083833        5.4553882949929019E-003   1.4246365658029001E-003
  -22.790196416448332        5.4981262989845419E-003   1.4357476693027027E-003
  -22.781910578812830        5.5413759770018504E-003   1.4469918892356531E-003
  -22.773624741177329        5.5851455352948489E-003   1.4583713634714343E-003
  -22.765338903541824        5.6294433450717433E-003   1.4698882729165163E-003
  -22.757053065906323        5.6742779464876367E-003   1.4815448425562435E-003
  -22.748767228270822        5.7196580527459949E-003   1.4933433425264884E-003
  -22.740481390635320        5.7655925543162838E-003   1.5052860892156756E-003
  -22.732195552999819        5.8120905232721736E-003   1.5173754463983374E-003
  -22.723909715364314        5.8591612177535902E-003   1.5296138264011051E-003
  -22.715623877728813        5.9068140865571692E-003   1.5420036913022712E-003
  -22.707338040093312        5.9550587738590082E-003   1.5545475541660150E-003
  -22.699052202457811        6.0039051240742851E-003   1.5672479803124141E-003
  -22.690766364822309        6.0533631868583135E-003   1.5801075886244785E-003
  -22.682480527186804        6.1034432222535056E-003   1.5931290528933516E-003
  -22.674194689551303        6.1541557059872241E-003   1.6063151032030658E-003
  -22.665908851915802        6.2055113349258773E-003   1.6196685273561430E-003
  -22.657623014280301        6.2575210326902093E-003   1.6331921723413884E-003
  -22.649337176644796        6.3101959554371333E-003   1.6468889458453257E-003
  -22.641051339009294        6.3635474978141213E-003   1.6607618178087575E-003
  -22.632765501373793        6.4175872990920538E-003   1.6748138220300662E-003
  -22.624479663738292        6.4723272494821137E-003   1.6890480578167306E-003
  -22.616193826102791        6.5277794966437288E-003   1.7034676916867879E-003
  -22.607907988467286        6.5839564523898107E-003   1.7180759591220560E-003
  -22.599622150831784        6.6408707995960822E-003   1.7328761663746820E-003
  -22.591336313196283        6.6985354993220015E-003   1.7478716923292178E-003
  -22.583050475560782        6.7569637981500820E-003   1.7630659904218284E-003
  -22.574764637925277        6.8161692357521248E-003   1.7784625906188635E-003
  -22.566478800289776        6.8761656526893289E-003   1.7940651014568369E-003
  -22.558192962654275        6.9369671984556196E-003   1.8098772121459856E-003
  -22.549907125018773        6.9985883397723258E-003   1.8259026947396739E-003
  -22.541621287383272        7.0610438691430088E-003   1.8421454063720360E-003
  -22.533335449747767        7.1243489136784558E-003   1.8586092915662455E-003
  -22.525049612112266        7.1885189442007997E-003   1.8752983846160546E-003
  -22.516763774476765        7.2535697846378040E-003   1.8922168120432592E-003
  -22.508477936841263        7.3195176217170114E-003   1.9093687951337126E-003
  -22.500192099205762        7.3863790149710914E-003   1.9267586525550031E-003
  -22.491906261570257        7.4541709070662472E-003   1.9443908030586272E-003
  -22.483620423934756        7.5229106344646855E-003   1.9622697682697924E-003
  -22.475334586299255        7.5926159384346612E-003   1.9804001755682680E-003
  -22.467048748663753        7.6633049764199199E-003   1.9987867610634712E-003
  -22.458762911028252        7.7349963337829380E-003   2.0174343726674453E-003
  -22.450477073392747        7.8077090359354199E-003   2.0363479732694013E-003
  -22.442191235757246        7.8814625608710515E-003   2.0555326440156599E-003
  -22.433905398121745        7.9562768521155361E-003   2.0749935876989804E-003
  -22.425619560486243        8.0321723321099218E-003   2.0947361322615102E-003
  -22.417333722850742        8.1091699160439797E-003   2.1147657344156349E-003
  -22.409047885215237        8.1872910261564461E-003   2.1350879833873433E-003
  -22.400762047579736        8.2665576065210789E-003   2.1557086047868635E-003
  -22.392476209944235        8.3469921383365689E-003   2.1766334646114494E-003
  -22.384190372308733        8.4286176557401993E-003   2.1978685733855178E-003
  -22.375904534673232        8.5114577621662156E-003   2.2194200904436345E-003
  -22.367618697037727        8.5955366472698445E-003   2.2412943283618043E-003
  -22.359332859402226        8.6808791044397024E-003   2.2634977575430901E-003
  -22.351047021766725        8.7675105489220251E-003   2.2860370109637094E-003
  -22.342761184131223        8.8554570365808119E-003   2.3089188890859655E-003
  -22.334475346495719        8.9447452833200606E-003   2.3321503649447435E-003
  -22.326189508860217        9.0354026851941337E-003   2.3557385894146868E-003
  -22.317903671224716        9.1274573392350986E-003   2.3796908966652944E-003
  -22.309617833589215        9.2209380650252297E-003   2.4040148098116742E-003
  -22.301331995953714        9.3158744270461606E-003   2.4287180467689965E-003
  -22.293046158318209        9.4122967578360583E-003   2.4538085263189559E-003
  -22.284760320682707        9.5102361819885978E-003   2.4792943743971786E-003
  -22.276474483047206        9.6097246410287961E-003   2.5051839306107623E-003
  -22.268188645411705        9.7107949192023583E-003   2.5314857549954585E-003
  -22.259902807776200        9.8134806702165726E-003   2.5582086350227802E-003
  -22.251616970140699        9.9178164449734655E-003   2.5853615928673962E-003
  -22.243331132505197        1.0023837720337818E-002   2.6129538929462212E-003
  -22.235045294869696        1.0131580928982404E-002   2.6409950497404203E-003
  -22.226759457234195        1.0241083490358948E-002   2.6694948359127961E-003
  -22.218473619598690        1.0352383842842120E-002   2.6984632907332291E-003
  -22.210187781963189        1.0465521477097235E-002   2.7279107288254545E-003
  -22.201901944327687        1.0580536970726273E-002   2.7578477492495122E-003
  -22.193616106692186        1.0697472024246762E-002   2.7882852449341677E-003
  -22.185330269056685        1.0816369498463206E-002   2.8192344124751655E-003
  -22.177044431421180        1.0937273453293105E-002   2.8507067623153703E-003
  -22.168758593785679        1.1060229188110459E-002   2.8827141293237112E-003
  -22.160472756150178        1.1185283283677726E-002   2.9152686837912133E-003
  -22.152186918514676        1.1312483645734743E-002   2.9483829428624212E-003
  -22.143901080879175        1.1441879550321860E-002   2.9820697824224276E-003
  -22.135615243243670        1.1573521690914924E-002   3.0163424494599883E-003
  -22.127329405608169        1.1707462227455855E-002   3.0512145749286724E-003
  -22.119043567972668        1.1843754837365505E-002   3.0867001871289833E-003
  -22.110757730337166        1.1982454768631119E-002   3.1228137256357150E-003
  -22.102471892701665        1.2123618895064241E-002   3.1595700557957296E-003
  -22.094186055066160        1.2267305773831637E-002   3.1969844838232123E-003
  -22.085900217430659        1.2413575705365193E-002   3.2350727725202672E-003
  -22.077614379795158        1.2562490795764577E-002   3.2738511576528881E-003
  -22.069328542159656        1.2714115021810047E-002   3.3133363650131608E-003
  -22.061042704524155        1.2868514298711749E-002   3.3535456282008723E-003
  -22.052756866888650        1.3025756550726207E-002   3.3944967071593197E-003
  -22.044471029253149        1.3185911784779692E-002   3.4362079075015307E-003
  -22.036185191617648        1.3349052167244805E-002   3.4786981006660620E-003
  -22.027899353982146        1.3515252104024190E-002   3.5219867449425308E-003
  -22.019613516346642        1.3684588324106073E-002   3.5660939074103021E-003
  -22.011327678711140        1.3857139966761335E-002   3.6110402868353361E-003
  -22.003041841075639        1.4032988672566561E-002   3.6568472375735407E-003
  -21.994756003440138        1.4212218678443269E-002   3.7035367945307072E-003
  -21.986470165804636        1.4394916916916710E-002   3.7511316992328856E-003
  -21.978184328169132        1.4581173119808536E-002   3.7996554270636517E-003
  -21.969898490533630        1.4771079926590243E-002   3.8491322157278144E-003
  -21.961612652898129        1.4964732997636600E-002   3.8995870950050550E-003
  -21.953326815262628        1.5162231132633590E-002   3.9510459178601154E-003
  -21.945040977627123        1.5363676394407513E-002   4.0035353929804935E-003
  -21.936755139991622        1.5569174238460900E-002   4.0570831188163218E-003
  -21.928469302356120        1.5778833648515934E-002   4.1117176192021687E-003
  -21.920183464720619        1.5992767278382787E-002   4.1674683806444384E-003
  -21.911897627085118        1.6211091600491914E-002   4.2243658913636564E-003
  -21.903611789449613        1.6433927061447848E-002   4.2824416821861215E-003
  -21.895325951814112        1.6661398244983524E-002   4.3417283693849050E-003
  -21.887040114178610        1.6893634042719676E-002   4.4022596995769566E-003
  -21.878754276543109        1.7130767833154304E-002   4.4640705967884343E-003
  -21.870468438907608        1.7372937669337823E-002   4.5271972118086706E-003
  -21.862182601272103        1.7620286475715147E-002   4.5916769739596085E-003
  -21.853896763636602        1.7872962254646164E-002   4.6575486454159473E-003
  -21.845610926001100        1.8131118303150406E-002   4.7248523782200220E-003
  -21.837325088365599        1.8394913440452357E-002   4.7936297741434757E-003
  -21.829039250730098        1.8664512246944109E-002   4.8639239475590677E-003
  -21.820753413094593        1.8940085315220463E-002   4.9357795914949853E-003
  -21.812467575459092        1.9221809513881714E-002   5.0092430470559781E-003
  -21.804181737823590        1.9509868264849139E-002   5.0843623764077264E-003
  -21.795895900188089        1.9804451834982327E-002   5.1611874395328322E-003
  -21.787610062552588        2.0105757642840050E-002   5.2397699749815339E-003
  -21.779324224917083        2.0413990581486980E-002   5.3201636848547651E-003
  -21.771038387281582        2.0729363358301230E-002   5.4024243242723757E-003
  -21.762752549646081        2.1052096852808466E-002   5.4866097955978636E-003
  -21.754466712010579        2.1382420493632363E-002   5.5727802477072421E-003
  -21.746180874375078        2.1720572655730460E-002   5.6609981806115348E-003
  -21.737895036739573        2.2066801079160186E-002   5.7513285557616719E-003
  -21.729609199104072        2.2421363310707404E-002   5.8438389123887657E-003
  -21.721323361468571        2.2784527169805519E-002   5.9385994902565759E-003
  -21.713037523833069        2.3156571240264712E-002   6.0356833592291647E-003
  -21.704751686197564        2.3537785389450457E-002   6.1351665560863237E-003
  -21.696465848562063        2.3928471316652815E-002   6.2371282290484501E-003
  -21.688180010926562        2.4328943132525233E-002   6.3416507905076115E-003
  -21.679894173291061        2.4739527971597793E-002   6.4488200784952295E-003
  -21.671608335655559        2.5160566640019113E-002   6.5587255274571488E-003
  -21.663322498020054        2.5592414300839229E-002   6.6714603489474202E-003
  -21.655036660384553        2.6035441199311882E-002   6.7871217228979977E-003
  -21.646750822749052        2.6490033430885004E-002   6.9058110001697665E-003
  -21.638464985113551        2.6956593754738276E-002   7.0276339171431446E-003
  -21.630179147478046        2.7435542455950632E-002   7.1527008231639516E-003
  -21.621893309842545        2.7927318259605816E-002   7.2811269217214567E-003
  -21.613607472207043        2.8432379300406652E-002   7.4130325263037367E-003
  -21.605321634571542        2.8951204151629144E-002   7.5485433319464699E-003
  -21.597035796936041        2.9484292917557858E-002   7.6877907035716314E-003
  -21.588749959300536        3.0032168393857681E-002   7.8309119822974147E-003
  -21.580464121665035        3.0595377300690778E-002   7.9780508109937396E-003
  -21.572178284029533        3.1174491593768703E-002   8.1293574804594104E-003
  -21.563892446394032        3.1770109858941173E-002   8.2849892977054918E-003
  -21.555606608758531        3.2382858796371178E-002   8.4451109779502126E-003
  -21.547320771123026        3.3013394800844420E-002   8.6098950620602747E-003
  -21.539034933487525        3.3662405645280842E-002   8.7795223613149100E-003
  -21.530749095852023        3.4330612275111708E-002   8.9541824315243889E-003
  -21.522463258216522        3.5018770721805127E-002   9.1340740787009666E-003
  -21.514177420581021        3.5727674144523915E-002   9.3194058986662640E-003
  -21.505891582945516        3.6458155009650266E-002   9.5103968531778053E-003
  -21.497605745310015        3.7211087418729492E-002   9.7072768853764899E-003
  -21.489319907674513        3.7987389596298750E-002   9.9102875775974406E-003
  -21.481034070039012        3.8788026550030379E-002   1.0119682854845102E-002
  -21.472748232403511        3.9614012916712335E-002   1.0335729737522809E-002
  -21.464462394768006        4.0466416008753316E-002   1.0558709147317684E-002
