# detuning (MHz)             polarized                 unpolarized
  -7.8913587560285441        2.5061917329934819E-002   5.3160989169004809E-003
  -7.8885922849484293        2.5198289402481130E-002   5.3447926346042894E-003
  -7.8858258138683137        2.5335799696958428E-002   5.3737252552749004E-003
  -7.8830593427881990        2.5474460880778278E-002   5.4028994342070619E-003
  -7.8802928717080833        2.5614285796760238E-002   5.4323178634237178E-003
  -7.8775264006279686        2.5755287466029068E-002   5.4619832722819714E-003
  -7.8747599295478530        2.5897479090967557E-002   5.4918984280907732E-003
  -7.8719934584677382        2.6040874058225666E-002   5.5220661367402293E-003
  -7.8692269873876226        2.6185485941788419E-002   5.5524892433432994E-003
  -7.8664605163075079        2.6331328506101669E-002   5.5831706328895742E-003
  -7.8636940452273922        2.6478415709259632E-002   5.6141132309118855E-003
  -7.8609275741472775        2.6626761706252930E-002   5.6453200041656632E-003
  -7.8581611030671628        2.6776380852280863E-002   5.6767939613216389E-003
  -7.8553946319870471        2.6927287706127675E-002   5.7085381536718660E-003
  -7.8526281609069315        2.7079497033604689E-002   5.7405556758496866E-003
  -7.8498616898268168        2.7233023811059898E-002   5.7728496665636047E-003
  -7.8470952187467020        2.7387883228956873E-002   5.8054233093457032E-003
  -7.8443287476665864        2.7544090695523323E-002   5.8382798333146612E-003
  -7.8415622765864716        2.7701661840472451E-002   5.8714225139538979E-003
  -7.8387958055063560        2.7860612518797380E-002   5.9048546739050344E-003
  -7.8360293344262413        2.8020958814641079E-002   5.9385796837770621E-003
  -7.8332628633461256        2.8182717045243270E-002   5.9726009629717299E-003
  -7.8304963922660109        2.8345903764965489E-002   6.0069219805250797E-003
  -7.8277299211858953        2.8510535769398011E-002   6.0415462559661711E-003
  -7.8249634501057805        2.8676630099546928E-002   6.0764773601925922E-003
  -7.8221969790256649        2.8844204046107564E-002   6.1117189163639070E-003
  -7.8194305079455502        2.9013275153822359E-002   6.1472746008127375E-003
  -7.8166640368654345        2.9183861225927428E-002   6.1831481439745721E-003
  -7.8138975657853198        2.9355980328689354E-002   6.2193433313360753E-003
  -7.8111310947052042        2.9529650796033681E-002   6.2558640044028590E-003
  -7.8083646236250894        2.9704891234267821E-002   6.2927140616868037E-003
  -7.8055981525449738        2.9881720526900281E-002   6.3298974597134896E-003
  -7.8028316814648591        3.0060157839558357E-002   6.3674182140503605E-003
  -7.8000652103847434        3.0240222625007432E-002   6.4052804003558537E-003
  -7.7972987393046287        3.0421934628272595E-002   6.4434881554500615E-003
  -7.7945322682245131        3.0605313891866364E-002   6.4820456784075390E-003
  -7.7917657971443983        3.0790380761124357E-002   6.5209572316726376E-003
  -7.7889993260642827        3.0977155889652497E-002   6.5602271421979774E-003
  -7.7862328549841680        3.1165660244885301E-002   6.5998598026064201E-003
  -7.7834663839040523        3.1355915113762733E-002   6.6398596723775466E-003
  -7.7806999128239376        3.1547942108523873E-002   6.6802312790584743E-003
  -7.7779334417438220        3.1741763172622159E-002   6.7209792195005065E-003
  -7.7751669706637072        3.1937400586766231E-002   6.7621081611213135E-003
  -7.7724004995835916        3.2134876975086386E-002   6.8036228431938798E-003
  -7.7696340285034768        3.2334215311432254E-002   6.8455280781627133E-003
  -7.7668675574233612        3.2535438925804017E-002   6.8878287529877749E-003
  -7.7641010863432465        3.2738571510919329E-002   6.9305298305169238E-003
  -7.7613346152631308        3.2943637128921559E-002   6.9736363508876870E-003
  -7.7585681441830161        3.3150660218229183E-002   7.0171534329587400E-003
  -7.7558016731029005        3.3359665600534417E-002   7.0610862757722508E-003
  -7.7530352020227857        3.3570678487949271E-002   7.1054401600472526E-003
  -7.7502687309426701        3.3783724490308926E-002   7.1502204497055771E-003
  -7.7475022598625554        3.3998829622628859E-002   7.1954325934302406E-003
  -7.7447357887824397        3.4216020312726629E-002   7.2410821262577892E-003
  -7.7419693177023250        3.4435323409007047E-002   7.2871746712051128E-003
  -7.7392028466222094        3.4656766188418620E-002   7.3337159409316956E-003
  -7.7364363755420946        3.4880376364581127E-002   7.3807117394378181E-003
  -7.7336699044619790        3.5106182096093751E-002   7.4281679638003341E-003
  -7.7309034333818643        3.5334211995023485E-002   7.4760906059460541E-003
  -7.7281369623017486        3.5564495135582304E-002   7.5244857544644874E-003
  -7.7253704912216339        3.5797061062993088E-002   7.5733595964601027E-003
  -7.7226040201415183        3.6031939802554362E-002   7.6227184194460375E-003
  -7.7198375490614035        3.6269161868904817E-002   7.6725686132793434E-003
  -7.7170710779812879        3.6508758275494269E-002   7.7229166721394394E-003
  -7.7143046069011731        3.6750760544265564E-002   7.7737691965506818E-003
  -7.7115381358210575        3.6995200715553615E-002   7.8251328954499436E-003
  -7.7087716647409428        3.7242111358206174E-002   7.8770145883006772E-003
  -7.7060051936608271        3.7491525579932294E-002   7.9294212072545840E-003
  -7.7032387225807124        3.7743477037884603E-002   7.9823597993616078E-003
  -7.7004722515005977        3.7997999949480700E-002   8.0358375288303863E-003
  -7.6977057804204820        3.8255129103468934E-002   8.0898616793393194E-003
  -7.6949393093403664        3.8514899871248474E-002   8.1444396564006819E-003
  -7.6921728382602517        3.8777348218445341E-002   8.1995789897783833E-003
  -7.6894063671801369        3.9042510716753638E-002   8.2552873359607957E-003
  -7.6866398961000213        3.9310424556049474E-002   8.3115724806905582E-003
  -7.6838734250199057        3.9581127556782142E-002   8.3684423415522537E-003
  -7.6811069539397909        3.9854658182651846E-002   8.4259049706198064E-003
  -7.6783404828596762        4.0131055553581117E-002   8.4839685571650655E-003
  -7.6755740117795606        4.0410359458986085E-002   8.5426414304292011E-003
  -7.6728075406994449        4.0692610371357206E-002   8.6019320624580904E-003
  -7.6700410696193302        4.0977849460156257E-002   8.6618490710044498E-003
  -7.6672745985392154        4.1266118606038973E-002   8.7224012224970705E-003
  -7.6645081274590998        4.1557460415411300E-002   8.7835974350802485E-003
  -7.6617416563789842        4.1851918235326989E-002   8.8454467817240656E-003
  -7.6589751852988694        4.2149536168738067E-002   8.9079584934083130E-003
  -7.6562087142187547        4.2450359090106041E-002   8.9711419623816485E-003
  -7.6534422431386391        4.2754432661381049E-002   9.0350067454976792E-003
  -7.6506757720585243        4.3061803348365110E-002   9.0995625676306632E-003
  -7.6479093009784087        4.3372518437462163E-002   9.1648193251723971E-003
  -7.6451428298982940        4.3686626052831246E-002   9.2307870896127485E-003
  -7.6423763588181783        4.4004175173949285E-002   9.2974761112058733E-003
  -7.6396098877380636        4.4325215653598718E-002   9.3648968227247453E-003
  -7.6368434166579480        4.4649798236287563E-002   9.4330598433060835E-003
  -7.6340769455778332        4.4977974577113534E-002   9.5019759823877659E-003
  -7.6313104744977176        4.5309797261092147E-002   9.5716562437427998E-003
  -7.6285440034176029        4.5645319822945486E-002   9.6421118296097369E-003
  -7.6257775323374872        4.5984596767383958E-002   9.7133541449253291E-003
  -7.6230110612573725        4.6327683589876489E-002   9.7853948016594586E-003
  -7.6202445901772569        4.6674636797935494E-002   9.8582456232570517E-003
  -7.6174781190971421        4.7025513932922092E-002   9.9319186491887354E-003
  -7.6147116480170265        4.7380373592392847E-002   1.0006426139613965E-002
  -7.6119451769369117        4.7739275452996208E-002   1.0081780580159147E-002
  -7.6091787058567961        4.8102280293940085E-002   1.0157994686814508E-002
  -7.6064122347766814        4.8469450021040833E-002   1.0235081410952274E-002
  -7.6036457636965658        4.8840847691375429E-002   1.0313053944470497E-002
  -7.6008792926164510        4.9216537538547503E-002   1.0391925725064862E-002
  -7.5981128215363354        4.9596584998591209E-002   1.0471710441633336E-002
  -7.5953463504562206        4.9981056736522138E-002   1.0552422039815806E-002
  -7.5925798793761050        5.0370020673564019E-002   1.0634074727674352E-002
  -7.5898134082959903        5.0763546015060085E-002   1.0716682981516335E-002
  -7.5870469372158746        5.1161703279095437E-002   1.0800261551865586E-002
  -7.5842804661357599        5.1564564325846753E-002   1.0884825469585130E-002
  -7.5815139950556443        5.1972202387681847E-002   1.0970390052156203E-002
  -7.5787475239755295        5.2384692100028940E-002   1.1056970910117517E-002
  -7.5759810528954139        5.2802109533039446E-002   1.1144583953670063E-002
  -7.5732145818152992        5.3224532224063287E-002   1.1233245399451074E-002
  -7.5704481107351835        5.3652039210966708E-002   1.1322971777483360E-002
  -7.5676816396550688        5.4084711066306815E-002   1.1413779938303538E-002
  -7.5649151685749532        5.4522629932398363E-002   1.1505687060275573E-002
  -7.5621486974948384        5.4965879557289300E-002   1.1598710657094335E-002
  -7.5593822264147228        5.5414545331677459E-002   1.1692868585484377E-002
  -7.5566157553346081        5.5868714326791843E-002   1.1788179053100464E-002
  -7.5538492842544924        5.6328475333269047E-002   1.1884660626634800E-002
  -7.5510828131743777        5.6793918901052017E-002   1.1982332240137457E-002
  -7.5483163420942621        5.7265137380340919E-002   1.2081213203556020E-002
  -7.5455498710141473        5.7742224963628089E-002   1.2181323211500712E-002
  -7.5427833999340317        5.8225277728849251E-002   1.2282682352242412E-002
  -7.5400169288539169        5.8714393683678173E-002   1.2385311116948525E-002
  -7.5372504577738013        5.9209672811007863E-002   1.2489230409166156E-002
  -7.5344839866936866        5.9711217115643984E-002   1.2594461554557613E-002
  -7.5317175156135709        6.0219130672253415E-002   1.2701026310897257E-002
  -7.5289510445334562        6.0733519674596878E-002   1.2808946878336164E-002
  -7.5261845734533406        6.1254492486095359E-002   1.2918245909943877E-002
  -7.5234181023732258        6.1782159691755927E-002   1.3028946522533908E-002
  -7.5206516312931111        6.2316634151509419E-002   1.3141072307782754E-002
  -7.5178851602129955        6.2858031054995572E-002   1.3254647343650526E-002
  -7.5151186891328798        6.3406467977837000E-002   1.3369696206111843E-002
  -7.5123522180527651        6.3962064939455915E-002   1.3486243981207225E-002
  -7.5095857469726504        6.4524944462467732E-002   1.3604316277423648E-002
  -7.5068192758925347        6.5095231633706493E-002   1.3723939238414480E-002
  -7.5040528048124191        6.5673054166929826E-002   1.3845139556069020E-002
  -7.5012863337323044        6.6258542467251741E-002   1.3967944483941952E-002
  -7.4985198626521896        6.6851829697358311E-002   1.4092381851053893E-002
  -7.4957533915720740        6.7453051845556944E-002   1.4218480076073943E-002
  -7.4929869204919584        6.8062347795715711E-002   1.4346268181895182E-002
  -7.4902204494118436        6.8679859399151152E-002   1.4475775810616555E-002
  -7.4874539783317289        6.9305731548524430E-002   1.4607033238942097E-002
  -7.4846875072516132        6.9940112253799383E-002   1.4740071394010047E-002
  -7.4819210361714976        7.0583152720336648E-002   1.4874921869666281E-002
  -7.4791545650913829        7.1235007429176725E-002   1.5011616943193574E-002
  -7.4763880940112681        7.1895834219592114E-002   1.5150189592512915E-002
  -7.4736216229311525        7.2565794373960310E-002   1.5290673513868659E-002
  -7.4708551518510378        7.3245052705045693E-002   1.5433103140014249E-002
  -7.4680886807709221        7.3933777645753207E-002   1.5577513658913068E-002
  -7.4653222096908074        7.4632141341431077E-002   1.5723941032969740E-002
  -7.4625557386106918        7.5340319744802764E-002   1.5872422018808795E-002
  -7.4597892675305770        7.6058492713608206E-002   1.6022994187616948E-002
  -7.4570227964504614        7.6786844111033301E-002   1.6175695946066267E-002
  -7.4542563253703467        7.7525561909017132E-002   1.6330566557836188E-002
  -7.4514898542902310        7.8274838294526250E-002   1.6487646165752649E-002
  -7.4487233832101163        7.9034869778876832E-002   1.6646975814562658E-002
  -7.4459569121300007        7.9805857310215361E-002   1.6808597474365188E-002
  -7.4431904410498859        8.0588006389234079E-002   1.6972554064716348E-002
  -7.4404239699697703        8.1381527188237976E-002   1.7138889479431436E-002
  -7.4376574988896555        8.2186634673653919E-002   1.7307648612104005E-002
  -7.4348910278095399        8.3003548732093979E-002   1.7478877382364526E-002
  -7.4321245567294252        8.3832494300074722E-002   1.7652622762900222E-002
  -7.4293580856493096        8.4673701497516005E-002   1.7828932807261069E-002
  -7.4265916145691948        8.5527405765115277E-002   1.8007856678473592E-002
  -7.4238251434890792        8.6393848005738627E-002   1.8189444678489809E-002
  -7.4210586724089644        8.7273274729929379E-002   1.8373748278493501E-002
  -7.4182922013288488        8.8165938205675518E-002   1.8560820150093537E-002
  -7.4155257302487341        8.9072096612551707E-002   1.8750714197427611E-002
  -7.4127592591686184        8.9992014200380027E-002   1.8943485590206151E-002
  -7.4099927880885037        9.0925961452537576E-002   1.9139190797724435E-002
  -7.4072263170083881        9.1874215254054550E-002   1.9337887623871772E-002
  -7.4044598459282733        9.2837059064642111E-002   1.9539635243166820E-002
  -7.4016933748481577        9.3814783096809545E-002   1.9744494237852545E-002
  -7.3989269037680430        9.4807684499200448E-002   1.9952526636078445E-002
  -7.3961604326879273        9.5816067545331202E-002   2.0163795951206726E-002
  -7.3933939616078126        9.6840243827864672E-002   2.0378367222271730E-002
  -7.3906274905276970        9.7880532458601427E-002   2.0596307055630002E-002
  -7.3878610194475822        9.8937260274343894E-002   2.0817683667833028E-002
  -7.3850945483674666       0.10001076204881651        2.1042566929761447E-002
  -7.3823280772873519       0.10110138071079978        2.1271028412053878E-002
  -7.3795616062072362       0.10220946756868052        2.1503141431871639E-002
  -7.3767951351271215       0.10333538254157809        2.1738981101033408E-002
  -7.3740286640470059       0.10447949439725203        2.1978624375563281E-002
  -7.3712621929668911       0.10564218099697048        2.2222150106688373E-002
  -7.3684957218867755       0.10682382954754090        2.2469639093329274E-002
  -7.3657292508066607       0.10802483686069181        2.2721174136122520E-002
  -7.3629627797265451       0.10924560962002576        2.2976840093020253E-002
  -7.3601963086464304       0.11048656465571924        2.3236723936505860E-002
  -7.3574298375663147       0.11174812922720796        2.3500914812473659E-002
  -7.3546633664862000       0.11303074131404242        2.3769504100811988E-002
  -7.3518968954060844       0.11433484991514721        2.4042585477739343E-002
  -7.3491304243259696       0.11566091535667961        2.4320254979933339E-002
  -7.3463639532458540       0.11700940960871958        2.4602611070503200E-002
  -7.3435974821657393       0.11838081661100149        2.4889754706846939E-002
  -7.3408310110856245       0.11977563260790734        2.5181789410443529E-002
  -7.3380645400055089       0.12119436649294046        2.5478821338622351E-002
  -7.3352980689253933       0.12263754016289842        2.5780959358358342E-002
  -7.3325315978452785       0.12410568888195915        2.6088315122138300E-002
  -7.3297651267651638       0.12559936165590810        2.6401003145944148E-002
  -7.3269986556850482       0.12711912161669686        2.6719140889396892E-002
  -7.3242321846049325       0.12866554641756223        2.7042848838106939E-002
  -7.3214657135248178       0.13023922863890083        2.7372250588274406E-002
  -7.3186992424447030       0.13184077620509443        2.7707472933580325E-002
  -7.3159327713645874       0.13347081281248405        2.8048645954410867E-002
  -7.3131663002844718       0.13512997836866247        2.8395903109451961E-002
  -7.3103998292043570       0.13681892944326571        2.8749381329693104E-002
  -7.3076333581242423       0.13853833973041779        2.9109221114874202E-002
  -7.3048668870441267       0.14028890052296786        2.9475566632405414E-002
  -7.3021004159640119       0.14207132119864824        2.9848565818789620E-002
  -7.2993339448838963       0.14388632971826321        3.0228370483572388E-002
  -7.2965674738037816       0.14573467313598709        3.0615136415837775E-002
  -7.2938010027236659       0.14761711812183595        3.1009023493265866E-002
  -7.2910345316435503       0.14953445149634034        3.1410195793760545E-002
  -7.2882680605634356       0.15148748077741833        3.1818821709651626E-002
  -7.2855015894833208       0.15347703473942076        3.2235074064466178E-002
  -7.2827351184032052       0.15550396398424998        3.2659130232255335E-002
  -7.2799686473230905       0.15756914152445078        3.3091172259457312E-002
  -7.2772021762429748       0.15967346337809712        3.3531386989264882E-002
  -7.2744357051628601       0.16181784917522968        3.3979966188451470E-002
  -7.2716692340827445       0.16400324277557934        3.4437106676606065E-002
  -7.2689027630026297       0.16623061289718657        3.4903010457701097E-002
  -7.2661362919225141       0.16850095375551413        3.5377884853915610E-002
  -7.2633698208423993       0.17081528571249824        3.5861942641606206E-002
  -7.2606033497622837       0.17317465593495959        3.6355402189311929E-002
  -7.2578368786821690       0.17558013906162151        3.6858487597644894E-002
  -7.2550704076020534       0.17803283787794272        3.7371428840910936E-002
  -7.2523039365219386       0.18053388399778156        3.7894461910265770E-002
  -7.2495374654418230       0.18308443855082268        3.8427828958194452E-002
  -7.2467709943617082       0.18568569287451653        3.8971778444065366E-002
  -7.2440045232815926       0.18833886920913154        3.9526565280482942E-002
  -7.2412380522014779       0.19104522139433625        4.0092450980119633E-002
  -7.2384715811213622       0.19380603556554152        4.0669703802678231E-002
  -7.2357051100412475       0.19662263084798376        4.1258598901578659E-002
  -7.2329386389611319       0.19949636004636309        4.1859418469933331E-002
  -7.2301721678810171       0.20242861032751064        4.2472451885306330E-002
  -7.2274056968009015       0.20542080389335754        4.3097995852709618E-002
  -7.2246392257207868       0.20847439864111869        4.3736354545218452E-002
  -7.2218727546406711       0.21159088880731949        4.4387839741530405E-002
  -7.2191062835605564       0.21477180559188783        4.5052770959710414E-002
  -7.2163398124804408       0.21801871775821155        4.5731475586299059E-002
  -7.2135733414003260       0.22133323220454440        4.6424288999858246E-002
  -7.2108068703202104       0.22471699450181021        4.7131554687960424E-002
  -7.2080403992400957       0.22817168939222984        4.7853624356500826E-002
  -7.2052739281599800       0.23169904124277940        4.8590858030130871E-002
  -7.2025074570798653       0.23530081444681225        4.9343624142471454E-002
  -7.1997409859997497       0.23897881376664457        5.0112299614659350E-002
  -7.1969745149196349       0.24273488460914336        5.0897269920627722E-002
  -7.1942080438395193       0.24657091322572855        5.1698929137391353E-002
  -7.1914415727594045       0.25048882682732720        5.2517679978436420E-002
  -7.1886751016792889       0.25449059360408283        5.3353933808160295E-002
  -7.1859086305991742       0.25857822263864078        5.4208110635115374E-002
  -7.1831421595190594       0.26275376370095538        5.5080639081627428E-002
