# detuning (MHz)             polarized                 unpolarized
  -45.641701956620174        4.7561638669273425E-004   1.5442608927389718E-004
  -45.626336966902414        4.7753703252325264E-004   1.5504350729858400E-004
  -45.610971977184647        4.7946982866420610E-004   1.5566482627841160E-004
  -45.595606987466880        4.8141487877554088E-004   1.5629007952848288E-004
  -45.580241997749120        4.8337228762724123E-004   1.5691930072121664E-004
  -45.564877008031353        4.8534216111361593E-004   1.5755252389095973E-004
  -45.549512018313585        4.8732460626781148E-004   1.5818978343866473E-004
  -45.534147028595825        4.8931973127655461E-004   1.5883111413664329E-004
  -45.518782038878058        4.9132764549509895E-004   1.5947655113338953E-004
  -45.503417049160291        4.9334845946242070E-004   1.6012612995847518E-004
  -45.488052059442531        4.9538228491662170E-004   1.6077988652752015E-004
  -45.472687069724763        4.9742923481058685E-004   1.6143785714724238E-004
  -45.457322080007003        4.9948942332786537E-004   1.6210007852057880E-004
  -45.441957090289236        5.0156296589880407E-004   1.6276658775188910E-004
  -45.426592100571469        5.0364997921692229E-004   1.6343742235223636E-004
  -45.411227110853709        5.0575058125555293E-004   1.6411262024475538E-004
  -45.395862121135941        5.0786489128471141E-004   1.6479221977009218E-004
  -45.380497131418174        5.0999302988825055E-004   1.6547625969194017E-004
  -45.365132141700414        5.1213511898126856E-004   1.6616477920265244E-004
  -45.349767151982647        5.1429128182779336E-004   1.6685781792894836E-004
  -45.334402162264880        5.1646164305873925E-004   1.6755541593770353E-004
  -45.319037172547119        5.1864632869012329E-004   1.6825761374183006E-004
  -45.303672182829352        5.2084546614161731E-004   1.6896445230625735E-004
  -45.288307193111585        5.2305918425532647E-004   1.6967597305399303E-004
  -45.272942203393825        5.2528761331490216E-004   1.7039221787228912E-004
  -45.257577213676058        5.2753088506495905E-004   1.7111322911890281E-004
  -45.242212223958290        5.2978913273075588E-004   1.7183904962845263E-004
  -45.226847234240530        5.3206249103823907E-004   1.7256972271888015E-004
  -45.211482244522763        5.3435109623437514E-004   1.7330529219800996E-004
  -45.196117254804996        5.3665508610779248E-004   1.7404580237021590E-004
  -45.180752265087236        5.3897460000978308E-004   1.7479129804319089E-004
  -45.165387275369469        5.4130977887562211E-004   1.7554182453483121E-004
  -45.150022285651701        5.4366076524622214E-004   1.7629742768022225E-004
  -45.134657295933941        5.4602770329013873E-004   1.7705815383873885E-004
  -45.119292306216174        5.4841073882594047E-004   1.7782404990126615E-004
  -45.103927316498414        5.5081001934491141E-004   1.7859516329752525E-004
  -45.088562326780647        5.5322569403415238E-004   1.7937154200352992E-004
  -45.073197337062879        5.5565791380002901E-004   1.8015323454915027E-004
  -45.057832347345119        5.5810683129199666E-004   1.8094029002580945E-004
  -45.042467357627352        5.6057260092685153E-004   1.8173275809430325E-004
  -45.027102367909585        5.6305537891332088E-004   1.8253068899274079E-004
  -45.011737378191825        5.6555532327708504E-004   1.8333413354462249E-004
  -44.996372388474057        5.6807259388621525E-004   1.8414314316704926E-004
  -44.981007398756290        5.7060735247700461E-004   1.8495776987905829E-004
  -44.965642409038530        5.7315976268023099E-004   1.8577806631010700E-004
  -44.950277419320763        5.7572999004786311E-004   1.8660408570868840E-004
  -44.934912429602996        5.7831820208019077E-004   1.8743588195109344E-004
  -44.919547439885235        5.8092456825341288E-004   1.8827350955031476E-004
  -44.904182450167468        5.8354926004767788E-004   1.8911702366510120E-004
  -44.888817460449701        5.8619245097559359E-004   1.8996648010916311E-004
  -44.873452470731941        5.8885431661120393E-004   1.9082193536052545E-004
  -44.858087481014174        5.9153503461945858E-004   1.9168344657104558E-004
  -44.842722491296414        5.9423478478616749E-004   1.9255107157608404E-004
  -44.827357501578646        5.9695374904845987E-004   1.9342486890434009E-004
  -44.811992511860879        5.9969211152575605E-004   1.9430489778785183E-004
  -44.796627522143119        6.0245005855125904E-004   1.9519121817216691E-004
  -44.781262532425352        6.0522777870397322E-004   1.9608389072668498E-004
  -44.765897542707584        6.0802546284127919E-004   1.9698297685516957E-004
  -44.750532552989824        6.1084330413204379E-004   1.9788853870644896E-004
  -44.735167563272057        6.1368149809030124E-004   1.9880063918528988E-004
  -44.719802573554290        6.1654024260950513E-004   1.9971934196346192E-004
  -44.704437583836530        6.1941973799737704E-004   2.0064471149099282E-004
  -44.689072594118763        6.2232018701132590E-004   2.0157681300760874E-004
  -44.673707604400995        6.2524179489450982E-004   2.0251571255438099E-004
  -44.658342614683235        6.2818476941248528E-004   2.0346147698556546E-004
  -44.642977624965468        6.3114932089051328E-004   2.0441417398065674E-004
  -44.627612635247701        6.3413566225149526E-004   2.0537387205663704E-004
  -44.612247645529941        6.3714400905457455E-004   2.0634064058045015E-004
  -44.596882655812173        6.4017457953440763E-004   2.0731454978168879E-004
  -44.581517666094406        6.4322759464111132E-004   2.0829567076549894E-004
  -44.566152676376646        6.4630327808091830E-004   2.0928407552571679E-004
  -44.550787686658879        6.4940185635754669E-004   2.1027983695823314E-004
  -44.535422696941112        6.5252355881427438E-004   2.1128302887459010E-004
  -44.520057707223351        6.5566861767678427E-004   2.1229372601582185E-004
  -44.504692717505584        6.5883726809674371E-004   2.1331200406654252E-004
  -44.489327727787824        6.6202974819615094E-004   2.1433793966926882E-004
  -44.473962738070057        6.6524629911249398E-004   2.1537161043902058E-004
  -44.458597748352290        6.6848716504468348E-004   2.1641309497815928E-004
  -44.443232758634529        6.7175259329981961E-004   2.1746247289150503E-004
  -44.427867768916762        6.7504283434079442E-004   2.1851982480172163E-004
  -44.412502779198995        6.7835814183473590E-004   2.1958523236497070E-004
  -44.397137789481235        6.8169877270232921E-004   2.2065877828685672E-004
  -44.381772799763468        6.8506498716803838E-004   2.2174054633865737E-004
  -44.366407810045700        6.8845704881120493E-004   2.2283062137383870E-004
  -44.351042820327940        6.9187522461809365E-004   2.2392908934488893E-004
  -44.335677830610173        6.9531978503488867E-004   2.2503603732043447E-004
  -44.320312840892406        6.9879100402162205E-004   2.2615155350268692E-004
  -44.304947851174646        7.0228915910711413E-004   2.2727572724520097E-004
  -44.289582861456879        7.0581453144491556E-004   2.2840864907095414E-004
  -44.274217871739111        7.0936740587025865E-004   2.2955041069076880E-004
  -44.258852882021351        7.1294807095806476E-004   2.3070110502206346E-004
  -44.243487892303584        7.1655681908204386E-004   2.3186082620795892E-004
  -44.228122902585817        7.2019394647482326E-004   2.3302966963672806E-004
  -44.212757912868057        7.2385975328926992E-004   2.3420773196161762E-004
  -44.197392923150289        7.2755454366089402E-004   2.3539511112103241E-004
  -44.182027933432529        7.3127862577142310E-004   2.3659190635909384E-004
  -44.166662943714762        7.3503231191360155E-004   2.3779821824659655E-004
  -44.151297953996995        7.3881591855714829E-004   2.3901414870233681E-004
  -44.135932964279235        7.4262976641598902E-004   2.4023980101486243E-004
  -44.120567974561467        7.4647418051674945E-004   2.4147527986462193E-004
  -44.105202984843700        7.5034949026853604E-004   2.4272069134653718E-004
  -44.089837995125940        7.5425602953402174E-004   2.4397614299299762E-004
  -44.074473005408173        7.5819413670191738E-004   2.4524174379730190E-004
  -44.059108015690406        7.6216415476078466E-004   2.4651760423753997E-004
  -44.043743025972645        7.6616643137428924E-004   2.4780383630093058E-004
  -44.028378036254878        7.7020131895787355E-004   2.4910055350863051E-004
  -44.013013046537111        7.7426917475688101E-004   2.5040787094101881E-004
  -43.997648056819351        7.7837036092625266E-004   2.5172590526346278E-004
  -43.982283067101584        7.8250524461167235E-004   2.5305477475259536E-004
  -43.966918077383816        7.8667419803235235E-004   2.5439459932308825E-004
  -43.951553087666056        7.9087759856539153E-004   2.5574550055495007E-004
  -43.936188097948289        7.9511582883177230E-004   2.5710760172136454E-004
  -43.920823108230522        7.9938927678404421E-004   2.5848102781705830E-004
  -43.905458118512762        8.0369833579572308E-004   2.5986590558723705E-004
  -43.890093128794994        8.0804340475244742E-004   2.6126236355708413E-004
  -43.874728139077234        8.1242488814491196E-004   2.6267053206184391E-004
  -43.859363149359467        8.1684319616364841E-004   2.6409054327749865E-004
  -43.843998159641700        8.2129874479568090E-004   2.6552253125205252E-004
  -43.828633169923940        8.2579195592306898E-004   2.6696663193743353E-004
  -43.813268180206173        8.3032325742348465E-004   2.6842298322205053E-004
  -43.797903190488405        8.3489308327268450E-004   2.6989172496397039E-004
  -43.782538200770645        8.3950187364915734E-004   2.7137299902478616E-004
  -43.767173211052878        8.4415007504075345E-004   2.7286694930415961E-004
  -43.751808221335111        8.4883814035355526E-004   2.7437372177505103E-004
  -43.736443231617351        8.5356652902287427E-004   2.7589346451967103E-004
  -43.721078241899583        8.5833570712653983E-004   2.7742632776616235E-004
  -43.705713252181816        8.6314614750046623E-004   2.7897246392601972E-004
  -43.690348262464056        8.6799832985656397E-004   2.8053202763228031E-004
  -43.674983272746289        8.7289274090310255E-004   2.8210517577849608E-004
  -43.659618283028522        8.7782987446746198E-004   2.8369206755849942E-004
  -43.644253293310761        8.8281023162147605E-004   2.8529286450699022E-004
  -43.628888303592994        8.8783432080932366E-004   2.8690773054096467E-004
  -43.613523313875227        8.9290265797805930E-004   2.8853683200199810E-004
  -43.598158324157467        8.9801576671085708E-004   2.9018033769940183E-004
  -43.582793334439700        9.0317417836301953E-004   2.9183841895429123E-004
  -43.567428344721932        9.0837843220082433E-004   2.9351124964455919E-004
  -43.552063355004172        9.1362907554326522E-004   2.9519900625080012E-004
  -43.536698365286405        9.1892666390677182E-004   2.9690186790320197E-004
  -43.521333375568645        9.2427176115295159E-004   2.9862001642941456E-004
  -43.505968385850878        9.2966493963949075E-004   3.0035363640344741E-004
  -43.490603396133110        9.3510678037420634E-004   3.0210291519558550E-004
  -43.475238406415350        9.4059787317237386E-004   3.0386804302337810E-004
  -43.459873416697583        9.4613881681742448E-004   3.0564921300371933E-004
  -43.444508426979816        9.5173021922504136E-004   3.0744662120602711E-004
  -43.429143437262056        9.5737269761079298E-004   3.0926046670657530E-004
  -43.413778447544288        9.6306687866136995E-004   3.1109095164399926E-004
  -43.398413457826521        9.6881339870947376E-004   3.1293828127598917E-004
  -43.383048468108761        9.7461290391252320E-004   3.1480266403721203E-004
  -43.367683478390994        9.8046605043522190E-004   3.1668431159850938E-004
  -43.352318488673227        9.8637350463609769E-004   3.1858343892735897E-004
  -43.336953498955467        9.9233594325808167E-004   3.2050026434967804E-004
  -43.321588509237699        9.9835405362331425E-004   3.2243500961297777E-004
  -43.306223519519932        1.0044285338321796E-003   3.2438789995090138E-004
  -43.290858529802172        1.0105600929667103E-003   3.2635916414919209E-004
  -43.275493540084405        1.0167494512985588E-003   3.2834903461312115E-004
  -43.260128550366645        1.0229973405014739E-003   3.3035774743641206E-004
  -43.244763560648877        1.0293045038685892E-003   3.3238554247170182E-004
  -43.229398570931110        1.0356716965345012E-003   3.3443266340257426E-004
  -43.214033581213350        1.0420996857023316E-003   3.3649935781721090E-004
  -43.198668591495583        1.0485892508758775E-003   3.3858587728370155E-004
  -43.183303601777816        1.0551411840970118E-003   3.4069247742704573E-004
  -43.167938612060055        1.0617562901884005E-003   3.4281941800791134E-004
  -43.152573622342288        1.0684353870017772E-003   3.4496696300316651E-004
  -43.137208632624521        1.0751793056717788E-003   3.4713538068825624E-004
  -43.121843642906761        1.0819888908756568E-003   3.4932494372145892E-004
  -43.106478653188994        1.0888650010988737E-003   3.5153592923008268E-004
  -43.091113663471226        1.0958085089068231E-003   3.5376861889863380E-004
  -43.075748673753466        1.1028203012227455E-003   3.5602329905902160E-004
  -43.060383684035699        1.1099012796121975E-003   3.5830026078287206E-004
  -43.045018694317932        1.1170523605739569E-003   3.6059979997595545E-004
  -43.029653704600172        1.1242744758377765E-003   3.6292221747484055E-004
  -43.014288714882404        1.1315685726691162E-003   3.6526781914580919E-004
  -42.998923725164637        1.1389356141809171E-003   3.6763691598606837E-004
  -42.983558735446877        1.1463765796527767E-003   3.7002982422737918E-004
  -42.968193745729110        1.1538924648576087E-003   3.7244686544211187E-004
  -42.952828756011343        1.1614842823960269E-003   3.7488836665182124E-004
  -42.937463766293583        1.1691530620386867E-003   3.7735466043841044E-004
  -42.922098776575815        1.1768998510767661E-003   3.7984608505794597E-004
  -42.906733786858055        1.1847257146807785E-003   3.8236298455719036E-004
  -42.891368797140288        1.1926317362680706E-003   3.8490570889295427E-004
  -42.876003807422521        1.2006190178790671E-003   3.8747461405430747E-004
  -42.860638817704761        1.2086886805626744E-003   3.9007006218775870E-004
  -42.845273827986993        1.2168418647709608E-003   3.9269242172547994E-004
  -42.829908838269226        1.2250797307634606E-003   3.9534206751663976E-004
  -42.814543848551466        1.2334034590213078E-003   3.9801938096196109E-004
  -42.799178858833699        1.2418142506715575E-003   4.0072475015158433E-004
  -42.783813869115932        1.2503133279218649E-003   4.0345857000631167E-004
  -42.768448879398171        1.2589019345058913E-003   4.0622124242234588E-004
  -42.753083889680404        1.2675813361398042E-003   4.0901317641964133E-004
  -42.737718899962637        1.2763528209899417E-003   4.1183478829390154E-004
  -42.722353910244877        1.2852177001523054E-003   4.1468650177242596E-004
  -42.706988920527110        1.2941773081439089E-003   4.1756874817381798E-004
  -42.691623930809342        1.3032330034065127E-003   4.2048196657174116E-004
  -42.676258941091582        1.3123861688230012E-003   4.2342660396279354E-004
  -42.660893951373815        1.3216382122468707E-003   4.2640311543864747E-004
  -42.645528961656055        1.3309905670450424E-003   4.2941196436255074E-004
  -42.630163971938288        1.3404446926545974E-003   4.3245362255034620E-004
  -42.614798982220520        1.3500020751536356E-003   4.3552857045612713E-004
  -42.599433992502760        1.3596642278468211E-003   4.3863729736265899E-004
  -42.584069002784993        1.3694326918660053E-003   4.4178030157672140E-004
  -42.568704013067226        1.3793090367862917E-003   4.4495809062950034E-004
  -42.553339023349466        1.3892948612581131E-003   4.4817118148219193E-004
  -42.537974033631698        1.3993917936557876E-003   4.5142010073699726E-004
  -42.522609043913931        1.4096014927429217E-003   4.5470538485358901E-004
  -42.507244054196171        1.4199256483552916E-003   4.5802758037131802E-004
  -42.491879064478404        1.4303659821017379E-003   4.6138724413725697E-004
  -42.476514074760637        1.4409242480834601E-003   4.6478494354029189E-004
  -42.461149085042877        1.4516022336324738E-003   4.6822125675143652E-004
  -42.445784095325109        1.4624017600696558E-003   4.7169677297055818E-004
  -42.430419105607342        1.4733246834830699E-003   4.7521209267971024E-004
  -42.415054115889582        1.4843728955270950E-003   4.7876782790328440E-004
  -42.399689126171815        1.4955483242431631E-003   4.8236460247518719E-004
  -42.384324136454048        1.5068529349025232E-003   4.8600305231322888E-004
  -42.368959146736287        1.5182887308720370E-003   4.8968382570102468E-004
  -42.353594157018520        1.5298577545033538E-003   4.9340758357755072E-004
  -42.338229167300753        1.5415620880465265E-003   4.9717499983466295E-004
  -42.322864177582993        1.5534038545886547E-003   5.0098676162279373E-004
  -42.307499187865226        1.5653852190183324E-003   5.0484356966509932E-004
  -42.292134198147465        1.5775083890168088E-003   5.0874613858031760E-004
  -42.276769208429698        1.5897756160767028E-003   5.1269519721463348E-004
  -42.261404218711931        1.6021891965489854E-003   5.1669148898279642E-004
  -42.246039228994171        1.6147514727193730E-003   5.2073577221882711E-004
  -42.230674239276404        1.6274648339149630E-003   5.2482882053663524E-004
  -42.215309249558636        1.6403317176419696E-003   5.2897142320078186E-004
  -42.199944259840876        1.6533546107557839E-003   5.3316438550783749E-004
  -42.184579270123109        1.6665360506643086E-003   5.3740852917858806E-004
  -42.169214280405342        1.6798786265655528E-003   5.4170469276148105E-004
  -42.153849290687582        1.6933849807207768E-003   5.4605373204766642E-004
  -42.138484300969814        1.7070578097643130E-003   5.5045652049805639E-004
  -42.123119311252047        1.7208998660511639E-003   5.5491394968272870E-004
  -42.107754321534287        1.7349139590437177E-003   5.5942692973314292E-004
  -42.092389331816520        1.7491029567390025E-003   5.6399638980760653E-004
  -42.077024342098753        1.7634697871374769E-003   5.6862327857034494E-004
  -42.061659352380993        1.7780174397552303E-003   5.7330856468477043E-004
  -42.046294362663225        1.7927489671806089E-003   5.7805323732130164E-004
  -42.030929372945465        1.8076674866771049E-003   5.8285830668030909E-004
  -42.015564383227698        1.8227761818338445E-003   5.8772480453067534E-004
  -42.000199393509931        1.8380783042654749E-003   5.9265378476450192E-004
  -41.984834403792163        1.8535771753630604E-003   5.9764632396852005E-004
  -41.969469414074403        1.8692761880977106E-003   6.0270352201279270E-004
  -41.954104424356636        1.8851788088788334E-003   6.0782650265730652E-004
  -41.938739434638876        1.9012885794688979E-003   6.1301641417703672E-004
  -41.923374444921109        1.9176091189566714E-003   6.1827443000622012E-004
  -41.908009455203342        1.9341441257908780E-003   6.2360174940240438E-004
  -41.892644465485581        1.9508973798766564E-003   6.2899959813106441E-004
  -41.877279475767814        1.9678727447367469E-003   6.3446922917145213E-004
  -41.861914486050047        1.9850741697398566E-003   6.4001192344446348E-004
  -41.846549496332287        2.0025056923986722E-003   6.4562899056331636E-004
  -41.831184506614520        2.0201714407398048E-003   6.5132176960784800E-004
  -41.815819516896752        2.0380756357483766E-003   6.5709162992326508E-004
  -41.800454527178992        2.0562225938900469E-003   6.6293997194428068E-004
  -41.785089537461225        2.0746167297130665E-003   6.6886822804552840E-004
  -41.769724547743458        2.0932625585334324E-003   6.7487786341920934E-004
  -41.754359558025698        2.1121646992061523E-003   6.8097037698100743E-004
  -41.738994568307930        2.1313278769858023E-003   6.8714730230529358E-004
  -41.723629578590163        2.1507569264795543E-003   6.9341020859068269E-004
  -41.708264588872403        2.1704567946963520E-003   6.9976070165713128E-004
  -41.692899599154636        2.1904325441955887E-003   7.0620042497573053E-004
  -41.677534609436876        2.2106893563390950E-003   7.1273106073236757E-004
  -41.662169619719108        2.2312325346504585E-003   7.1935433092666840E-004
  -41.646804630001341        2.2520675082854050E-003   7.2607199850740524E-004
  -41.631439640283574        2.2731998356179078E-003   7.3288586854589077E-004
  -41.616074650565814        2.2946352079460173E-003   7.3979778944871901E-004
  -41.600709660848047        2.3163794533223418E-003   7.4680965421146796E-004
  -41.585344671130287        2.3384385405137392E-003   7.5392340171481298E-004
  -41.569979681412519        2.3608185830954081E-003   7.6114101806486689E-004
  -41.554614691694752        2.3835258436844327E-003   7.6846453797930515E-004
  -41.539249701976992        2.4065667383184226E-003   7.7589604622121976E-004
  -41.523884712259225        2.4299478409848998E-003   7.8343767908250887E-004
  -41.508519722541457        2.4536758883071425E-003   7.9109162591874853E-004
  -41.493154732823697        2.4777577843931612E-003   7.9886013073766297E-004
  -41.477789743105930        2.5022006058539633E-003   8.0674549384333243E-004
  -41.462424753388163        2.5270116069978274E-003   8.1475007353826667E-004
  -41.447059763670403        2.5521982252081276E-003   8.2287628788589573E-004
  -41.431694773952636        2.5777680865116887E-003   8.3112661653572369E-004
  -41.416329784234875        2.6037290113455351E-003   8.3950360261383916E-004
  -41.400964794517108        2.6300890205304128E-003   8.4800985468144329E-004
  -41.385599804799341        2.6568563414591166E-003   8.5664804876410885E-004
  -41.370234815081574        2.6840394145090461E-003   8.6542093045490821E-004
  -41.354869825363814        2.7116468996877556E-003   8.7433131709423672E-004
  -41.339504835646046        2.7396876835217255E-003   8.8338210002978897E-004
  -41.324139845928286        2.7681708861981330E-003   8.9257624695986625E-004
  -41.308774856210519        2.7971058689706743E-003   9.0191680436370954E-004
  -41.293409866492752        2.8265022418402963E-003   9.1140690002242434E-004
  -41.278044876774992        2.8563698715228332E-003   9.2104974563450093E-004
  -41.262679887057224        2.8867188897157719E-003   9.3084863952992605E-004
  -41.247314897339457        2.9175597016768162E-003   9.4080696948713692E-004
  -41.231949907621697        2.9489029951280978E-003   9.5092821565739274E-004
  -41.216584917903930        2.9807597495002209E-003   9.6121595360116978E-004
  -41.201219928186163        3.0131412455303686E-003   9.7167385744149958E-004
  -41.185854938468403        3.0460590752311089E-003   9.8230570313952875E-004
  -41.170489948750635        3.0795251522455006E-003   9.9311537189765496E-004
  -41.155124959032868        3.1135517226060019E-003   1.0041068536958916E-003
  -41.139759969315108        3.1481513759151888E-003   1.0152842509676249E-003
  -41.124394979597341        3.1833370569674573E-003   1.0266517824208891E-003
  -41.109029989879573        3.2191220778314275E-003   1.0382137870118856E-003
  -41.093665000161813        3.2555201304139913E-003   1.0499747280776335E-003
  -41.078300010444046        3.2925452995285552E-003   1.0619391976352075E-003
  -41.062935020726286        3.3302120764899341E-003   1.0741119208550688E-003
  -41.047570031008519        3.3685353732610264E-003   1.0864977607167592E-003
  -41.032205041290752        3.4075305371762932E-003   1.0991017228554219E-003
  -41.016840051572984        3.4472133662697005E-003   1.1119289606081302E-003
  -41.001475061855224        3.4876001252351590E-003   1.1249847802695056E-003
  -40.986110072137457        3.5287075620496896E-003   1.1382746465665983E-003
  -40.970745082419697        3.5705529252906183E-003   1.1518041883634572E-003
  -40.955380092701930        3.6131539821806064E-003   1.1655792046066250E-003
  -40.940015102984162        3.6565290373950427E-003   1.1796056705230334E-003
  -40.924650113266402        3.7006969526691413E-003   1.1938897440827735E-003
  -40.909285123548635        3.7456771672439420E-003   1.2084377727396968E-003
  -40.893920133830868        3.7914897191918865E-003   1.2232563004634673E-003
  -40.878555144113108        3.8381552676660349E-003   1.2383520750777130E-003
  -40.863190154395340        3.8856951161185889E-003   1.2537320559194713E-003
  -40.847825164677573        3.9341312365370334E-003   1.2694034218360128E-003
  -40.832460174959813        3.9834862947497078E-003   1.2853735795363595E-003
  -40.817095185242046        4.0337836768543781E-003   1.3016501723153297E-003
  -40.801730195524286        4.0850475168273549E-003   1.3182410891692416E-003
  -40.786365205806518        4.1373027253739795E-003   1.3351544743236685E-003
  -40.771000216088751        4.1905750200839104E-003   1.3523987371943146E-003
  -40.755635226370984        4.2448909569598502E-003   1.3699825628039496E-003
  -40.740270236653224        4.3002779633908280E-003   1.3879149226791862E-003
  -40.724905246935457        4.3567643726466956E-003   1.4062050862525934E-003
  -40.709540257217697        4.4143794599739343E-003   1.4248626327969896E-003
  -40.694175267499929        4.4731534803786090E-003   1.4438974639205647E-003
  -40.678810277782162        4.5331177081867190E-003   1.4633198166530031E-003
  -40.663445288064402        4.5943044784783086E-003   1.4831402771547737E-003
  -40.648080298346635        4.6567472304973366E-003   1.5033697950837645E-003
  -40.632715308628867        4.7204805531450185E-003   1.5240196986552629E-003
  -40.617350318911107        4.7855402326723038E-003   1.5451017104339678E-003
  -40.601985329193340        4.8519633026932628E-003   1.5666279638988383E-003
  -40.586620339475573        4.9197880966488812E-003   1.5886110208241111E-003
  -40.571255349757813        4.9890543028599244E-003   1.6110638895229488E-003
  -40.555890360040046        5.0598030223153014E-003   1.6340000440027175E-003
  -40.540525370322278        5.1320768293517454E-003   1.6574334440842761E-003
  -40.525160380604518        5.2059198353919707E-003   1.6813785565411880E-003
  -40.509795390886751        5.2813777559178156E-003   1.7058503773180599E-003
  -40.494430401168984        5.3584979808670892E-003   1.7308644548914454E-003
  -40.479065411451224        5.4373296486556972E-003   1.7564369148408386E-003
  -40.463700421733456        5.5179237240392219E-003   1.7825844857018475E-003
  -40.448335432015696        5.6003330800431343E-003   1.8093245261782528E-003
  -40.432970442297929        5.6846125842058134E-003   1.8366750537953712E-003
  -40.417605452580162        5.7708191893952919E-003   1.8646547750821017E-003
  -40.402240462862395        5.8590120294791199E-003   1.8932831173758026E-003
  -40.386875473144634        5.9492525201443524E-003   1.9225802623499327E-003
  -40.371510483426867        6.0416044651879974E-003   1.9525671813720525E-003
  -40.356145493709107        6.1361341686170913E-003   1.9832656728067609E-003
  -40.340780503991340        6.2329105529255564E-003   2.0146984013868379E-003
  -40.325415514273573        6.3320052839376494E-003   2.0468889397842116E-003
  -40.310050524555813        6.4334929026373987E-003   2.0798618125221452E-003
  -40.294685534838045        6.5374509644348716E-003   2.1136425423804151E-003
  -40.279320545120278        6.6439601863487888E-003   2.1482576994557231E-003
  -40.263955555402518        6.7531046026260500E-003   2.1837349530525966E-003
  -40.248590565684751        6.8649717293523061E-003   2.2201031265923258E-003
  -40.233225575966983        6.9796527386509141E-003   2.2573922557414783E-003
  -40.217860586249223        7.0972426431136736E-003   2.2956336499775827E-003
  -40.202495596531456        7.2178404911534440E-003   2.3348599578254057E-003
  -40.187130606813689        7.3415495740225050E-003   2.3751052360154092E-003
  -40.171765617095929        7.4684776452981659E-003   2.4164050228357497E-003
  -40.156400627378162        7.5987371536991267E-003   2.4587964159702943E-003
  -40.141035637660394        7.7324454901627985E-003   2.5023181551378625E-003
  -40.125670647942634        7.8697252501895350E-003   2.5470107098735395E-003
  -40.110305658224867        8.0107045125382276E-003   2.5929163728202241E-003
  -40.094940668507107        8.1555171354443512E-003   2.6400793589275873E-003
  -40.079575678789340        8.3043030716299631E-003   2.6885459109895248E-003
  -40.064210689071572        8.4572087034740923E-003   2.7383644119851505E-003
  -40.048845699353812        8.6143871998299697E-003   2.7895855047284737E-003
  -40.033480709636045        8.7759988960961089E-003   2.8422622193733024E-003
  -40.018115719918278        8.9422116992838585E-003   2.8964501093665510E-003
  -40.002750730200518        9.1132015199742247E-003   2.9522073964942507E-003
  -39.987385740482750        9.2891527332159881E-003   3.0095951257194721E-003
  -39.972020750764983        9.4702586705956281E-003   3.0686773305726093E-003
  -39.956655761047223        9.6567221459056343E-003   3.1295212099216128E-003
  -39.941290771329456        9.8487560170496102E-003   3.1921973170228046E-003
  -39.925925781611689        1.0046583787057157E-002   3.2567797618334583E-003
  -39.910560791893928        1.0250440247342060E-002   3.3233464276570496E-003
  -39.895195802176161        1.0460572166618892E-002   3.3919792032890447E-003
  -39.879830812458394        1.0677239029205756E-002   3.4627642319387838E-003
  -39.864465822740634        1.0900713826788326E-002   3.5357921783230497E-003
  -39.849100833022867        1.1131283908098344E-002   3.6111585154571385E-003
  -39.833735843305107        1.1369251891379717E-002   3.6889638328144363E-003
  -39.818370853587339        1.1614936644983281E-002   3.7693141676874613E-003
  -39.803005863869572        1.1868674341939858E-002   3.8523213617587555E-003
