imagevcoAtom,sfiIntegral,wavemeterBack,wavemeterAtom,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1620,12,0,0,2019.04.15-03:55:04,1620,1.695068359375,0.466998291015625,4.94945068359375,0.00516357421875,0.00057373046875,0.000360107421875,0.000299072265625,0.00040283203125,293656.9,1.156782e-06,9.382905e-07
1620.05,18,15673.017,15673.017,2019.04.15-03:55:39,1620.05,1.67421264648438,0.46724853515625,4.9494384765625,0.0052001953125,0.000341796875,0.00037841796875,0.000225830078125,0.000152587890625,309642.4,1.114608e-06,9.340387e-07
1620.1,22,15673.016,15673.016,2019.04.15-03:56:15,1620.1,1.69832763671875,0.467724609375,4.949462890625,0.005157470703125,0.000433349609375,0.00035400390625,0.0002685546875,0.000201416015625,293865,1.155892e-06,9.467956e-07
1620.15,12,15673.016,15673.016,2019.04.15-03:56:51,1620.15,1.71443481445313,0.465869140625,4.94944458007812,0.005194091796875,0.00045166015625,0.000140380859375,0.000323486328125,0.000372314453125,306336.5,1.108506e-06,8.636263e-07
1620.2,3,15673.017,15673.017,2019.04.15-03:57:27,1620.2,1.6769287109375,0.466534423828125,4.9494140625,0.00528564453125,0.000592041015625,0.000408935546875,0.000274658203125,0.00020751953125,332836.3,1.069593e-06,8.917269e-07
1620.25,2,15673.016,15673.016,2019.04.15-03:58:03,1620.25,1.65097045898438,0.46568603515625,4.94939575195312,0.005169677734375,0.0002685546875,0.000286865234375,0.00028076171875,0.000152587890625,299962.7,1.116582e-06,9.300079e-07
1620.3,4,15673.017,15673.017,2019.04.15-03:58:38,1620.3,1.69503173828125,0.466802978515625,4.94952392578125,0.005108642578125,0.000396728515625,9.1552734375e-05,0.0001220703125,0.000164794921875,322668.6,1.127244e-06,9.14781e-07
1620.35,11,15673.016,15673.016,2019.04.15-03:59:14,1620.35,1.66358642578125,0.46767578125,4.94950561523437,0.005255126953125,0.00047607421875,0.00030517578125,0.000274658203125,0.00025634765625,286752.1,1.182005e-06,9.903881e-07
1620.4,5,15673.017,15673.017,2019.04.15-03:59:49,1620.4,1.67869262695313,0.468353271484375,4.94952392578125,0.005328369140625,0.00045166015625,0.000408935546875,0.00029296875,0.00029296875,297725.8,1.133797e-06,9.430855e-07
1620.45,5,15673.016,15673.016,2019.04.15-04:00:25,1620.45,1.68594970703125,0.4672607421875,4.94954833984375,0.00521240234375,0.000640869140625,0.000335693359375,0.000250244140625,0.000152587890625,297576.2,1.169281e-06,9.159683e-07
1620.5,2,15673.016,15673.016,2019.04.15-04:01:01,1620.5,1.73029174804687,0.466741943359375,4.94942626953125,0.005194091796875,0.0002685546875,0.000347900390625,0.000262451171875,0.0001220703125,306472.9,1.119869e-06,9.141835e-07
1620.55,5,15673.016,15673.016,2019.04.15-04:01:36,1620.55,1.68885498046875,0.46934814453125,4.94946899414063,0.00528564453125,0.000469970703125,0.000457763671875,0.000341796875,0.000311279296875,299985.3,1.134577e-06,9.669568e-07
1620.6,3,15673.016,15673.016,2019.04.15-04:02:12,1620.6,1.68441162109375,0.46885986328125,4.9494873046875,0.00521240234375,0.000567626953125,0.000311279296875,0.00032958984375,0.0003662109375,305285.1,1.171028e-06,9.892931e-07
1620.65,2,15673.016,15673.016,2019.04.15-04:02:47,1620.65,1.64827270507813,0.468389892578125,4.94949951171875,0.005206298828125,0.00042724609375,0.000274658203125,0.000262451171875,0.000341796875,312141.7,1.123835e-06,9.512932e-07
1620.7,7,15673.016,15673.016,2019.04.15-04:03:23,1620.7,1.70078735351563,0.46729736328125,4.94945678710937,0.005242919921875,0.000286865234375,0.000146484375,0.00010986328125,0.0002197265625,301623.7,1.123056e-06,9.449982e-07
1620.75,5,15673.016,15673.016,2019.04.15-04:03:59,1620.75,1.68704223632813,0.46783447265625,4.94947509765625,0.00517578125,0.00057373046875,0.00030517578125,0.000213623046875,0.0001953125,316235.8,1.114806e-06,9.200563e-07
1620.8,6,15673.017,15673.017,2019.04.15-04:04:34,1620.8,1.65244750976563,0.4702880859375,4.94947509765625,0.00517578125,0.000433349609375,0.00047607421875,0.000213623046875,0.000225830078125,289433,1.196153e-06,9.395373e-07
1620.85,3,15673.016,15673.016,2019.04.15-04:05:10,1620.85,1.70171508789063,0.467669677734375,4.9493896484375,0.005059814453125,0.0004150390625,0.000335693359375,0.000213623046875,0.00032958984375,309237.5,1.181495e-06,9.64566e-07
1620.9,11,15673.016,15673.016,2019.04.15-04:05:45,1620.9,1.70953369140625,0.467559814453125,4.94950561523437,0.005126953125,0.000555419921875,0.0003173828125,0.000225830078125,0.00029296875,310477.6,1.150724e-06,9.155052e-07
1620.95,14,15673.016,15673.016,2019.04.15-04:06:21,1620.95,1.7006103515625,0.469622802734375,4.94943237304688,0.005279541015625,0.000506591796875,0.000323486328125,0.000274658203125,0.000250244140625,310136.5,1.066722e-06,9.031763e-07
1621,11,15673.017,15673.017,2019.04.15-04:06:57,1621,1.67836303710938,0.4673583984375,4.94949951171875,0.005181884765625,0.00050048828125,0.00032958984375,0.0003173828125,0.0003173828125,294879.5,1.164773e-06,9.322317e-07
1621.05,12,15673.016,15673.016,2019.04.15-04:07:32,1621.05,1.71611938476563,0.468450927734375,4.9494873046875,0.005242919921875,0.00040283203125,0.000250244140625,0.0002685546875,0.000164794921875,279827.7,1.209551e-06,9.464682e-07
1621.1,17,15673.016,15673.016,2019.04.15-04:08:08,1621.1,1.71156005859375,0.4677001953125,4.94950561523437,0.005255126953125,0.00045166015625,0.000457763671875,0.000299072265625,0.00040283203125,313542.6,1.123248e-06,9.411381e-07
1621.15,15,15673.016,15673.016,2019.04.15-04:08:43,1621.15,1.65947875976563,0.46884765625,4.9494384765625,0.005224609375,0.000616455078125,0.000457763671875,0.000408935546875,0.000347900390625,302702.5,1.076484e-06,9.283569e-07
1621.2,32,15673.017,15673.017,2019.04.15-04:09:19,1621.2,1.71821899414063,0.466815185546875,4.94943237304688,0.0051513671875,0.00048828125,0.000323486328125,0.000250244140625,0.00025634765625,275736.1,1.228704e-06,9.593779e-07
1621.25,33,15673.016,15673.016,2019.04.15-04:09:55,1621.25,1.6724609375,0.467230224609375,4.94945678710937,0.0052001953125,0.0004638671875,0.0004638671875,0.000372314453125,0.000335693359375,307726,1.144586e-06,9.50984e-07
1621.3,119,15673.017,15673.017,2019.04.15-04:10:30,1621.3,1.69913940429688,0.470355224609375,4.94951782226562,0.00517578125,0.000384521484375,0.000384521484375,0.000244140625,0.000250244140625,291540.4,1.180562e-06,9.485134e-07
1621.35,340,15673.016,15673.016,2019.04.15-04:11:06,1621.35,1.71780395507813,0.469818115234375,4.94950561523437,0.005242919921875,0.000469970703125,0.000384521484375,0.000360107421875,0.00020751953125,286888.4,1.214883e-06,9.68346e-07
1621.4,558,15673.016,15673.016,2019.04.15-04:11:41,1621.4,1.701025390625,0.468048095703125,4.949462890625,0.005084228515625,0.00057373046875,0.00032958984375,0.00030517578125,0.00032958984375,299323.2,1.168233e-06,9.652013e-07
1621.45,293,15673.016,15673.016,2019.04.15-04:12:17,1621.45,1.70134887695313,0.468585205078125,4.949462890625,0.00504150390625,0.000439453125,0.000213623046875,0.000128173828125,0.0001953125,301605.1,1.182973e-06,1.012615e-06
1621.5,138,15673.016,15673.016,2019.04.15-04:12:53,1621.5,1.7207275390625,0.46812744140625,4.94946899414063,0.0050048828125,0.000244140625,0.000225830078125,0.000213623046875,0.000213623046875,293886.3,1.228483e-06,9.472828e-07
1621.55,81,15673.016,15673.016,2019.04.15-04:13:28,1621.55,1.6963134765625,0.46705322265625,4.9494140625,0.005279541015625,0.000421142578125,0.000372314453125,0.000323486328125,0.000201416015625,328425.5,1.104392e-06,9.547393e-07
1621.6,49,15673.016,15673.016,2019.04.15-04:14:04,1621.6,1.70496215820312,0.467218017578125,4.94947509765625,0.00523681640625,0.0005615234375,0.0003662109375,0.000244140625,0.00028076171875,294223.2,1.165312e-06,9.421414e-07
1621.65,20,15673.015,15673.015,2019.04.15-04:14:39,1621.65,1.65709228515625,0.468792724609375,4.94951171875,0.005194091796875,0.0004638671875,0.000299072265625,0.0003173828125,0.000311279296875,303283.1,1.18172e-06,8.963427e-07
1621.7,10,15673.017,15673.017,2019.04.15-04:15:15,1621.7,1.713134765625,0.469390869140625,4.94943237304688,0.005181884765625,0.0004150390625,0.000311279296875,0.000152587890625,0.000262451171875,271485.3,1.251604e-06,9.504038e-07
1621.75,3,15673.016,15673.016,2019.04.15-04:15:50,1621.75,1.71307373046875,0.46697998046875,4.94947509765625,0.005047607421875,0.0004150390625,0.00029296875,0.00042724609375,0.00030517578125,289245.7,1.186719e-06,9.486116e-07
1621.8,9,15673.016,15673.016,2019.04.15-04:16:26,1621.8,1.68396606445312,0.4680908203125,4.94945068359375,0.00513916015625,0.00042724609375,0.000225830078125,0.000128173828125,0.0002685546875,294555.6,1.194517e-06,9.579914e-07
