imagevcoAtom,sfiIntegral,wavemeterBack,wavemeterAtom,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1626,12,15673.017,15673.017,2019.04.15-07:30:48,1626,1.66884155273438,0.467364501953125,4.94949340820313,0.005218505859375,0.000396728515625,0.00029296875,0.0003662109375,0.000274658203125,313171,1.101842e-06,9.596773e-07
1625.95,8,15673.016,15673.016,2019.04.15-07:31:23,1625.95,1.66732788085938,0.467156982421875,4.94954833984375,0.00533447265625,0.000592041015625,0.000518798828125,0.000439453125,0.000372314453125,331057.8,1.062872e-06,9.028183e-07
1625.9,10,15673.017,15673.017,2019.04.15-07:31:59,1625.9,1.65646362304688,0.46640625,4.94949340820313,0.005218505859375,0.000482177734375,0.0004150390625,0.00020751953125,0.0003173828125,313692.8,1.137351e-06,9.514354e-07
1625.85,13,15673.016,15673.016,2019.04.15-07:32:34,1625.85,1.68642578125,0.46551513671875,4.9495361328125,0.005194091796875,0.000390625,0.000555419921875,0.00048828125,0.000335693359375,317065,1.089429e-06,9.45456e-07
1625.8,29,15673.017,15673.017,2019.04.15-07:33:10,1625.8,1.65965576171875,0.46729736328125,4.94955444335938,0.005230712890625,0.00037841796875,0.000299072265625,0.000213623046875,0.000433349609375,322788.1,1.124408e-06,1.005837e-06
1625.75,25,15673.016,15673.016,2019.04.15-07:33:45,1625.75,1.62469482421875,0.467803955078125,4.94948120117188,0.00517578125,0.000531005859375,0.00045166015625,0.00030517578125,0.00032958984375,322944.8,1.091586e-06,8.908805e-07
1625.7,14,15673.016,15673.016,2019.04.15-07:34:21,1625.7,1.66549682617188,0.46796875,4.8504638671875,0.0051025390625,0.000634765625,0.000469970703125,0.0005126953125,0.00028076171875,313701.4,1.135392e-06,9.182437e-07
1625.65,25,15673.016,15673.016,2019.04.15-07:34:57,1625.65,1.674853515625,0.466571044921875,4.9495361328125,0.005035400390625,0.00035400390625,0.000201416015625,0.0001220703125,0.000238037109375,297545.4,1.184502e-06,9.436022e-07
1625.6,23,15673.017,15673.017,2019.04.15-07:35:32,1625.6,1.67760620117188,0.467425537109375,4.94953002929688,0.005242919921875,0.000531005859375,0.000299072265625,0.00010986328125,0.0001708984375,316220.1,1.139062e-06,9.810705e-07
1625.55,30,15673.016,15673.016,2019.04.15-07:36:08,1625.55,1.64229736328125,0.467889404296875,4.94945068359375,0.005291748046875,0.000433349609375,0.000384521484375,0.00020751953125,0.000225830078125,322341.4,1.128634e-06,9.002694e-07
1625.5,29,15673.016,15673.016,2019.04.15-07:36:44,1625.5,1.65902099609375,0.46871337890625,4.94943237304688,0.00513916015625,0.000469970703125,0.000335693359375,0.000225830078125,0.000225830078125,282793.6,1.211253e-06,9.569118e-07
1625.45,46,15673.016,15673.016,2019.04.15-07:37:20,1625.45,1.63947143554687,0.4677001953125,4.94944458007812,0.005224609375,0.000311279296875,0.000341796875,0.00020751953125,0.000189208984375,341243.5,1.074069e-06,9.349582e-07
1625.4,59,15673.016,15673.016,2019.04.15-07:37:55,1625.4,1.6591552734375,0.46705322265625,4.94942626953125,0.005267333984375,0.00052490234375,0.000347900390625,0.000274658203125,0.00040283203125,326686.5,1.128551e-06,9.946802e-07
