imagevcoAtom,sfiIntegral,wavemeterBack,wavemeterAtom,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1620,27,15673.016,15673.016,2019.04.15-06:18:35,1620,1.6859619140625,0.466485595703125,4.94947509765625,0.005126953125,0.00045166015625,0.000323486328125,0.000335693359375,0.000360107421875,297165.8,1.104648e-06,9.647928e-07
1620.05,4,15673.017,15673.017,2019.04.15-06:19:12,1620.05,1.64097900390625,0.46766357421875,4.94945678710937,0.0051025390625,0.000225830078125,0.00035400390625,0.000311279296875,0.000238037109375,285796.9,1.090826e-06,9.572892e-07
1620.1,10,15673.016,15673.016,2019.04.15-06:19:48,1620.1,1.69566650390625,0.466156005859375,4.9494873046875,0.0053955078125,0.00054931640625,0.000408935546875,0.000347900390625,0.000274658203125,300188.7,1.133047e-06,9.323209e-07
1620.15,6,15673.017,15673.017,2019.04.15-06:20:23,1620.15,1.6644287109375,0.466424560546875,4.9494384765625,0.00538330078125,0.00052490234375,0.000433349609375,0.000531005859375,0.000335693359375,285947,1.122692e-06,9.557899e-07
1620.2,10,15673.016,15673.016,2019.04.15-06:20:59,1620.2,1.6914306640625,0.4677978515625,4.94950561523437,0.005108642578125,0.000555419921875,0.0003173828125,0.0001953125,0.00018310546875,289063.1,1.085881e-06,9.083681e-07
1620.25,16,15673.016,15673.016,2019.04.15-06:21:35,1620.25,1.66597900390625,0.46802978515625,4.94954833984375,0.005169677734375,0.00045166015625,0.00035400390625,0.00035400390625,0.000299072265625,262878.3,1.15726e-06,9.346584e-07
1620.3,23,15673.015,15673.015,2019.04.15-06:22:10,1620.3,1.67848510742188,0.468212890625,4.94949340820313,0.005255126953125,0.000555419921875,0.00042724609375,0.000323486328125,0.000250244140625,276814.9,1.132916e-06,9.467099e-07
1620.35,12,15673.016,15673.016,2019.04.15-06:22:46,1620.35,1.64996337890625,0.467547607421875,4.94947509765625,0.0052978515625,0.000323486328125,0.0004150390625,0.000421142578125,0.00030517578125,289001.4,1.108679e-06,9.295454e-07
1620.4,8,15673.016,15673.016,2019.04.15-06:23:21,1620.4,1.6802978515625,0.467584228515625,4.94959716796875,0.005364990234375,0.0005615234375,0.00029296875,0.00029296875,0.0002197265625,246878.5,1.306587e-06,1.003169e-06
1620.45,21,15673.016,15673.016,2019.04.15-06:23:57,1620.45,1.66467895507812,0.46453857421875,4.94940795898438,0.005084228515625,0.000262451171875,0.00032958984375,0.00018310546875,0.000225830078125,269817.3,1.163076e-06,9.19468e-07
