imagevcoAtom,sfiIntegral,wavemeterBack,wavemeterAtom,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1626,1230,15673.017,15673.017,2019.04.15-05:06:40,1626,1.7049560546875,0.4671142578125,4.94957275390625,0.005169677734375,0.00029296875,0.0003173828125,0.000115966796875,0.00020751953125,269006.8,1.11234e-06,9.276375e-07
1625.95,1045,15673.017,15673.017,2019.04.15-05:07:17,1625.95,1.70010375976563,0.46644287109375,4.94943237304688,0.0051513671875,0.0004150390625,0.0002197265625,0.000299072265625,0.000244140625,268278.3,1.097774e-06,9.926512e-07
1625.9,1010,15673.016,15673.016,2019.04.15-05:07:53,1625.9,1.636328125,0.466900634765625,4.94956665039062,0.005194091796875,0.000604248046875,0.000408935546875,0.00032958984375,0.00032958984375,277584.2,1.109879e-06,8.642686e-07
1625.85,793,15673.017,15673.017,2019.04.15-05:08:28,1625.85,1.71187133789063,0.466143798828125,4.94950561523437,0.0053955078125,0.000567626953125,0.000439453125,0.000384521484375,0.000335693359375,283789.3,1.125049e-06,9.84866e-07
1625.8,627,15673.016,15673.016,2019.04.15-05:09:04,1625.8,1.68724365234375,0.4667236328125,4.94951782226562,0.005181884765625,0.000347900390625,0.000396728515625,0.0001953125,0.00035400390625,290860.3,1.147112e-06,9.769773e-07
1625.75,374,15673.016,15673.016,2019.04.15-05:09:40,1625.75,1.69381713867188,0.467340087890625,4.94950561523437,0.00517578125,0.00052490234375,0.000421142578125,0.00032958984375,0.000408935546875,289140.1,1.107141e-06,9.480996e-07
1625.7,285,15673.017,15673.017,2019.04.15-05:10:15,1625.7,1.70496215820312,0.4669921875,4.94955444335938,0.005084228515625,0.000323486328125,0.00030517578125,0.00013427734375,0.000274658203125,286094.7,1.157015e-06,9.852585e-07
1625.65,244,15673.016,15673.016,2019.04.15-05:10:51,1625.65,1.65056762695313,0.466595458984375,4.94945678710937,0.0052978515625,0.00054931640625,0.000335693359375,0.00035400390625,0.000250244140625,273772,1.112843e-06,9.357855e-07
1625.6,236,15673.016,15673.016,2019.04.15-05:11:26,1625.6,1.71885986328125,0.4672607421875,4.94948120117188,0.005230712890625,0.000506591796875,0.00047607421875,0.000274658203125,0.000311279296875,272422.6,1.161625e-06,9.566846e-07
1625.55,223,15673.017,15673.017,2019.04.15-05:12:02,1625.55,1.7051513671875,0.46708984375,4.9494873046875,0.005206298828125,0.000537109375,0.000360107421875,0.000213623046875,0.000311279296875,285894.7,1.173223e-06,9.292362e-07
