imagevcoAtom,sfiIntegral,wavemeterBack,wavemeterAtom,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1620,15,15673.016,15673.016,2019.04.15-11:06:16,1620,1.65198974609375,0.4602783203125,4.94945678710937,0.00517578125,0.00048828125,0.00030517578125,0.00040283203125,0.000225830078125,270228.9,7.456534e-07,7.674454e-07
1620.05,13,15673.016,15673.016,2019.04.15-11:06:53,1620.05,1.64850463867187,0.458258056640625,4.94947509765625,0.005279541015625,0.00040283203125,0.000299072265625,0.000299072265625,0.000225830078125,269430.2,8.253627e-07,7.3926e-07
1620.1,15,15673.016,15673.016,2019.04.15-11:07:29,1620.1,1.66951293945313,0.458917236328125,4.94945678710937,0.005194091796875,0.000360107421875,0.000360107421875,0.000396728515625,0.000335693359375,269182.3,8.002736e-07,8.108699e-07
1620.15,8,15673.016,15673.016,2019.04.15-11:08:04,1620.15,1.66671142578125,0.45823974609375,4.9493896484375,0.005230712890625,0.00037841796875,0.000140380859375,0.00025634765625,9.1552734375e-05,241917.5,8.207878e-07,7.309462e-07
1620.2,23,15673.017,15673.017,2019.04.15-11:08:40,1620.2,1.66249389648438,0.45673828125,4.94942016601563,0.005242919921875,0.0004150390625,0.00030517578125,0.000262451171875,0.000201416015625,247247.2,7.633416e-07,7.465145e-07
1620.25,12,15673.016,15673.016,2019.04.15-11:09:16,1620.25,1.66580810546875,0.455377197265625,4.94942016601563,0.005218505859375,0.00047607421875,0.00040283203125,0.00025634765625,0.0001708984375,257732.5,7.85841e-07,7.535335e-07
1620.3,17,15673.017,15673.017,2019.04.15-11:09:51,1620.3,1.65870971679688,0.456048583984375,4.94943237304688,0.00535888671875,0.00067138671875,0.000445556640625,0.000201416015625,0.000262451171875,255056.8,7.708387e-07,7.155131e-07
1620.35,14,15673.016,15673.016,2019.04.15-11:10:27,1620.35,1.66909790039063,0.455255126953125,4.94949951171875,0.005145263671875,0.000213623046875,0.000250244140625,0.000115966796875,0.0001708984375,238089.2,7.644662e-07,7.484819e-07
1620.4,7,15673.017,15673.017,2019.04.15-11:11:03,1620.4,1.67763061523438,0.45496826171875,4.85048217773438,0.005108642578125,0.0006591796875,0.0003173828125,0.00035400390625,0.0003173828125,244018.9,8.061233e-07,7.179506e-07
1620.45,22,15673.016,15673.016,2019.04.15-11:11:38,1620.45,1.68533935546875,0.455230712890625,4.94945678710937,0.005267333984375,0.000439453125,0.000390625,0.00020751953125,0.000311279296875,241465,7.616202e-07,7.532765e-07
