imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.148,4487339.04012123,7.59181392886232e-06,2.10613893404434e-06
5.505,20776.146,4547159.22011108,7.14640803056019e-06,2.28393149092126e-06
5.51,20776.147,4491806.96823963,7.28398805760373e-06,2.18369727247902e-06
5.515,20776.147,4366318.23876973,7.4909659506979e-06,2.2792602785614e-06
5.52,20776.147,4448647.41574221,7.43446941356618e-06,2.66522709161805e-06
5.525,20776.146,4314608.97941742,7.56202023111695e-06,2.10165331495866e-06
5.53,20776.152,4311350.89935408,7.61953195561332e-06,2.93091327776174e-06
5.535,20776.152,4173140.21938786,7.35720139150267e-06,2.57574595434241e-06
5.54,20776.15,4568302.66318958,7.28816181423915e-06,2.30882748564191e-06
5.545,20776.155,3507001.36382451,7.36401834864597e-06,2.75110432729136e-06
5.55,20776.155,2763033.19368293,7.229838007095e-06,2.06510715821568e-06
5.555,20776.154,2674140.7762552,7.51637967705877e-06,2.59594841545093e-06
5.56,20776.152,2690331.45898794,7.17278376553656e-06,2.61497943108941e-06
5.565,20776.16,1299304.13741868,6.48458062165402e-06,2.47956831997028e-06
5.57,20776.156,1390835.21309832,6.50428309605092e-06,2.25626626000254e-06
5.575,20776.159,885395.68638839,7.39184322788538e-06,2.09129863545723e-06
5.58,20776.159,739206.318487191,6.97589473291353e-06,2.75463189768244e-06
5.585,20776.161,571200.344083037,6.52944709522991e-06,2.44318038261428e-06
5.59,20776.164,391230.388959808,7.89731734386702e-06,2.08654965361297e-06
5.595,20776.163,428771.422351922,7.26469998332603e-06,2.08794585261276e-06
5.6,20776.165,326258.17187109,6.12499721125078e-06,2.42267994679698e-06
5.605,20776.167,317607.162164555,9.1509214877242e-06,2.6162297947945e-06
5.61,20776.167,278834.602129873,9.12696505895409e-06,2.80069598582833e-06
5.615,20776.169,203268.879200752,6.06296990675773e-06,1.95712157204833e-06
