imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.09,250728.290685388,6.94682694283904e-06,2.0773464518672e-06
5.505,20776.092,240610.457769717,6.01594546307654e-06,1.98071665803572e-06
5.51,20776.091,268078.29554926,6.60473385865857e-06,1.9752799854931e-06
5.515,20776.093,247962.269394164,5.07812340939451e-06,1.86996524456448e-06
5.52,20776.093,275440.481369337,6.54723916929365e-06,1.95604014006342e-06
5.525,20776.094,298506.459640011,7.61686456596593e-06,2.14672468642315e-06
5.53,20776.094,332993.55413866,5.78821849035777e-06,2.17171776458207e-06
5.535,20776.095,327407.062027583,6.65998565442573e-06,2.45618847062725e-06
5.54,20776.096,367473.386489808,6.04014731354849e-06,2.22963534361361e-06
5.545,20776.097,426331.160981753,6.13983495083239e-06,2.35427691747974e-06
5.55,20776.097,470912.393241362,6.47670800003001e-06,2.02255440852094e-06
5.555,20776.098,568836.991006521,7.04959947058232e-06,1.97392198478695e-06
5.56,20776.099,620438.604853891,6.94631752329695e-06,2.25249360412932e-06
5.565,20776.101,780528.357182467,7.26626292861796e-06,2.29328826101482e-06
5.57,20776.101,837171.899664671,7.13401273096806e-06,2.070944128329e-06
5.575,20776.102,1106318.84204518,6.58091246879504e-06,1.93528082441686e-06
5.58,20776.102,1445085.39093455,6.75609965921971e-06,2.15948716594556e-06
5.585,20776.103,1725744.38429048,7.13194789371954e-06,1.9790848717603e-06
5.59,20776.104,2433106.82821948,7.10307155274567e-06,2.15579634221145e-06
5.595,20776.105,2318356.58548446,6.99837453146015e-06,2.15948716594556e-06
5.6,20776.106,1708828.31136666,6.64453181092347e-06,2.11962448204906e-06
5.605,20776.107,1775344.33036147,6.75760690411474e-06,2.09689258410378e-06
5.61,20776.108,2066078.14986912,6.78627649799166e-06,2.29504478479879e-06
5.615,20776.109,2538563.52886015,7.00809289650121e-06,2.28480787558659e-06
5.62,20776.109,2731471.11954815,7.27043160460013e-06,2.13682446388236e-06
5.625,20776.111,2200890.2578321,6.93307917148693e-06,2.23512225298302e-06
5.63,20776.111,2878204.93761238,7.13039946191132e-06,2.14729110454375e-06
5.635,20776.112,2880408.69488904,6.8959774490481e-06,2.02008126046557e-06
5.64,20776.113,2153408.00878905,7.2808585246398e-06,2.38910280612968e-06
5.645,20776.115,1553009.21371773,6.67395939343428e-06,2.08515392158498e-06
5.65,20776.115,1193284.61874971,6.79786211517109e-06,2.20287564574029e-06
5.655,20776.117,979554.220425738,6.56951330411791e-06,2.28247122338982e-06
5.66,20776.118,753491.862727864,6.55911400079079e-06,1.9590147971585e-06
5.665,20776.118,671260.852195567,6.65350282494835e-06,1.99079419911031e-06
5.67,20776.119,550198.22668758,6.90867231105315e-06,3.20022428584463e-06
5.675,20776.12,523122.929970267,6.52994099262919e-06,1.915434672135e-06
5.68,20776.122,408734.920723191,6.92646473067602e-06,1.86970094786228e-06
5.685,20776.123,380411.459609533,6.23647645631674e-06,2.23309997554481e-06
5.69,20776.124,347118.708899209,6.60274709909586e-06,2.16972438335916e-06
5.695,20776.125,319823.131932001,7.09225802674863e-06,2.09101913415306e-06
5.7,20776.126,339298.9979578,7.47510422600283e-06,2.09745238990363e-06
5.705,20776.127,326254.127899946,6.9509029716151e-06,2.19943454918806e-06
5.71,20776.128,294691.151325708,6.36699338537855e-06,2.10361518492417e-06
5.715,20776.13,274126.195933734,8.03204837592821e-06,2.09969236025789e-06
5.72,20776.13,355969.998321003,6.47179003976839e-06,2.61185482934774e-06
5.725,20776.132,295589.591871016,5.57400801653497e-06,1.79824655666127e-06
5.73,20776.133,353209.007338556,6.4914730881382e-06,2.20287564574029e-06
5.735,20776.135,370771.054069657,5.91210214096607e-06,2.13682446388236e-06
5.74,20776.135,364328.074951758,6.45557402356486e-06,2.36407371510516e-06
5.745,20776.137,417590.907223844,5.74597987259626e-06,2.22069749392632e-06
5.75,20776.137,478600.720257396,6.13839825603767e-06,2.28130334558436e-06
