imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.148,4690019.25323326,7.46612337755174e-06,2.58319613459274e-06
5.505,20776.148,4644060.84146322,7.34200570869308e-06,2.36764123026444e-06
5.51,20776.147,4267657.63780681,7.64516265575367e-06,2.30061154634686e-06
5.515,20776.146,4348270.09549979,7.62486813582351e-06,2.72551726099647e-06
5.52,20776.15,4091543.33135222,7.73628417158594e-06,2.66617380223721e-06
5.525,20776.146,4060314.26353088,7.20180131878427e-06,2.40916097295045e-06
5.53,20776.149,3921088.98550787,7.4989031171648e-06,2.35309080909502e-06
5.535,20776.154,4037823.67770399,7.23815563417031e-06,2.43955638254546e-06
5.54,20776.156,3238095.777952,7.77719545934946e-06,2.42418438986117e-06
5.545,20776.151,2673752.11170295,7.37503702469638e-06,2.26731212315143e-06
5.55,20776.155,2639173.35485507,6.83823687100953e-06,2.27488535981182e-06
5.555,20776.156,2748142.69696896,6.90664034861971e-06,2.41967246158401e-06
5.56,20776.158,2075558.19862387,6.63357545693016e-06,2.28334732787206e-06
5.565,20776.157,1384197.84773794,7.08762618011194e-06,2.0896219078153e-06
5.57,20776.16,1161921.23490471,6.96823943062813e-06,2.22213786845887e-06
5.575,20776.159,780980.049530559,6.75157893319374e-06,2.20804233386413e-06
5.58,20776.164,647007.176074149,6.59827798279377e-06,2.19141578406795e-06
5.585,20776.162,508844.022560154,6.59381037948034e-06,2.3465725551365e-06
5.59,20776.164,349086.996269906,7.84796685758847e-06,2.44499339130778e-06
5.595,20776.163,392070.27152792,7.13865970749123e-06,2.64915873189926e-06
5.6,20776.165,335721.789633793,6.20080922456571e-06,2.13993349678405e-06
5.605,20776.166,277515.841898653,6.88785886403495e-06,2.31558724807854e-06
5.61,20776.168,240054.078765543,7.60726582976188e-06,2.40616189322997e-06
5.615,20776.169,197443.567365852,5.85116512224335e-06,2.16830109999468e-06
