imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776,97653.3121895802,6.23840732869383e-06,2.79875554986867e-06
5.505,20776.001,103380.379195978,1.97888918348964e-05,1.6802445840469e-06
5.51,20776.001,93246.7436713564,9.04365544907174e-06,2.0493054767553e-06
5.515,20776.002,107213.279654301,5.78589367122654e-06,2.39179231156175e-06
5.52,20776.002,86825.430376242,7.18728522004251e-06,1.54960074138792e-06
5.525,20776.004,111432.500566723,4.41042131773205e-06,2.38044691401825e-06
5.53,20776.004,134078.297252314,8.68630139942335e-06,2.49023213480662e-06
5.535,20776.005,123018.442075318,4.14816307821456e-06,2.14502588035428e-06
5.54,20776.006,154435.769517278,8.0408151925222e-06,2.1436107222992e-06
5.545,20776.006,129930.158355184,5.60050627557353e-06,1.85703667251047e-06
5.55,20776.006,140081.261072267,5.38803613095251e-06,1.75266287042951e-06
5.555,20776.008,169635.972564427,7.20698918874918e-06,2.01294510941467e-06
5.56,20776.008,193754.700474324,6.49787651372986e-06,2.08599130476516e-06
5.565,20776.009,222321.911423352,6.97844743428561e-06,1.86257199751662e-06
5.57,20776.01,312501.891334513,7.67886826036452e-06,2.25394425204157e-06
5.575,20776.011,337105.650931812,7.16967821624453e-06,2.45558267744405e-06
5.58,20776.011,396020.215159975,6.56901791240885e-06,2.17684780475865e-06
5.585,20776.012,426152.029356029,6.12451887335204e-06,2.0468160220445e-06
5.59,20776.012,484065.277313517,6.53932859220133e-06,2.44620243734757e-06
5.595,20776.014,666431.319020695,6.56703653236133e-06,2.26440270201751e-06
5.6,20776.015,696003.062557376,6.7817456853747e-06,1.97473672917402e-06
5.605,20776.016,818852.43366992,6.49344303671593e-06,2.16858571930983e-06
5.61,20776.016,1012069.49544834,6.46785701643789e-06,1.97962872580329e-06
5.615,20776.017,1023924.1554778,6.61119289125278e-06,2.02145504481872e-06
5.62,20776.017,1049675.49957626,7.210102807314e-06,2.10669997264974e-06
5.625,20776.018,837627.361292558,7.44343120956763e-06,2.32206235384227e-06
5.63,20776.019,716252.287748043,7.17640775626594e-06,2.25887994789235e-06
5.635,20776.02,546168.8616956,7.2423162408797e-06,2.93786621709467e-06
5.64,20776.02,477994.975482638,6.25531521032366e-06,1.98153280333821e-06
5.645,20776.022,395141.238612367,5.73208895570705e-06,2.14276185161262e-06
5.65,20776.023,334191.926656667,7.14330819700306e-06,1.893828437744e-06
5.655,20776.024,297323.503037066,6.76967091522952e-06,2.07595380185313e-06
5.66,20776.025,271513.585313744,6.69494745988924e-06,2.28071951875487e-06
5.665,20776.026,239235.609308564,6.87670361741046e-06,2.30941489881487e-06
5.67,20776.026,152487.524476576,6.96925989477418e-06,1.88373441256469e-06
5.675,20776.028,181085.073510835,6.5660459544108e-06,2.7118136091405e-06
5.68,20776.029,162987.249740755,5.84321977443042e-06,1.97881297275712e-06
5.685,20776.03,149247.896605278,4.80107655572929e-06,2.89101157370121e-06
5.69,20776.031,192652.749204686,6.84733766583846e-06,2.54235328621696e-06
5.695,20776.032,165456.493214997,6.88532278685914e-06,3.2819947379788e-06
5.7,20776.033,145297.879215484,6.8985154875055e-06,2.02145504481872e-06
5.705,20776.034,143834.43003948,4.68992187474668e-06,2.33208711776346e-06
5.71,20776.035,159395.225959969,6.54773373913234e-06,1.93716345860649e-06
5.715,20776.036,203775.954115662,6.41194132685555e-06,2.20172831469426e-06
5.72,20776.037,197423.765082265,6.86657032924178e-06,1.76676462508868e-06
5.725,20776.038,224586.707152576,5.08640230582831e-06,1.95036752534659e-06
5.73,20776.039,311255.450527399,5.71405589617361e-06,2.21005323586917e-06
5.735,20776.041,363616.24091214,7.32316395672717e-06,2.1871260409756e-06
5.74,20776.041,268141.369402892,6.22634427954096e-06,2.01047784520404e-06
5.745,20776.043,367066.911678381,6.59976752011795e-06,2.88871157879113e-06
5.75,20776.044,310863.54962067,5.74690653144612e-06,2.79940228713973e-06
5.755,20776.045,182084.82237691,6.47916768061853e-06,1.70816956336244e-06
5.76,20776.047,177988.313253389,9.12754898851738e-06,2.72679377512264e-06
5.765,20776.048,161332.114354043,7.44501326334582e-06,2.24206272416875e-06
5.77,20776.049,119337.757217493,5.03943308623278e-06,2.58941283683845e-06
5.775,20776.051,124670.299611124,9.29885546579315e-06,1.93608755556776e-06
5.78,20776.051,94473.3589487818,4.68322706808813e-06,2.19170191637175e-06
5.785,20776.053,102087.81922451,1.05783965872581e-05,1.96903704877138e-06
5.79,20776.054,139847.770121091,6.33922452407687e-06,2.9967968727783e-06
5.795,20776.056,102983.30379947,4.3541801954988e-06,1.94039296089444e-06
5.8,20776.056,76797.9677590638,5.98044276417129e-06,1.69405252004637e-06
5.805,20776.058,84415.9654587274,4.74449444134459e-06,1.86441893638148e-06
5.81,20776.06,136208.04490262,8.04191138081615e-06,2.15069118229263e-06
5.815,20776.062,143674.950448122,6.07106322859622e-06,2.54050452616206e-06
5.82,20776.065,159937.073743972,5.41318969798137e-06,3.13520838981783e-06
5.825,20776.067,212717.482955475,6.70145044386973e-06,1.98507137558502e-06
5.83,20776.068,325787.546909969,6.8225774665187e-06,2.34183768518019e-06
5.835,20776.07,501353.978220071,6.56951330411791e-06,1.88638811993819e-06
5.84,20776.072,421388.642204801,7.3100936493909e-06,2.45497695897634e-06
5.845,20776.075,551424.046947697,6.0187902179549e-06,2.17713298443997e-06
5.85,20776.077,573705.757208577,7.08453912290339e-06,1.96985078449935e-06
