imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.168,248947.709228918,5.1634115601358e-06,2.14417672948461e-06
5.505,20776.168,295980.48419689,6.91222896444825e-06,2.8795207517982e-06
5.51,20776.17,223544.95517589,6.14462514760816e-06,2.33799412430809e-06
5.515,20776.17,242142.896248221,6.12021467281261e-06,2.14304478982927e-06
5.52,20776.172,214920.812326114,7.91797102115185e-06,2.62342518588858e-06
5.525,20776.172,193646.018477367,6.35724301408999e-06,2.0648294127255e-06
5.53,20776.174,186390.862558577,7.0234514123792e-06,1.89116950028629e-06
5.535,20776.174,177286.285633753,7.22360292483904e-06,2.2247317193864e-06
5.54,20776.175,162735.875809989,5.94174671593523e-06,1.93797058201371e-06
5.545,20776.176,152089.825847082,6.30229377869473e-06,1.92641787700709e-06
5.55,20776.177,145910.775142984,5.54120104312623e-06,2.22069749392632e-06
5.555,20776.178,149696.805244951,5.89707297096271e-06,2.38611624125357e-06
5.56,20776.179,130614.58011112,8.34564023758576e-06,1.96199171439712e-06
5.565,20776.18,116695.504198777,4.97024953222234e-06,2.12131320152694e-06
5.57,20776.182,125399.500554147,5.46638361437991e-06,2.18826956153171e-06
5.575,20776.182,109645.49632418,5.47587759012922e-06,2.00828599162456e-06
5.58,20776.184,99845.9071095113,6.60125722555198e-06,2.01376786703791e-06
5.585,20776.185,93890.9730658928,5.2202233032359e-06,1.9506374630682e-06
5.59,20776.186,86154.7755140675,5.69190036284839e-06,2.13061317850958e-06
5.595,20776.187,111674.360468501,5.37100099950581e-06,2.53004092081739e-06
5.6,20776.189,104132.020069871,5.14498178937514e-06,2.45316025186613e-06
5.605,20776.189,120463.187522238,1.32114478925774e-05,2.19914791255471e-06
5.61,20776.191,101198.855666731,4.23203816293447e-06,3.02160801872198e-06
5.615,20776.192,91613.6841611703,7.86801377972818e-06,1.96551280321955e-06
5.62,20776.194,88338.0610173965,6.67096378798403e-06,2.11821772948647e-06
5.625,20776.195,80187.0320534973,6.64652484658724e-06,2.90516019365074e-06
5.63,20776.196,77455.6734782424,3.94790665586901e-06,2.70163795728968e-06
5.635,20776.198,81175.8868225028,6.57298156908976e-06,1.96903704877138e-06
5.64,20776.199,106692.126122737,7.03472500833796e-06,3.34497157360072e-06
5.645,20776.2,61509.1575507275,4.45681649822712e-06,2.25655659505259e-06
5.65,20776.202,62332.8745538678,4.2161484199311e-06,1.98262125857906e-06
5.655,20776.203,83912.2883297437,5.33477929477295e-06,3.12153396105742e-06
5.66,20776.205,86326.9338438249,3.44181390497953e-06,3.40604946837757e-06
5.665,20776.206,84955.1557148705,7.64355947617102e-06,2.33651667221423e-06
5.67,20776.209,89800.1144815428,7.61579774085908e-06,2.65387967675635e-06
5.695,20776.215,71990.0348323661,5.09599682060724e-06,2.72487911600662e-06
