imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.002,68527.5011109631,8.57387692870856e-06,1.77499528333503e-06
5.505,20776.002,58291.7759345647,3.94138071555459e-06,2.57140498444305e-06
5.51,20776.002,94555.8116787581,7.12575517514574e-06,2.63439365313051e-06
5.515,20776.004,88863.893248581,5.20257401047126e-06,2.40886098092348e-06
5.52,20776.004,100199.42169252,4.40555173574943e-06,2.78486877034965e-06
5.525,20776.005,107028.727556057,4.94786783511252e-06,3.3562930621878e-06
5.53,20776.005,103116.928537953,6.59182526365838e-06,1.78040704760158e-06
5.535,20776.006,110462.273267151,8.73764550975015e-06,2.126383394597e-06
5.54,20776.006,98791.2609824857,6.22875595542793e-06,1.71373157113753e-06
5.545,20776.007,119341.111813089,7.14175853238926e-06,2.14163028553472e-06
5.55,20776.008,145656.839318979,7.75672632932197e-06,1.94200872069751e-06
5.555,20776.009,129077.944671689,5.10560037596032e-06,1.99898395062655e-06
5.56,20776.01,153722.06863389,9.09662646114888e-06,2.26993219921554e-06
5.565,20776.01,200871.478784724,6.99326231092765e-06,2.14276185161262e-06
5.57,20776.011,239983.58102151,6.18685942253189e-06,2.52144004732403e-06
5.575,20776.011,259798.615080536,5.25118147923199e-06,2.06899755635982e-06
5.58,20776.012,288001.457539818,5.42668891892054e-06,2.10361518492417e-06
5.585,20776.013,329324.486268997,6.95141255926704e-06,2.18198389688983e-06
5.59,20776.013,372917.314733448,5.79845324216024e-06,2.48870733177173e-06
5.595,20776.015,431135.313016684,6.05821165085342e-06,2.31470497956847e-06
5.6,20776.016,566721.231868999,6.18734018868402e-06,2.48261278935021e-06
5.605,20776.017,619562.954448453,5.71636623917889e-06,2.3611028404817e-06
5.61,20776.017,577286.507843333,6.60423714074959e-06,1.99188519467779e-06
5.615,20776.018,613771.271539941,6.73300962191831e-06,2.34598043488775e-06
5.62,20776.018,426713.552649667,6.82510196279376e-06,2.75655697960915e-06
5.625,20776.02,346261.637585289,5.86005160503208e-06,2.46953482367633e-06
5.63,20776.02,304799.469068452,6.52796551510529e-06,1.87922739683091e-06
5.635,20776.022,239067.941035207,6.26305214862001e-06,2.65293515156524e-06
5.64,20776.022,218244.989102726,5.62477514583894e-06,2.60841992484164e-06
5.645,20776.023,170466.324102803,5.36115088303969e-06,2.43231645168061e-06
5.65,20776.024,167901.156826205,6.18445587195433e-06,2.46528433423392e-06
5.655,20776.025,132884.475407039,5.71497997733911e-06,2.21781814577664e-06
5.66,20776.025,118512.963277205,4.86140273797332e-06,2.67976179451652e-06
5.665,20776.027,111229.181547477,5.33254740303092e-06,2.51591864741711e-06
5.67,20776.028,102603.694647308,5.83434606799026e-06,2.41096131736861e-06
5.675,20776.029,88308.1930857654,4.87974482076843e-06,2.39029795508855e-06
5.68,20776.03,84845.6925338758,7.71801668286696e-06,2.28422360046416e-06
5.685,20776.031,73250.7274648821,5.188035842642e-06,2.24235214395405e-06
5.69,20776.031,77678.2567004203,8.40044995114512e-06,2.00773821501842e-06
5.695,20776.033,102086.905163953,6.69994947507577e-06,2.05428892514286e-06
5.7,20776.034,118730.163913377,4.3392703554705e-06,3.13726213181626e-06
5.705,20776.035,103550.104789474,4.76767786366756e-06,2.06983168941624e-06
5.71,20776.035,115105.892083429,5.06419524683413e-06,2.41576552329853e-06
5.715,20776.037,132198.541604064,4.33564750415232e-06,3.3971375449649e-06
5.72,20776.038,116823.142561249,6.60125722555198e-06,1.77989128658238e-06
5.725,20776.039,164358.214630703,6.57545946157867e-06,2.21954553051998e-06
5.73,20776.041,217758.298550239,7.18780339997566e-06,2.19656902340381e-06
5.735,20776.042,183524.204067486,7.39131774451321e-06,2.34450046114614e-06
5.74,20776.043,182221.642835968,7.14124201487575e-06,3.12460810182584e-06
5.745,20776.044,210879.929132886,5.61515290227423e-06,2.15210867520674e-06
5.75,20776.045,147118.233139791,7.32891859037183e-06,1.69204058136393e-06
5.755,20776.046,132565.163610188,5.83201200281729e-06,2.32854650018015e-06
5.76,20776.048,118269.504007757,1.1297433935462e-05,2.49541995807436e-06
5.765,20776.049,85455.2815223533,4.37800824438028e-06,2.27022341217258e-06
5.77,20776.05,91735.2200390015,1.05325558237083e-05,2.38999913983052e-06
5.775,20776.051,82851.8538668825,4.76809990344549e-06,2.32176783472485e-06
5.78,20776.053,89935.1511055743,6.39384543159603e-06,2.01459079277101e-06
5.785,20776.054,68743.7388897948,1.09768642261954e-05,2.16374973127886e-06
5.79,20776.055,67041.0020244341,1.12961346704695e-05,2.4193718157965e-06
5.795,20776.057,66075.4195579224,9.47472904873457e-06,1.85045774023561e-06
5.8,20776.057,74253.850751501,9.78662362665133e-06,2.19027144164147e-06
5.805,20776.06,72377.2475507681,6.53092884346438e-06,1.40928967643997e-06
5.81,20776.061,77995.6141728349,4.95216808507048e-06,2.57729718798146e-06
5.815,20776.063,103356.771178926,5.07420418041113e-06,2.37091381537112e-06
5.82,20776.064,138767.888120104,8.65499892511543e-06,2.16119168774933e-06
5.825,20776.067,197468.995600328,6.43839744635843e-06,2.09969236025789e-06
5.83,20776.069,339816.926420752,5.7025111857243e-06,2.72519817916211e-06
5.835,20776.071,454100.109405834,5.53074144439965e-06,2.11428130660123e-06
5.84,20776.072,338828.405232089,6.67046458578504e-06,2.66333417470927e-06
5.845,20776.075,400333.750511438,6.41683649889308e-06,2.30647858010498e-06
5.85,20776.077,434117.718246799,6.95447047743495e-06,2.41546512033637e-06
