imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.4,20776.13,275053.26582613,6.10683350234574e-06,1.99925723186627e-06
5.405,20776.131,314947.57055443,6.62213075316261e-06,2.08878379615911e-06
5.41,20776.133,286640.005950218,7.10410184197849e-06,1.98970350240479e-06
5.415,20776.132,325433.124624618,5.94268902768e-06,1.97854109243281e-06
5.42,20776.136,311554.467186517,5.62294170245924e-06,2.69306712876225e-06
5.425,20776.131,319550.948478445,6.72949938552062e-06,2.62530386949674e-06
5.43,20776.131,320484.773566145,6.32074566524007e-06,1.94335570086906e-06
5.435,20776.138,354195.159727108,6.04965149730145e-06,2.38432519891377e-06
5.445,20776.132,441158.435013898,5.61515290227423e-06,2.45982479875172e-06
5.45,20776.14,415406.899636296,6.18685942253189e-06,2.11624906041148e-06
5.455,20776.139,567777.608781342,6.97487378311681e-06,2.07484001806157e-06
5.46,20776.136,513952.602355584,5.51075930992817e-06,2.18027119374004e-06
5.465,20776.137,625028.475892117,7.20232002172583e-06,2.58661439622371e-06
5.47,20776.138,701447.839913912,6.26643856277388e-06,2.31411689395611e-06
5.475,20776.139,852392.397768738,6.66946623742368e-06,2.25278369635402e-06
5.48,20776.14,1291079.11108696,7.07425378871501e-06,2.2661481305514e-06
5.485,20776.142,1248485.90308708,6.61715787701671e-06,2.3545734912731e-06
5.49,20776.146,2449130.64773595,6.9830434735243e-06,2.13597693807457e-06
5.495,20776.142,3641694.60509323,7.75511149412307e-06,2.62718322554431e-06
5.5,20776.145,3983237.79035069,6.88228011065094e-06,2.41636638525947e-06
5.505,20776.149,3915525.76279356,7.33624593835857e-06,2.40436334198355e-06
5.51,20776.148,3758851.29199312,6.93409705794862e-06,2.15210867520674e-06
5.515,20776.146,3673107.88409813,7.3792367823219e-06,2.89923331278609e-06
5.52,20776.147,3651773.67503274,6.99479578095924e-06,2.36526258796297e-06
5.525,20776.149,3566509.45757282,7.28607478649046e-06,2.98910613667233e-06
5.53,20776.151,3099140.14919103,7.61846494371775e-06,3.02564108609199e-06
5.535,20776.15,2735975.69854093,6.62014137855778e-06,2.1436107222992e-06
5.54,20776.153,3059191.60104435,7.21996703566807e-06,2.27576000734204e-06
5.545,20776.153,2413109.37414659,6.94835531353852e-06,2.27109716311693e-06
5.55,20776.153,2322530.6392414,6.87873117163006e-06,2.30794650597402e-06
5.555,20776.156,2271240.52756071,6.6794530832343e-06,2.40316468139671e-06
5.56,20776.157,1724997.74589551,6.99786322535198e-06,2.185125599139e-06
5.565,20776.157,1295452.74355066,6.10874420154086e-06,2.13767215779999e-06
5.57,20776.16,620174.442685724,6.85391422589655e-06,2.03549431865039e-06
5.575,20776.164,587382.251770699,6.32463370984631e-06,2.29123983315553e-06
5.58,20776.164,548329.743857107,6.96517848648292e-06,2.30354412928231e-06
5.585,20776.161,265528.266738334,5.89613428291916e-06,2.21465302022173e-06
5.59,20776.166,358586.053168949,5.8975423430028e-06,2.14078180710446e-06
5.595,20776.168,289120.700394377,6.55762905846918e-06,2.05900107225115e-06
5.6,20776.165,269123.3435666,7.6323419261683e-06,2.25017353877106e-06
5.605,20776.167,269595.989839134,7.17381909806488e-06,2.27896848655932e-06
5.61,20776.169,188662.403411127,5.11040554385216e-06,2.36466811417632e-06
5.615,20776.171,154145.474183927,5.08553052550498e-06,2.21983349335326e-06
