imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.092,253958.053983756,7.19298622664508e-06,1.94389462368978e-06
5.505,20776.093,260926.813420133,6.07963851203467e-06,1.9506374630682e-06
5.51,20776.093,319845.410066776,7.06757232811065e-06,2.25249360412932e-06
5.515,20776.094,315504.570608388,6.93766024894898e-06,2.01541388661395e-06
5.52,20776.094,343181.502031863,6.8089532559062e-06,2.07511843599115e-06
5.525,20776.096,328337.028810915,5.72191296763652e-06,2.25713732118929e-06
5.53,20776.095,357301.183762321,6.31637304399177e-06,2.11962448204906e-06
5.535,20776.097,371088.38269121,6.42026423071226e-06,1.79772821795771e-06
5.54,20776.097,429001.02620341,7.73359642196786e-06,2.07456161881086e-06
5.545,20776.098,465058.43812797,6.91985344659452e-06,2.01267089423133e-06
5.55,20776.098,612333.951156237,6.1902251778531e-06,2.0773464518672e-06
5.555,20776.1,681394.668492201,6.93002596039481e-06,2.81981275616908e-06
5.56,20776.1,731304.51386934,6.64851818111297e-06,1.98316559827273e-06
5.565,20776.102,879671.220370439,6.62611039895812e-06,2.57078514474796e-06
5.57,20776.102,1123149.53041831,6.92646473067602e-06,1.99052149691563e-06
5.575,20776.103,1337808.34921412,6.97946864558654e-06,2.05567429039678e-06
5.58,20776.103,1639750.39261915,6.91629483191784e-06,2.33503968709217e-06
5.585,20776.105,2048217.6655246,6.59579579416425e-06,2.31529313989631e-06
5.59,20776.105,2399512.87830291,6.87619677555273e-06,2.15749940706318e-06
5.595,20776.106,1860657.70916135,6.8655574113601e-06,2.06177544513906e-06
5.6,20776.107,1722248.06655025,7.19454143888391e-06,2.0837586565288e-06
5.605,20776.107,1876561.17748529,6.63108663730101e-06,2.070944128329e-06
5.61,20776.108,2510663.80261807,7.23399622290874e-06,2.19055749922978e-06
5.615,20776.109,2516449.84515216,7.13762691528953e-06,2.53619336774274e-06
5.62,20776.11,2318690.47305047,7.60939835924325e-06,2.44801656677341e-06
5.625,20776.111,2192249.27649651,7.35877425527573e-06,2.4094609836563e-06
5.63,20776.111,2885478.95761225,6.92748213148703e-06,2.13428239078856e-06
5.635,20776.113,2299941.68642872,6.87264940555712e-06,2.16630928779703e-06
5.64,20776.114,1950577.25609176,6.69444736110439e-06,2.17741818280016e-06
5.645,20776.115,1360741.24546666,6.37284719449516e-06,2.01047784520404e-06
5.65,20776.115,1140436.07559191,7.13917613161039e-06,2.61123013314587e-06
5.655,20776.117,960310.421453246,7.08248145834181e-06,2.19485060451912e-06
5.66,20776.117,806830.694232105,6.19407287609539e-06,1.98071665803572e-06
5.665,20776.119,654772.870934088,5.92997412324508e-06,2.1128763285315e-06
5.67,20776.119,580258.11556677,7.05627243229983e-06,2.03191106654127e-06
5.675,20776.12,519270.81721188,7.31741158322605e-06,2.11653024281415e-06
5.68,20776.122,457138.057388033,5.73162621466659e-06,2.31205918269734e-06
5.685,20776.123,453054.298739284,6.49935467562087e-06,2.9857654203793e-06
5.69,20776.124,341342.810741831,7.39447092492935e-06,1.91169150086154e-06
5.695,20776.125,337101.032426875,6.60324376096823e-06,2.42298079805207e-06
5.7,20776.126,300058.405522999,6.6007606383951e-06,2.66806772780509e-06
5.705,20776.127,346494.642986737,6.53389284426287e-06,2.21551601213569e-06
5.71,20776.128,328127.67906661,6.22248656942317e-06,2.02008126046557e-06
5.715,20776.129,332571.978775657,6.13456789178878e-06,1.93958533315768e-06
5.72,20776.13,278270.157537433,6.23165058289507e-06,1.90261618401429e-06
5.725,20776.132,349483.114192518,7.59447692897475e-06,2.29563044215776e-06
5.73,20776.132,289748.610747539,6.29695747707187e-06,1.85914439644955e-06
5.735,20776.135,361706.937858254,6.78678001501013e-06,2.55654945323567e-06
5.74,20776.135,389161.778852611,6.94988385234785e-06,2.43261790065962e-06
5.745,20776.137,383074.024089805,6.1806111623316e-06,2.39209123889301e-06
5.75,20776.138,411651.094053816,6.65749188489545e-06,2.23194479937246e-06
