imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.4,20776.13,304055.354674017,6.60324376096823e-06,2.80037253313787e-06
5.405,20776.127,278408.430201171,6.54081146116813e-06,2.10445626652104e-06
5.41,20776.133,329603.537247046,6.68245059392952e-06,2.31735228942824e-06
5.415,20776.133,281315.842050178,5.53255979525061e-06,2.60124515522247e-06
5.42,20776.13,305337.791000898,5.5571367828524e-06,2.40856100757538e-06
5.425,20776.133,370083.036075123,6.96211821477711e-06,2.06788564045548e-06
5.43,20776.132,343718.883827031,5.82221402842292e-06,2.95977193918308e-06
5.435,20776.138,311646.995282534,6.35431935965545e-06,1.99243080453476e-06
5.44,20776.132,347051.848045134,6.4619597229068e-06,2.19313285807384e-06
5.445,20776.134,377792.735488883,6.37187137285367e-06,2.61935701157827e-06
5.45,20776.136,395334.600853609,5.43209331437201e-06,2.20431022982246e-06
5.455,20776.137,575337.282999727,7.24491722713641e-06,2.39538067234241e-06
5.46,20776.14,593492.391430485,6.73902929942005e-06,2.13202404042405e-06
5.465,20776.141,524271.870688705,5.51892944862859e-06,2.47287706229745e-06
5.47,20776.138,830883.257573469,6.63009124020145e-06,2.20086801253789e-06
5.475,20776.141,831912.043467669,6.59678861357945e-06,2.44831898705376e-06
5.48,20776.144,1209650.80374895,6.43888788816635e-06,2.40826105290615e-06
5.485,20776.143,1237297.10807569,6.96007840721735e-06,2.27459384799283e-06
5.49,20776.143,2218927.37971465,6.9025773203387e-06,2.20373634015297e-06
5.495,20776.144,2032794.40080508,6.66746976484742e-06,2.8442075967486e-06
5.5,20776.145,3810650.87310393,7.17951476251e-06,2.32206235384227e-06
5.505,20776.146,3851115.45703864,6.7244863497995e-06,2.54790360101805e-06
5.51,20776.15,3711792.89816434,6.71697029850636e-06,2.34183768518019e-06
5.515,20776.15,3534248.62204458,7.03780119444289e-06,2.70735940791787e-06
5.52,20776.152,3573736.35649053,6.85138440614292e-06,2.50611776845811e-06
5.525,20776.151,3330851.50577298,6.97334249851326e-06,2.20230194285953e-06
5.53,20776.15,3338834.47860269,7.15933124177789e-06,2.33533504675883e-06
5.535,20776.154,3508637.88671853,6.90054625449112e-06,2.6391014293827e-06
5.54,20776.154,3439280.12598782,7.16243454960525e-06,2.70481579381712e-06
5.545,20776.154,2289334.03535249,6.49787651372986e-06,2.12215781343066e-06
5.55,20776.153,2184427.87397704,6.66098329298995e-06,2.1856970605551e-06
5.555,20776.159,2161508.76443993,6.67246150665423e-06,2.12215781343066e-06
5.56,20776.159,1174850.01780448,6.44084984218679e-06,2.44801656677341e-06
5.565,20776.16,727288.336798814,6.29647247081575e-06,2.29650906828776e-06
5.57,20776.16,847766.736763927,6.07630296044981e-06,2.38193818847755e-06
5.575,20776.163,653342.855159986,6.07011079290273e-06,2.47956831997028e-06
5.58,20776.16,581867.294257555,6.78023575072208e-06,2.37865800106988e-06
5.585,20776.165,468529.851849177,6.49393557055755e-06,2.07651080582214e-06
5.59,20776.166,367499.831230172,6.45852087715867e-06,2.18684020753376e-06
5.595,20776.167,306798.177188984,6.69594771349557e-06,1.90688423159658e-06
5.6,20776.17,288443.969147024,5.79147402165413e-06,2.90845552028432e-06
5.605,20776.168,204556.558479851,6.25676552201622e-06,2.79713903357127e-06
5.61,20776.171,218907.520846105,8.36407653661225e-06,2.70831357140704e-06
5.615,20776.17,184393.906777795,6.15660881155418e-06,2.13823738047277e-06
