imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.4,20776.126,280440.218632714,5.42984115605363e-06,2.07205686610372e-06
5.405,20776.127,308606.855096904,6.16860414979533e-06,2.73829585104616e-06
5.41,20776.133,308964.000968431,7.26053295108461e-06,2.41186174174246e-06
5.415,20776.132,290781.21728976,5.99747094707752e-06,2.28276323953836e-06
5.42,20776.134,327127.089616389,7.8794031379974e-06,2.29358096828163e-06
5.425,20776.135,343168.637338607,5.97713453977645e-06,2.02063071817021e-06
5.43,20776.133,340804.802031938,5.97146542734816e-06,2.06011059725984e-06
5.435,20776.135,399438.768495545,6.96823943062813e-06,2.31970672391134e-06
5.44,20776.134,404460.564686069,6.60771455836881e-06,2.37299754629886e-06
5.445,20776.137,412789.189258369,6.56505545117576e-06,2.28188724712934e-06
5.45,20776.136,453722.707375265,7.18262244119345e-06,2.54451102283636e-06
5.455,20776.137,489903.234268447,6.38847050206546e-06,1.97039336837903e-06
5.46,20776.142,543886.784085389,6.98202200071915e-06,2.12103170158345e-06
5.465,20776.142,673737.199915346,6.26789016330862e-06,2.13654193660089e-06
5.47,20776.14,814524.076939406,7.26469998332603e-06,2.77294732572693e-06
5.475,20776.137,1257149.66854638,7.01167504655686e-06,2.55809489642434e-06
5.48,20776.142,1133752.14304301,7.26053295108461e-06,2.33002143062626e-06
5.485,20776.145,1375417.68100095,6.49393557055755e-06,2.0837586565288e-06
5.49,20776.14,1616849.33352977,6.84379774871286e-06,2.14021624821198e-06
5.495,20776.142,2394746.36411727,6.76514565023761e-06,2.24206272416875e-06
5.5,20776.144,3494239.03811962,7.3876398839164e-06,2.42599033794099e-06
5.505,20776.149,4349077.0160139,7.15984841305193e-06,2.10698051997076e-06
5.51,20776.151,3964995.36653547,7.37188799098987e-06,2.36050888970347e-06
5.515,20776.149,4138620.05180971,7.20647031769777e-06,2.19456426674773e-06
5.52,20776.151,4000203.70573907,7.46559526045858e-06,3.14068652945674e-06
5.525,20776.151,3610874.5833364,7.50949254339261e-06,2.34272510905899e-06
5.53,20776.151,3606186.33495667,7.2428364007733e-06,2.45013390099224e-06
5.535,20776.156,3919492.54215024,7.2735588960994e-06,2.17855916302965e-06
5.54,20776.156,3332452.24830837,6.97742629770016e-06,2.39597899397673e-06
5.545,20776.156,2751688.31216882,7.22672012974732e-06,2.57109505525607e-06
5.55,20776.156,2521795.19850372,6.95956850202458e-06,2.46073430105746e-06
5.555,20776.153,2494793.59041458,6.74354582269978e-06,2.35338730817289e-06
5.56,20776.158,2052106.4752784,7.00911627455132e-06,2.13089531353473e-06
5.565,20776.155,1229608.54032069,7.51320060772576e-06,2.55624042063455e-06
5.57,20776.161,855136.944140598,6.3173446068504e-06,2.21321507394257e-06
5.575,20776.16,685454.011720525,7.42603971325767e-06,2.54759509142535e-06
5.58,20776.16,518764.496244236,6.40020053494531e-06,2.12525616201746e-06
5.585,20776.162,434541.999418914,5.53483315408893e-06,1.73836277416587e-06
5.59,20776.165,377502.598746965,6.18157222766405e-06,2.54481934564033e-06
5.595,20776.163,312227.260542244,7.77342280347624e-06,2.60717142902377e-06
5.6,20776.165,318612.971708972,6.77872598417931e-06,2.28042763335843e-06
5.605,20776.165,261365.721421484,6.74655767876885e-06,1.9533378676222e-06
5.61,20776.168,226420.664171886,6.53636335859727e-06,2.73797602205691e-06
5.615,20776.17,216869.880410052,8.44195575005303e-06,2.41456402352312e-06
