imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.108,1342438.60651748,6.94733638105999e-06,2.45497695897634e-06
5.505,20776.108,1524425.25179818,7.12111240136881e-06,2.73829585104616e-06
5.51,20776.108,1784886.36067549,6.96160823486886e-06,2.13908535457348e-06
5.515,20776.11,1989582.06715482,6.91731148557395e-06,2.29768083129863e-06
5.52,20776.109,1746629.86870411,7.15209280522281e-06,2.29855984968494e-06
5.525,20776.11,1598962.71353302,7.25272298773739e-06,2.45134421719533e-06
5.53,20776.111,1773374.16851558,6.83874231195184e-06,2.39388519513687e-06
5.535,20776.112,1991214.66354154,7.13762691528953e-06,2.45618847062725e-06
5.54,20776.111,1865763.32496892,6.81248415113654e-06,2.16261263625479e-06
5.545,20776.113,1507442.00817581,7.4191941027244e-06,2.69655730405119e-06
5.55,20776.113,1325885.28048831,6.73451428912897e-06,2.35813383374546e-06
5.555,20776.115,1009414.15459677,7.02703748499801e-06,2.02970755734555e-06
5.56,20776.115,822437.296511844,6.56208438976358e-06,2.39358615573238e-06
5.565,20776.116,729285.941839849,6.63905250385504e-06,2.21810599653668e-06
5.57,20776.116,584106.242425705,7.39920195637742e-06,2.95711236664371e-06
5.575,20776.118,533006.520944398,6.71096048344914e-06,2.31911800321733e-06
5.58,20776.118,477057.015976254,6.33144066445356e-06,2.36377654358789e-06
5.585,20776.119,424834.700510857,7.15416055637539e-06,2.33888081971088e-06
5.59,20776.12,377562.836274202,6.07439734190793e-06,2.17599237778793e-06
5.595,20776.121,322565.433262211,5.97997010464969e-06,2.13852001982747e-06
5.6,20776.121,318288.625625575,7.10410184197849e-06,2.42960425141882e-06
5.605,20776.122,285076.68871125,6.81500677952437e-06,2.13428239078856e-06
5.61,20776.123,259356.216556628,6.11973652170259e-06,2.02090547504084e-06
5.615,20776.124,248929.622524295,6.72849662894542e-06,2.34213347446092e-06
5.62,20776.124,217941.908675107,5.76638362657105e-06,2.75912480152828e-06
5.625,20776.125,223217.889491715,8.07373334257827e-06,2.23598922349676e-06
5.63,20776.125,198880.685224869,6.01499736088139e-06,2.41546512033637e-06
5.635,20776.127,196537.747564655,7.4407948268481e-06,2.46983857015662e-06
5.64,20776.128,229374.062943135,6.12499721125078e-06,2.61247960026509e-06
5.645,20776.129,218449.86504937,6.25918308174793e-06,2.11906172498741e-06
5.65,20776.129,21543.1235312519,2.17114813369545e-06,1.1577195473679e-05
5.655,20776.13,57739.4432989418,3.49761792292442e-06,9.33943610016098e-05
5.66,20776.132,74628.2307097858,3.31745557753145e-06,5.76443535389056e-05
5.665,20776.132,22335.9505997122,5.45373779375383e-06,2.64412768974534e-06
5.67,20776.133,4.67907942555796,4.31030313711365e-05,4.3898492213555e-05
5.675,20776.133,14083.0915731629,6.21429290468322e-06,4.91635660199311e-07
5.68,20776.134,55873.4185725648,1.18118198160859e-06,9.33943610016098e-05
5.685,20776.136,25179.0266650384,1.31501087083968e-06,2.55841796713186e-05
5.69,20776.137,32353.3769656607,1.00201095198159e-06,9.33943610016098e-05
5.695,20776.137,314403.984609138,9.33943610016098e-05,1.74118813477123e-05
5.7,20776.138,31039.6399603267,2.53896440645196e-06,1.31945925265968e-05
5.705,20776.139,12310.0571689131,7.72177587127333e-06,2.1938803202293e-07
5.71,20776.14,25095.6045719326,1.02810440250183e-06,1.35046067678252e-05
5.715,20776.141,814738.450776344,5.08170644296081e-05,9.33943610016098e-05
5.72,20776.143,51168.4261036383,2.38283317729959e-06,6.53010563194454e-05
5.725,20776.144,21861.8706095615,2.20631943205012e-06,7.54679827086995e-05
5.73,20776.144,7752.84679755066,3.1489406446308e-07,1.77530800594735e-07
5.735,20776.145,216537.893543553,9.33943610016098e-05,5.95544208931504e-05
5.74,20776.146,45022.9620191171,2.71913917329495e-06,3.78156702519918e-05
5.745,20776.148,74472.9885691787,2.10810289604353e-06,9.33943610016098e-05
5.755,20776.149,49745.0148367271,1.09784103791812e-06,9.33943610016098e-05
5.76,20776.151,2255.92079589289,4.1533928999925e-05,1.79359698284091e-07
5.765,20776.152,0.758898598009519,5.32822583487612e-05,5.0717909205558e-05
5.77,20776.153,2149898.38675652,6.78325578813717e-06,2.38760929020572e-06
5.775,20776.154,1962447.27907377,6.52994099262919e-06,2.20172831469426e-06
5.78,20776.156,1442818.68777122,6.89141015659373e-06,2.30677212792104e-06
5.785,20776.157,1058050.23648478,6.64353540516481e-06,2.28159528701742e-06
5.79,20776.159,745962.26797976,7.37451213904811e-06,2.80134294724586e-06
5.795,20776.159,568008.231902674,6.58240004483763e-06,2.68514331768897e-06
5.8,20776.158,3618382.30585756,7.40972077646831e-06,2.48444036756403e-06
5.805,20776.158,473572.983014309,7.12472331688765e-06,2.55315112196134e-06
5.81,20776.163,345391.720945466,6.34165796084995e-06,2.25655659505259e-06
5.815,20776.163,340799.039145282,5.86988135218807e-06,2.24061590542529e-06
5.82,20776.164,278925.992953195,6.35285778460295e-06,2.79196931947013e-06
5.825,20776.166,188635.416055139,5.11871070278028e-06,2.44831898705376e-06
5.83,20776.169,183244.428726055,7.52433029231366e-06,2.36674909930985e-06
5.835,20776.17,139374.157552758,6.1206928426015e-06,3.08102924696565e-06
5.84,20776.173,138482.213707195,5.19376057141226e-06,4.90368396224232e-06
5.845,20776.174,123950.65714148,6.2901690892636e-06,2.85922174893871e-06
