imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.001,94685.2087551077,3.79540936394546e-06,5.56214988394957e-06
5.505,20776.001,85917.8641712944,1.45254098700276e-05,3.35133755739306e-06
5.51,20776.003,54361.8709525069,3.79578592066959e-06,1.61229787023808e-06
5.515,20776.003,95696.9718571628,1.34435915219857e-05,1.54911957364004e-06
5.52,20776.003,68113.614037204,4.34047830879626e-06,2.29621617423222e-06
5.525,20776.004,43607.7089741963,4.36830763360725e-06,1.64436052794738e-06
5.53,20776.005,97191.8430898333,4.21773604935264e-06,3.57540096819168e-06
5.535,20776.005,115156.590325644,7.33362860808868e-06,3.12802558828361e-06
5.54,20776.007,83346.5208125251,3.46444140670808e-06,2.68071108282005e-06
5.545,20776.007,127741.182073415,6.02970134105918e-06,2.52635303900565e-06
5.55,20776.007,56604.423331338,3.92566389221061e-06,1.33749213567777e-06
5.555,20776.008,148118.604239996,9.77513857651982e-06,2.34983055204399e-06
5.56,20776.009,119810.006508844,7.6542505154636e-06,1.8073295785433e-06
5.565,20776.01,146355.37929943,9.91827327988112e-06,2.48230825835729e-06
5.57,20776.011,158081.490757166,5.32184082291667e-06,1.8744611463693e-06
5.575,20776.011,197030.618539089,6.24999883905744e-06,2.64821504725739e-06
5.58,20776.012,275968.012029495,6.48408844271098e-06,2.40316468139671e-06
5.585,20776.013,270882.832617596,6.55911400079079e-06,2.19628257355918e-06
5.59,20776.014,308184.211470116,5.50259522318234e-06,2.37806184618474e-06
5.595,20776.015,329412.600726753,6.4261424717937e-06,2.07177865364173e-06
5.6,20776.015,453833.120484854,6.21284752421292e-06,2.6595503582099e-06
5.605,20776.017,568034.478811007,6.69694804181739e-06,2.2743023548527e-06
5.61,20776.016,537885.390832898,6.23406328612e-06,2.30824014718445e-06
5.615,20776.018,536526.666734949,5.90787325363935e-06,2.00746435473365e-06
5.62,20776.018,526343.833127483,7.07168362259742e-06,2.16346542950453e-06
5.625,20776.019,405885.837211424,6.00788897597402e-06,2.21292754072335e-06
5.63,20776.02,323036.360913311,6.33241338540226e-06,2.26120449617994e-06
5.635,20776.022,268954.752918451,6.83419401591049e-06,2.64412768974534e-06
5.64,20776.021,212497.935890102,6.49295052155319e-06,2.39897172288067e-06
5.645,20776.023,225924.028502956,7.2423162408797e-06,2.82273458941358e-06
5.65,20776.023,130684.562226059,4.69913504167077e-06,2.16887035730385e-06
5.655,20776.025,98091.988903232,4.09675425493502e-06,2.1131572867877e-06
5.66,20776.025,110670.587393838,8.28488913901749e-06,2.79067763809974e-06
5.665,20776.027,92062.813575809,4.71087396569378e-06,1.93581862650525e-06
5.67,20776.027,100152.662250408,3.88593766681497e-06,2.4737889741777e-06
5.675,20776.029,102890.797697074,7.21269800312033e-06,3.01992836783655e-06
5.68,20776.029,102708.162222056,5.32184082291667e-06,2.58568191890516e-06
5.685,20776.03,90170.6536529309,3.96674692286458e-06,3.04180025314798e-06
5.69,20776.031,68422.4061534247,3.96674692286458e-06,3.40034449251466e-06
5.695,20776.032,83705.8310067752,6.28726090093524e-06,2.00801209398205e-06
5.7,20776.034,73943.6331077658,7.00041994268158e-06,2.03439144332019e-06
5.705,20776.035,102463.885312359,7.54980050358406e-06,2.25510510659108e-06
5.71,20776.035,123020.642839524,6.63606474353111e-06,1.96172099216288e-06
5.715,20776.038,144774.171308922,7.46559526045858e-06,2.54852067624006e-06
5.72,20776.038,156752.775218664,6.69494745988924e-06,1.70918016506396e-06
5.725,20776.039,182695.417619413,6.90562447947622e-06,2.17456703974751e-06
5.73,20776.04,275104.430872458,6.07439734190793e-06,2.13117746723875e-06
5.735,20776.041,260234.739511467,6.67495807801535e-06,2.09745238990363e-06
5.74,20776.043,247424.97824088,6.5052690042834e-06,3.22482065277632e-06
5.745,20776.044,293662.276715116,5.18055442197791e-06,2.02035597997846e-06
5.75,20776.045,270937.053052233,5.83948265511156e-06,2.34154191457833e-06
5.755,20776.046,199578.386197981,5.75895989560375e-06,2.43774539117015e-06
5.76,20776.047,171021.462300467,6.16956428118417e-06,2.10025253963518e-06
5.765,20776.049,169276.918614991,5.65047473365996e-06,2.11006777330746e-06
5.77,20776.05,103916.307586737,4.82227520778944e-06,2.46619484519876e-06
5.775,20776.051,155076.548517146,8.48694194586029e-06,1.92856460243133e-06
5.78,20776.052,106707.843855167,5.51075930992817e-06,1.76856344717875e-06
5.785,20776.054,119345.472868149,5.63807654818207e-06,2.02475403251125e-06
5.79,20776.056,138809.558667833,6.87467636205281e-06,2.75784074113774e-06
5.795,20776.057,113909.160606295,7.90329326611064e-06,2.31735228942824e-06
5.8,20776.057,154753.735094905,6.32463370984631e-06,2.92826670571742e-06
5.805,20776.059,131071.346116576,6.51069283510139e-06,1.88824682649254e-06
5.81,20776.061,170939.473285027,9.9219258586244e-06,2.50367053733791e-06
5.815,20776.064,149262.852357878,6.32998172312204e-06,2.04184165158883e-06
5.82,20776.065,156257.294630197,5.91304209917293e-06,1.64981774724942e-06
5.825,20776.067,378973.363675205,6.72097833618761e-06,2.84257800524066e-06
5.83,20776.068,507226.33918301,6.41683649889308e-06,2.03797688085735e-06
5.835,20776.071,699781.651591814,6.22296871781185e-06,2.09493385218881e-06
5.84,20776.073,505234.198661501,6.54180013387369e-06,2.06149792379534e-06
5.845,20776.075,548773.753910545,6.48064371311811e-06,2.11596789668769e-06
5.85,20776.077,609112.01464527,6.17388579703812e-06,2.3205899450439e-06
