imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
6,20776.049,82929.866339814,9.40109999785594e-06,1.92802780900204e-06
6.005,20776.05,110493.115176559,5.30045993977934e-06,2.96875682227057e-06
6.01,20776.05,83853.1896211439,1.07304406550266e-05,1.93958533315768e-06
6.015,20776.051,81128.1919151887,9.55043716082289e-06,2.90252527722267e-06
6.02,20776.052,88914.6378509512,1.38836800963991e-05,2.73541806258231e-06
6.025,20776.052,78855.5256904154,1.34520969837998e-05,1.5132449316921e-06
6.03,20776.054,79542.4359597951,7.55511221447167e-06,2.8975880310255e-06
6.035,20776.053,87933.576532244,5.36965726945803e-06,2.25220353058348e-06
6.04,20776.055,83263.0211548065,9.83263125790599e-06,2.66112662153771e-06
6.045,20776.055,83920.3925907557,1.0059996009935e-05,2.45073902173604e-06
6.05,20776.055,74198.1831771154,4.41204510945017e-06,4.39501020214995e-06
6.055,20776.057,95807.4889178674,7.01269868611118e-06,2.2498836146562e-06
6.06,20776.057,93376.1806005385,9.49496783091009e-06,2.76844317720003e-06
6.065,20776.06,88030.0005894193,8.84941012128615e-06,2.22559667258194e-06
6.07,20776.058,89655.0362474538,1.05124926229314e-05,2.72424104573226e-06
6.075,20776.06,96367.111749291,5.09643314972241e-06,3.10618595204504e-06
6.08,20776.061,97988.7516729615,4.58213748805123e-06,2.97608790603175e-06
6.085,20776.061,109316.497673425,7.19454143888391e-06,2.66964651278065e-06
6.09,20776.062,120142.575376636,8.22325141042248e-06,2.42267994679698e-06
6.095,20776.063,143417.6074791,9.07565240384807e-06,2.4722692144383e-06
6.1,20776.064,163110.345904877,8.64476675099732e-06,1.9223959889421e-06
6.105,20776.065,187018.95569692,6.39971156876829e-06,3.25369352881941e-06
6.11,20776.066,194722.945867473,6.50773410174486e-06,2.71213190646223e-06
6.115,20776.066,219496.702435709,6.46687394739398e-06,2.57636639176141e-06
6.12,20776.067,308868.843329854,7.01116325479801e-06,2.75270748819513e-06
6.125,20776.069,381166.253182172,7.57637773689429e-06,3.05394787089473e-06
6.13,20776.069,496356.036848397,7.44501326334582e-06,2.97208801233878e-06
6.135,20776.07,420815.022810612,6.64552829139761e-06,2.62467756691187e-06
6.14,20776.071,327166.610752137,6.18157222766405e-06,2.48962215755605e-06
6.145,20776.073,343506.98398791,5.9469303551356e-06,2.44197208372938e-06
6.15,20776.072,403369.41725056,6.82358720899211e-06,2.55562241146893e-06
6.155,20776.074,476195.082623271,7.25168197683192e-06,2.67849633828269e-06
6.16,20776.075,501432.805219562,6.51019966617812e-06,2.37985053498664e-06
6.165,20776.077,402031.020757093,6.05868739238892e-06,2.55809489642434e-06
6.17,20776.076,330918.265078266,6.05250420937937e-06,3.67846500775395e-06
6.175,20776.078,215986.298573161,8.51906754202947e-06,3.63264169961017e-06
6.18,20776.079,170629.045170076,7.82416056025367e-06,2.53711687920263e-06
6.185,20776.081,191281.103762563,6.38309783267843e-06,3.11232061668405e-06
6.19,20776.081,146380.503012952,5.54802784403519e-06,2.90581910954648e-06
6.195,20776.083,121437.204485395,5.77659906441966e-06,2.5971942215112e-06
6.2,20776.084,108069.482343159,4.71045446624247e-06,3.13349745182146e-06
6.205,20776.085,125270.207494183,6.51513219596006e-06,2.67280548364716e-06
6.21,20776.086,112748.266588718,5.04550939807504e-06,3.695165460508e-06
6.215,20776.088,120295.398284264,6.88430848674091e-06,2.20172831469426e-06
6.22,20776.088,127288.694908876,6.22055816265721e-06,2.45406852136631e-06
6.225,20776.09,116527.761118531,9.56956073961256e-06,3.61645085318693e-06
6.23,20776.091,116677.78550596,5.11696168790293e-06,2.61873141879054e-06
6.235,20776.092,132298.641138205,6.12595394308488e-06,2.16033934279252e-06
6.24,20776.094,120294.43192491,5.57583346535736e-06,2.35249786697589e-06
6.245,20776.094,164276.260905893,5.6974352115433e-06,3.02127205118715e-06
6.25,20776.097,193783.195519441,6.42075398140191e-06,3.13965901403644e-06
6.255,20776.097,225681.178060026,6.28726090093524e-06,3.19884137686241e-06
6.26,20776.099,258608.494855538,6.83116265909885e-06,2.22098553147508e-06
6.265,20776.1,321514.14435664,5.80776540710699e-06,2.68831144120287e-06
6.27,20776.102,491226.35450733,6.57942506086229e-06,2.89627214183673e-06
6.275,20776.104,803909.949710074,6.76212964745891e-06,2.61591717584992e-06
6.28,20776.106,955270.153601445,6.32852294990038e-06,2.46528433423392e-06
6.285,20776.108,828522.725837534,6.14175080539623e-06,2.28071951875487e-06
6.29,20776.11,1083882.59845091,6.71246268504867e-06,2.55778577042886e-06
6.295,20776.112,1102143.66726321,6.21429290468322e-06,2.41877058025812e-06
6.3,20776.114,1055325.89700952,6.38847050206546e-06,2.4277969584602e-06
