imagevcoAtom,wavemeterAtom,winTotNum,atomTempX,atomTempY
5.5,20776.108,1373848.26120341,7.25584646874672e-06,2.80716896220063e-06
5.505,20776.109,1623591.78658883,7.2735588960994e-06,2.89232626744216e-06
5.51,20776.11,1509579.6833374,7.4418493238993e-06,2.65293515156524e-06
5.515,20776.11,1418424.02845462,6.74254202010773e-06,2.37180673083835e-06
5.52,20776.11,1292839.29840839,6.97895803059664e-06,2.23107861337135e-06
5.525,20776.111,1571530.70562284,6.77419769321009e-06,2.26934982933807e-06
5.53,20776.111,1836972.21225038,6.86910295082624e-06,2.63251171939858e-06
5.535,20776.112,1416227.2049173,7.11286231709537e-06,2.50061317953616e-06
5.54,20776.113,1162019.75717286,7.79013722802669e-06,3.19158600790969e-06
5.545,20776.114,992460.051459597,6.71246268504867e-06,2.42508727984616e-06
5.55,20776.114,802490.367975109,7.46612337755174e-06,2.74181520273347e-06
5.555,20776.116,716838.994061213,6.67645624497848e-06,2.77230365179091e-06
5.56,20776.116,505543.866870691,7.13504526166554e-06,2.90779630552662e-06
5.565,20776.117,536530.687535879,8.25876218793996e-06,3.02799495086949e-06
5.57,20776.117,467675.209952512,8.08472100236139e-06,2.16261263625479e-06
5.575,20776.118,368048.279916487,7.05062587460972e-06,2.48840242720137e-06
5.58,20776.119,347808.468855078,7.93429560830005e-06,2.45316025186613e-06
5.585,20776.12,329862.73915936,6.67845406243354e-06,3.06747361583243e-06
5.59,20776.12,277890.882251545,7.44343120956763e-06,2.2580085504859e-06
5.595,20776.122,257995.784247735,6.2746665219232e-06,2.65387967675635e-06
5.6,20776.121,260622.16007957,7.34095830961332e-06,2.23165605202655e-06
5.605,20776.123,238658.170292235,7.1810685177968e-06,2.99980898101214e-06
5.61,20776.124,204777.894108055,7.69923446980619e-06,2.90779630552662e-06
5.615,20776.125,202965.067174048,6.53586921837265e-06,2.71308691050065e-06
5.62,20776.125,214786.950181108,7.06808617454544e-06,2.19084357549697e-06
5.625,20776.126,208882.917612574,7.95445241824491e-06,2.39239018490314e-06
5.63,20776.127,177711.003667723,5.12964881685488e-06,2.93554765538562e-06
5.635,20776.128,158045.248701928,6.6689670912613e-06,3.42748571569211e-06
5.645,20776.129,197471.702028217,7.71962765153931e-06,2.57450530365086e-06
5.65,20776.13,225905.826144829,5.93562351078432e-06,2.70990421746644e-06
5.655,20776.132,203887.240302999,5.72468734052443e-06,2.58226427367697e-06
5.66,20776.132,223139.090143481,7.48461924350168e-06,2.15891914144195e-06
5.665,20776.133,223223.96270691,7.94954705688259e-06,2.64664261309839e-06
5.675,20776.135,270313.305313916,7.08248145834181e-06,2.54759509142535e-06
5.68,20776.136,275732.03369416,7.88537227981041e-06,2.44318038261428e-06
5.685,20776.137,301162.933307377,7.12885119821294e-06,2.19656902340381e-06
5.69,20776.138,294311.593684619,5.75385885437626e-06,2.36734383460071e-06
5.695,20776.138,327264.286926046,6.65998565442573e-06,2.83053354156563e-06
5.7,20776.14,406585.525327469,7.60993153831078e-06,2.41636638525947e-06
5.705,20776.141,508854.549798579,7.07014174707334e-06,2.08180606996277e-06
5.71,20776.142,512408.806930334,6.2239330706258e-06,2.45709730049359e-06
5.715,20776.143,713115.034623222,6.77369464316343e-06,2.43774539117015e-06
5.72,20776.144,950811.663252487,6.84733766583846e-06,2.45437131522411e-06
5.725,20776.145,1134735.01845218,6.60771455836881e-06,2.51162840933465e-06
5.73,20776.146,1417134.24402676,6.92697342174209e-06,2.6494733308043e-06
5.735,20776.147,1867654.7109935,7.49466943870737e-06,2.75816172821706e-06
5.74,20776.148,2363122.8924597,7.33624593835857e-06,2.40856100757538e-06
5.745,20776.149,3431005.24337837,7.3451483542253e-06,2.83150916707896e-06
5.75,20776.15,2491595.98485294,7.47986097825793e-06,2.64004348896269e-06
5.755,20776.151,1983086.02740157,7.2002453220328e-06,2.8217604768889e-06
5.76,20776.152,1719720.2569498,7.46084304716943e-06,3.16918112098003e-06
5.765,20776.153,1956960.03320752,7.24960017916745e-06,2.65010258465098e-06
5.77,20776.155,1375084.4615819,7.11440884365863e-06,2.84485956410388e-06
5.775,20776.155,1115687.32370168,7.37503702469638e-06,3.21961639210105e-06
5.78,20776.158,755646.051887155,7.1355615550326e-06,3.40640618813942e-06
5.785,20776.158,623611.649945256,6.24033849993288e-06,2.62467756691187e-06
5.79,20776.161,452458.902142002,6.66148214029037e-06,3.32132915535117e-06
5.795,20776.162,407853.334408714,6.79534266219153e-06,2.40046878779034e-06
5.8,20776.163,367340.410696535,5.96296680200123e-06,2.9478132769075e-06
5.805,20776.163,275250.053261918,6.48556503557672e-06,4.05227765611914e-06
5.81,20776.166,257552.759046578,8.07263498753514e-06,2.3309066130404e-06
5.815,20776.166,216763.83584685,7.60619967709444e-06,2.73094451004807e-06
5.82,20776.168,175802.774171523,7.74542601323653e-06,2.65702930818677e-06
5.825,20776.17,134211.072545155,7.30539119661729e-06,2.80781667077305e-06
5.83,20776.172,140312.330070021,8.92315968824822e-06,2.44831898705376e-06
5.835,20776.174,115698.404167013,1.07938479545978e-05,3.16711695617091e-06
5.84,20776.176,97178.0081755987,6.37919185635488e-06,2.04543364541013e-06
