 #Wavefunction nu=           0
 # R (nm)   R psi(R)    E(MHz)
   7.8783363675116532E-005   2.0297764526737461E-018  -38.080439101838977     
   2.6410587370773105E-004   5.5059566463758506E-018  -38.080439101838977     
   5.5537711292163517E-004   1.2121566445478657E-017  -38.080439101838977     
   9.5257434120201248E-004   1.7172094185941983E-017  -38.080439101838977     
   1.4556932813978663E-003   3.0386919401368840E-017  -38.080439101838977     
   2.0647324178349183E-003   3.6396890660218605E-017  -38.080439101838977     
   2.7796908673177068E-003   5.7348681235411214E-017  -38.080439101838977     
   3.6005679017481682E-003   6.2729605967683391E-017  -38.080439101838977     
   4.5273628057012835E-003   9.3407690837809202E-017  -38.080439101838977     
   5.5600748251326618E-003   8.2697937321051755E-017  -38.080439101838977     
   6.6987031461719143E-003   1.2682911854298337E-016  -38.080439101838977     
   7.9432468854563031E-003   1.1860358356944827E-016  -38.080439101838977     
   9.2937050852879548E-003   1.4376952448859164E-016  -38.080439101838977     
   1.0750076711105019E-002   1.5711284953255966E-016  -38.080439101838977     
   1.2312360650010058E-002   2.1029139491195655E-016  -38.080439101838977     
   1.3980555709961234E-002   2.0710731294522411E-016  -38.080439101838977     
   1.5754660619220307E-002   2.0649393765312230E-016  -38.080439101838977     
   1.7634674026018694E-002   1.8874069823875521E-016  -38.080439101838977     
   1.9620594498348905E-002   1.3753329206998819E-016  -38.080439101838977     
   2.1712420523776838E-002   1.9807501088321354E-016  -38.080439101838977     
   2.3910150509352319E-002   1.3081659569058195E-016  -38.080439101838977     
   2.6213782781501927E-002   1.0368239953799664E-016  -38.080439101838977     
   2.8623315585950403E-002  -1.5178569316799102E-017  -38.080439101838977     
   3.1138747087686148E-002  -1.2394228537077126E-016  -38.080439101838977     
   3.3760075370878148E-002  -1.2788596022959361E-016  -38.080439101838977     
   3.6487298438848445E-002  -1.6929174551168168E-016  -38.080439101838977     
   3.9320414214011487E-002  -3.5776396780363571E-016  -38.080439101838977     
   4.2259420537838217E-002  -4.7252175044103203E-016  -38.080439101838977     
   4.5304315170821723E-002  -5.5711001795357302E-016  -38.080439101838977     
   4.8455095792405825E-002  -6.5611926672220241E-016  -38.080439101838977     
   5.1711760000980919E-002  -7.5898291773830031E-016  -38.080439101838977     
   5.5074305313811855E-002  -8.1720156205718798E-016  -38.080439101838977     
   5.8542729167005987E-002  -8.8203599256817549E-016  -38.080439101838977     
   6.2117028915471245E-002  -9.6659805238858930E-016  -38.080439101838977     
   6.5797201832864180E-002  -9.8124275158159832E-016  -38.080439101838977     
   6.9583245111554975E-002  -8.8183611661707222E-016  -38.080439101838977     
   7.3475155862563243E-002  -9.0565955519191121E-016  -38.080439101838977     
   7.7472931115526139E-002  -9.1177253844324745E-016  -38.080439101838977     
   8.1576567818645015E-002  -8.0913748382969391E-016  -38.080439101838977     
