 #Wavefunction nu=           0
 # R (nm)   R psi(R)    E(MHz)
   1.4614710570420118E-004   3.1963294236883200E-018  -5.7941004342862694     
   4.8992969126114279E-004   1.0548740480366228E-017  -5.7941004342862694     
   1.0302525030863661E-003   2.3663963579348691E-017  -5.7941004342862694     
   1.7670733571221108E-003   3.9259270393826707E-017  -5.7941004342862694     
   2.7003843190379589E-003   6.3483614295848878E-017  -5.7941004342862694     
   3.8301825771818242E-003   8.1747794115379602E-017  -5.7941004342862694     
   5.1564664931816597E-003   1.0302253467976033E-016  -5.7941004342862694     
   6.6792347163789094E-003   1.3896035147696004E-016  -5.7941004342862694     
   8.3984859196241414E-003   1.7196880132424722E-016  -5.7941004342862694     
   1.0314218704127057E-002   2.2134155554242172E-016  -5.7941004342862694     
   1.2426431560117107E-002   2.6301030319577241E-016  -5.7941004342862694     
   1.4735122848911949E-002   3.1451390453618321E-016  -5.7941004342862694     
   1.7240290793933809E-002   3.5144152344805286E-016  -5.7941004342862694     
   1.9941933476018379E-002   4.2994669688204080E-016  -5.7941004342862694     
   2.2840048830684880E-002   4.6584721293860684E-016  -5.7941004342862694     
   2.5934634646635705E-002   5.3424046133136163E-016  -5.7941004342862694     
   2.9225688564732375E-002   5.9183459870519946E-016  -5.7941004342862694     
   3.2713208077376148E-002   6.6681331205935549E-016  -5.7941004342862694     
   3.6397190528121022E-002   6.6068171326650025E-016  -5.7941004342862694     
   4.0277633111325595E-002   7.7976516629519555E-016  -5.7941004342862694     
   4.4354532871987130E-002   8.2962439676212629E-016  -5.7941004342862694     
   4.8627886705542654E-002   8.8470596622997138E-016  -5.7941004342862694     
   5.3097691357723242E-002   8.9866833174350149E-016  -5.7941004342862694     
   5.7763943424490025E-002   9.8350560281604498E-016  -5.7941004342862694     
   6.2626639351880009E-002   1.0191509456327542E-015  -5.7941004342862694     
   6.7685775435955081E-002   1.0873199714871705E-015  -5.7941004342862694     
   7.2941347822689420E-002   1.1546752410453984E-015  -5.7941004342862694     
   7.8393352507903011E-002   1.1968661463337782E-015  -5.7941004342862694     
   8.4041785337197750E-002   1.3101285771542933E-015  -5.7941004342862694     
   8.9886642005825135E-002   1.3389142833659556E-015  -5.7941004342862694     
   9.5927918058678424E-002   1.4133526335042924E-015  -5.7941004342862694     
  0.10216560889015892        1.4982292159443012E-015  -5.7941004342862694     
  0.10859970974411673        1.6253349284310405E-015  -5.7941004342862694     
  0.11523021571377288        1.7036691423759269E-015  -5.7941004342862694     
  0.12205712174162303        1.7544781435051386E-015  -5.7941004342862694     
  0.12908042261937258        1.8124551381299421E-015  -5.7941004342862694     
  0.13630011298781733        1.9024650036524726E-015  -5.7941004342862694     
  0.14371618733678479        1.9570431537931436E-015  -5.7941004342862694     
  0.15132864000503482        2.0470520205540466E-015  -5.7941004342862694     
  0.15913746518015637        2.1820962792662663E-015  -5.7941004342862694     
  0.16714265689847424        2.3202192896664848E-015  -5.7941004342862694     
  0.17534420904497308        2.4689527681965108E-015  -5.7941004342862694     
  0.18374211535315263        2.6334802727411574E-015  -5.7941004342862694     
  0.19233636940497917        2.8246085247307383E-015  -5.7941004342862694     
  0.20112696463073898        2.9574422791144861E-015  -5.7941004342862694     
  0.21011389430893876        3.1390548754844351E-015  -5.7941004342862694     
  0.21929715156622226        3.3469654820121164E-015  -5.7941004342862694     
  0.22867672937721878        3.5406357045813459E-015  -5.7941004342862694     
  0.23825262056445884        3.6890000247705722E-015  -5.7941004342862694     
  0.24802481779824972        3.8693505666334007E-015  -5.7941004342862694     
  0.25799331359654726        4.0386910382540867E-015  -5.7941004342862694     
  0.26815810032484388        4.1892723628711239E-015  -5.7941004342862694     
  0.27851917019603206        4.3231256548269907E-015  -5.7941004342862694     
  0.28907651527030559        4.4601507530294574E-015  -5.7941004342862694     
  0.29983012745499971        4.6687056324713207E-015  -5.7941004342862694     
  0.31077999850446297        4.7803295507036192E-015  -5.7941004342862694     
  0.32192612001995313        4.9194993221881097E-015  -5.7941004342862694     
  0.33326848344946425        5.1017170853961913E-015  -5.7941004342862694     
  0.34480708008761468        5.2302657454994441E-015  -5.7941004342862694     
  0.35654190107548694        5.3608868757334908E-015  -5.7941004342862694     
  0.36847293740049308        5.5523023211061568E-015  -5.7941004342862694     
  0.38060017989623429        5.6208297590432730E-015  -5.7941004342862694     
