 #Wavefunction nu=           0
 # R (nm)   R psi(R)    E(MHz)
   1.6209761334243743E-004   1.7880350741631055E-018  -4.1866326528516371     
   5.4340065974187515E-004   6.9758558700329779E-018  -4.1866326528516371     
   1.1426943495438065E-003   1.2563114665671693E-017  -4.1866326528516371     
   1.9599318947187932E-003   2.1820215743318589E-017  -4.1866326528516371     
   2.9951044949829159E-003   3.5642301675940414E-017  -4.1866326528516371     
   4.2482090318201379E-003   5.2901619007184018E-017  -4.1866326528516371     
   5.7192436880463497E-003   7.3618160863545313E-017  -4.1866326528516371     
   7.4082069655919992E-003   9.9487917268179340E-017  -4.1866326528516371     
   9.3150973924624545E-003   1.1591047713803673E-016  -4.1866326528516371     
   1.1439913417203325E-002   1.4038391655948782E-016  -4.1866326528516371     
   1.3782653365267577E-002   1.6170578014795642E-016  -4.1866326528516371     
   1.6343315419126932E-002   1.7096904374548909E-016  -4.1866326528516371     
   1.9121897608307768E-002   1.9851157119036304E-016  -4.1866326528516371     
   2.2118397804188016E-002   2.4447440058835347E-016  -4.1866326528516371     
   2.5332813716969289E-002   2.3453368092083750E-016  -4.1866326528516371     
   2.8765142894012777E-002   3.0049819137614910E-016  -4.1866326528516371     
   3.2415382718703423E-002   3.2217582249580948E-016  -4.1866326528516371     
   3.6283530409762926E-002   3.2325186221778667E-016  -4.1866326528516371     
   4.0369583020820568E-002   3.1578009286377045E-016  -4.1866326528516371     
   4.4673537440026993E-002   3.2735497357297520E-016  -4.1866326528516371     
   4.9195390389870197E-002   2.9849676306614990E-016  -4.1866326528516371     
   5.3935138426954958E-002   2.8590410612160892E-016  -4.1866326528516371     
   5.8892777941841147E-002   3.2109500127681821E-016  -4.1866326528516371     
   6.4068305158972813E-002   2.4011230979483128E-016  -4.1866326528516371     
   6.9461716136507132E-002   2.1243199839629192E-016  -4.1866326528516371     
   7.5073006766257860E-002   1.6523755678420489E-016  -4.1866326528516371     
   8.0902172773570494E-002   1.0038902276864453E-016  -4.1866326528516371     
   8.6949209717248427E-002   2.1469636789936224E-017  -4.1866326528516371     
   9.3214112989482220E-002  -5.1434554451548868E-018  -4.1866326528516371     
   9.9696877815702759E-002  -1.2807683267403838E-016  -4.1866326528516371     
  0.10639749925457254       -1.5046149085854679E-016  -4.1866326528516371     
  0.11331597219783746       -1.8839706015656473E-016  -4.1866326528516371     
  0.12045229137026098       -2.3991516555408963E-016  -4.1866326528516371     
  0.12780645132953791       -2.1997369128709402E-016  -4.1866326528516371     
  0.13537844646618738       -2.6295136151080300E-016  -4.1866326528516371     
  0.14316827100348106       -2.6524855729614482E-016  -4.1866326528516371     
  0.15117591899731089       -2.6527095608166299E-016  -4.1866326528516371     
  0.15940138433612358       -2.8119421855341327E-016  -4.1866326528516371     
  0.16784466074081070       -3.2306380670459349E-016  -4.1866326528516371     
  0.17650574176459424       -3.6316284752046926E-016  -4.1866326528516371     
  0.18538462079292292       -3.9376682132232954E-016  -4.1866326528516371     
  0.19448129104338818       -5.6401009380716722E-016  -4.1866326528516371     
  0.20379574556556340       -6.6876460850040540E-016  -4.1866326528516371     
  0.21332797724094987       -8.2454112761350661E-016  -4.1866326528516371     
  0.22307797878281502       -1.0657665224208092E-015  -4.1866326528516371     
  0.23304574273608114       -1.2286469737803793E-015  -4.1866326528516371     
  0.24323126147723323       -1.3812956742913132E-015  -4.1866326528516371     
  0.25363452721415103       -1.5199781448541846E-015  -4.1866326528516371     
  0.26425553198601531       -1.6485462773763214E-015  -4.1866326528516371     
  0.27509426766317047       -1.7858798239225337E-015  -4.1866326528516371     
  0.28615072594698099       -1.8531872815215547E-015  -4.1866326528516371     
  0.29742489836970859       -1.8881390183182658E-015  -4.1866326528516371     
  0.30891677629436026       -1.9775533127508110E-015  -4.1866326528516371     
  0.32062635091457853       -1.9331938236434679E-015  -4.1866326528516371     
  0.33255361325446464       -2.0132258299371224E-015  -4.1866326528516371     
  0.34469855416843598       -2.1225596965501716E-015  -4.1866326528516371     
  0.35706116434111079       -2.2475900212995264E-015  -4.1866326528516371     
  0.36964143428711665       -2.3650595890361578E-015  -4.1866326528516371     
  0.38243935435096560       -2.6205455319135438E-015  -4.1866326528516371     
  0.39545491470687744       -2.8676891186694508E-015  -4.1866326528516371     
  0.40868810535862915       -3.1832168151963481E-015  -4.1866326528516371     
  0.42213891613940080       -3.3793593559950868E-015  -4.1866326528516371     
  0.43580733671159949       -3.6150586352635035E-015  -4.1866326528516371     
  0.44969335656669579       -3.6637645567672624E-015  -4.1866326528516371     
  0.46379696502505469       -3.7934855992051572E-015  -4.1866326528516371     
  0.47811815123576146       -3.7713361936841470E-015  -4.1866326528516371     
  0.49265690417644453       -3.7791367958130773E-015  -4.1866326528516371     
  0.50741321265310713       -3.7463436916246963E-015  -4.1866326528516371     
  0.52238706529993240       -3.7668396375664599E-015  -4.1866326528516371     
  0.53757845057910691       -3.7748861808275293E-015  -4.1866326528516371     
  0.55298735678063882       -3.7882822382517277E-015  -4.1866326528516371     
  0.56861377202215668       -3.7390518352134204E-015  -4.1866326528516371     
  0.58445768424874234       -3.5873164159313528E-015  -4.1866326528516371     
  0.60051908123269582       -3.3585530512759785E-015  -4.1866326528516371     
  0.61679795057337505       -3.1638163901487193E-015  -4.1866326528516371     
  0.63329427969698349       -2.8303529480213753E-015  -4.1866326528516371     
  0.65000805585636789       -2.6561759117439096E-015  -4.1866326528516371     
  0.66693926613081300       -2.4728440894470253E-015  -4.1866326528516371     
  0.68408789742582965       -2.3727717048629459E-015  -4.1866326528516371     
  0.70145393647294796       -2.1485760118364755E-015  -4.1866326528516371     
  0.71903736982950439       -1.9885006716903934E-015  -4.1866326528516371     
  0.73683818387842492       -1.7680744395235063E-015  -4.1866326528516371     
  0.75485636482801122       -1.5655826796994803E-015  -4.1866326528516371     
  0.77309189871171391       -1.3816623341444169E-015  -4.1866326528516371     
  0.79154477138790147       -1.3418165098617332E-015  -4.1866326528516371     
  0.81021496853965658       -1.1921433793112967E-015  -4.1866326528516371     
  0.82910247567450324       -1.1955598619693327E-015  -4.1866326528516371     
  0.84820727812424068       -1.1012411327102367E-015  -4.1866326528516371     
  0.86752936104463929       -9.7045614093281076E-016  -4.1866326528516371     
  0.88706870941524740       -8.5489601098237477E-016  -4.1866326528516371     
  0.90682530803913264       -8.0379757291142598E-016  -4.1866326528516371     
  0.92679914154265963       -6.4586502398535437E-016  -4.1866326528516371     
  0.94699019437519316       -6.2063875273068964E-016  -4.1866326528516371     
  0.96739845080892495       -5.0292177561849759E-016  -4.1866326528516371     
  0.98802389493855192       -3.9604633515391363E-016  -4.1866326528516371     
   1.0088665106810666       -1.5813519972181749E-016  -4.1866326528516371     
   1.0299262817754933        6.3640981530582829E-017  -4.1866326528516371     
   1.0512031917826110        2.8119143857073765E-016  -4.1866326528516371     
   1.0726972240846981        3.2811547992440708E-016  -4.1866326528516371     
   1.0944083618852838        2.9713836029149257E-016  -4.1866326528516371     
   1.1163365882088676        7.4901211502577014E-017  -4.1866326528516371     
   1.1384818859006389       -5.3158771513975203E-017  -4.1866326528516371     
   1.1608442376262340       -1.1667441537744620E-016  -4.1866326528516371     
   1.1834236258714221        4.0763065389900159E-017  -4.1866326528516371     
   1.2062200329418700        1.0825667743950253E-016  -4.1866326528516371     
   1.2292334409628169        2.5400210829262382E-016  -4.1866326528516371     
   1.2524638318788230        2.6318721356499930E-016  -4.1866326528516371     
   1.2759111874534677        1.9942242480725276E-016  -4.1866326528516371     
   1.2995754892690710        3.9376628050408291E-017  -4.1866326528516371     
   1.3234567187263979       -7.0737245943866928E-017  -4.1866326528516371     
   1.3475548570443490       -3.2951168839100166E-017  -4.1866326528516371     
   1.3718698852596947        5.4804130763154868E-017  -4.1866326528516371     
   1.3964017842267376        1.0374259892524073E-016  -4.1866326528516371     
   1.4211505346170332        1.0915066143291733E-016  -4.1866326528516371     
   1.4461161169190968        3.5185894982435529E-017  -4.1866326528516371     
   1.4712985114380666        6.4416479812914955E-017  -4.1866326528516371     
   1.4966976982953943        7.6272562031375022E-017  -4.1866326528516371     
   1.5223136574285703        2.9159132547635837E-016  -4.1866326528516371     
   1.5481463685907493        2.1626943256366156E-016  -4.1866326528516371     
   1.5741958113504815        1.9955676357108888E-016  -4.1866326528516371     
   1.6004619650913763        7.5087200270013581E-017  -4.1866326528516371     
   1.6269448090117620        9.5658352429056382E-017  -4.1866326528516371     
   1.6536443221243704        1.6637094017957347E-016  -4.1866326528516371     
   1.6805604832560044        1.2136911204676620E-016  -4.1866326528516371     
   1.7076932710472204       -1.3888326505457226E-017  -4.1866326528516371     
   1.7350426639519778       -9.8374398977895376E-017  -4.1866326528516371     
   1.7626086402372980       -1.1753449889552646E-016  -4.1866326528516371     
   1.7903911779829356        5.0792629713964622E-017  -4.1866326528516371     
   1.8183902550810269        1.4986378436284246E-016  -4.1866326528516371     
   1.8466058492357462        2.7440812294504820E-016  -4.1866326528516371     
   1.8750379379629574        3.7295560551907087E-016  -4.1866326528516371     
   1.9036864985898807        3.1214545932287013E-016  -4.1866326528516371     
   1.9325515082547020        2.3412653754502370E-016  -4.1866326528516371     
   1.9616329439062343        3.3301303172463321E-016  -4.1866326528516371     
   1.9909307823035645        4.0009254594184509E-016  -4.1866326528516371     
   2.0204450000156986        5.5665135421620362E-016  -4.1866326528516371     
   2.0501755734211722        6.5268119665829485E-016  -4.1866326528516371     
   2.0801224787076933        8.3228461208863521E-016  -4.1866326528516371     
   2.1102856918717805        9.9942553223816520E-016  -4.1866326528516371     
   2.1406651887183838        9.6291863670978987E-016  -4.1866326528516371     
   2.1712609448604963        7.2315946700264055E-016  -4.1866326528516371     
   2.2020729357188058        4.3767124563355371E-016  -4.1866326528516371     
   2.2331011365212960        1.4112249072615037E-016  -4.1866326528516371     
   2.2643455223028428       -8.6998543844078651E-017  -4.1866326528516371     
   2.2958060679048695       -4.7917913309095571E-016  -4.1866326528516371     
   2.3274827479749240       -8.1469817739085531E-016  -4.1866326528516371     
   2.3593755369663190       -1.2380586213476871E-015  -4.1866326528516371     
   2.3914844091376835       -1.4718287658329887E-015  -4.1866326528516371     
   2.4238093385526311       -1.3878896326456417E-015  -4.1866326528516371     
   2.4563502990793071       -1.0985180538342785E-015  -4.1866326528516371     
   2.4891072643900340       -1.0158253293562962E-015  -4.1866326528516371     
   2.5220802079608440       -9.1803526082336123E-016  -4.1866326528516371     
   2.5552691030711414       -8.2939168660138512E-016  -4.1866326528516371     
   2.5886739228032307       -8.2623496385372990E-016  -4.1866326528516371     
   2.6222946400419520       -1.0884690516433360E-015  -4.1866326528516371     
   2.6561312274742201       -1.3313561873231803E-015  -4.1866326528516371     
   2.6901836575886420       -1.4212234198891116E-015  -4.1866326528516371     
   2.7244519026750829       -1.3145341556265645E-015  -4.1866326528516371     
   2.7589359348242293       -1.4150233352362901E-015  -4.1866326528516371     
   2.7936357259271865       -1.4568754137644111E-015  -4.1866326528516371     
   2.8285512476750236       -1.4243033172386708E-015  -4.1866326528516371     
   2.8636824715583602       -1.1622312538407444E-015  -4.1866326528516371     
   2.8990293688669264       -9.6367038414231440E-016  -4.1866326528516371     
   2.9345919106891101       -9.2962351811574387E-016  -4.1866326528516371     
   2.9703700679115483       -1.0223162070411479E-015  -4.1866326528516371     
   3.0063638112186526       -7.6675711800686767E-016  -4.1866326528516371     
   3.0425731110921785       -8.3633477640370723E-016  -4.1866326528516371     
   3.0789979378107830       -9.8406646096200826E-016  -4.1866326528516371     
   3.1156382614495426       -1.2051390145626791E-015  -4.1866326528516371     
   3.1524940518795388       -1.1163445467761723E-015  -4.1866326528516371     
   3.1895652787673900       -1.0679346463149983E-015  -4.1866326528516371     
   3.2268519115747747       -1.1279446893666132E-015  -4.1866326528516371     
   3.2643539195579829       -1.2507684239893048E-015  -4.1866326528516371     
   3.3020712717674550       -1.3108892979363075E-015  -4.1866326528516371     
   3.3400039370473023       -1.3035643556215719E-015  -4.1866326528516371     
   3.3781518840348443       -1.4890416678859977E-015  -4.1866326528516371     
   3.4165150811601461       -1.9406913087352577E-015  -4.1866326528516371     
   3.4550934966455120       -2.1905365002196932E-015  -4.1866326528516371     
   3.4938870985050632       -2.2483732331731284E-015  -4.1866326528516371     
   3.5328958545441771       -2.1413307917972238E-015  -4.1866326528516371     
   3.5721197323590821       -2.1187873878615956E-015  -4.1866326528516371     
   3.6115586993363205       -1.8478546193426811E-015  -4.1866326528516371     
   3.6512127226522848       -1.7498695428819856E-015  -4.1866326528516371     
   3.6910817692727185       -1.4651254653095134E-015  -4.1866326528516371     
   3.7311658059522075       -1.1417179099916425E-015  -4.1866326528516371     
   3.7714647992337151       -7.4556077321157521E-016  -4.1866326528516371     
   3.8119787154480544       -5.6910397698964002E-016  -4.1866326528516371     
   3.8527075207133912       -3.6018158230190951E-016  -4.1866326528516371     
   3.8936511809347540       -3.9094924304207333E-016  -4.1866326528516371     
   3.9348096618035142       -4.6884017956051288E-016  -4.1866326528516371     
   3.9761829287968729       -4.9048347688978710E-016  -4.1866326528516371     
   4.0177709471773477       -2.3102500692465666E-016  -4.1866326528516371     
   4.0595736819922728       -2.7137411172066085E-016  -4.1866326528516371     
   4.1015910980732597       -4.2227536976627499E-016  -4.1866326528516371     
   4.1438231600356916       -5.3818704327331987E-016  -4.1866326528516371     
   4.1862698322781853       -3.3423155763691620E-016  -4.1866326528516371     
   4.2289310789820851       -1.7695186201623147E-016  -4.1866326528516371     
   4.2718068641109070        3.1770245057413934E-016  -4.1866326528516371     
   4.3148971514098324        1.0337459864616632E-015  -4.1866326528516371     
   4.3582019044051616        1.8530044961415026E-015  -4.1866326528516371     
   4.4017210864037661        2.2920434185397749E-015  -4.1866326528516371     
   4.4454546604925804        2.9979504543114164E-015  -4.1866326528516371     
   4.4894025895380070        3.5587109057306158E-015  -4.1866326528516371     
   4.5335648361854366        3.9621971865775405E-015  -4.1866326528516371     
   4.5779413628586481        4.0014368138014304E-015  -4.1866326528516371     
   4.6225321317592716        3.9108301531442091E-015  -4.1866326528516371     
   4.6673371048662613        3.3048515205587582E-015  -4.1866326528516371     
   4.7123562439352860        2.8909416111357109E-015  -4.1866326528516371     
   4.7575895104982404        2.5035609089813217E-015  -4.1866326528516371     
   4.8030368658626195        2.1157609346222734E-015  -4.1866326528516371     
   4.8486982711109778        1.3334405228721044E-015  -4.1866326528516371     
   4.8945736871003875        1.0138993121670276E-015  -4.1866326528516371     
   4.9406630744618329        4.2546262548613330E-016  -4.1866326528516371     
   4.9869663935996495        1.7439310190560272E-016  -4.1866326528516371     
   5.0334836046909626       -5.0065015972611351E-017  -4.1866326528516371     
   5.0802146676850848       -3.3430293593892827E-016  -4.1866326528516371     
   5.1271595423029783       -9.1736453380223556E-016  -4.1866326528516371     
   5.1743181880366231       -1.2421051208723242E-015  -4.1866326528516371     
   5.2216905641484432       -1.7821266159492492E-015  -4.1866326528516371     
   5.2692766296707632       -1.8796378864150259E-015  -4.1866326528516371     
   5.3170763434051516       -1.8336003573283348E-015  -4.1866326528516371     
   5.3650896639218724       -1.3768492583920094E-015  -4.1866326528516371     
   5.4133165495592719       -7.8907412459748014E-016  -4.1866326528516371     
   5.4617569584231900       -3.2714433614005299E-016  -4.1866326528516371     
   5.5104108483863499        9.8545254075898517E-017  -4.1866326528516371     
   5.5592781770877480        9.7119698308096888E-016  -4.1866326528516371     
   5.6083589019320614        1.6230477946014872E-015  -4.1866326528516371     
   5.6576529800890389        2.6905107409103051E-015  -4.1866326528516371     
   5.7071603684928762        3.6383378029245254E-015  -4.1866326528516371     
   5.7568810238416006        4.4828891897789201E-015  -4.1866326528516371     
   5.8068149025964866        5.3613104175794579E-015  -4.1866326528516371     
   5.8569619609813701        6.1602448171642509E-015  -4.1866326528516371     
   5.9073221549821051        6.5555027820951779E-015  -4.1866326528516371     
   5.9578954403458715        7.2829401887531998E-015  -4.1866326528516371     
   6.0086817725805970        7.5642204394570353E-015  -4.1866326528516371     
   6.0596811069542866        7.5797992209303234E-015  -4.1866326528516371     
   6.1108933984944107        7.5120361966971786E-015  -4.1866326528516371     
   6.1623186019872698        7.6458700800840513E-015  -4.1866326528516371     
   6.2139566719773445        7.5013901591485321E-015  -4.1866326528516371     
   6.2658075627666729        7.6828821545262081E-015  -4.1866326528516371     
   6.3178712284141811        7.6968332218668980E-015  -4.1866326528516371     
   6.3701476227350540        7.7741902327837917E-015  -4.1866326528516371     
   6.4226366993000941        7.5212382621994549E-015  -4.1866326528516371     
   6.4753384114350387        7.5837342134411981E-015  -4.1866326528516371     
   6.5282527122199472        7.7188556738081867E-015  -4.1866326528516371     
   6.5813795544884970        7.7991442201540203E-015  -4.1866326528516371     
   6.6347188908273695        7.6609611244922579E-015  -4.1866326528516371     
   6.6882706735755448        8.1258413167238623E-015  -4.1866326528516371     
   6.7420348548236815        8.3580886994551688E-015  -4.1866326528516371     
   6.7960113864134168        8.6498194706378326E-015  -4.1866326528516371     
   6.8502002199366956        8.6695239706860611E-015  -4.1866326528516371     
   6.9046013067351142        8.4479343564794045E-015  -4.1866326528516371     
   6.9592145978992388        7.8671792935527506E-015  -4.1866326528516371     
   7.0140400442679312        7.8329770335263395E-015  -4.1866326528516371     
   7.0690775964276495        7.5306455598543631E-015  -4.1866326528516371     
   7.1243272047117827        6.9757682445559830E-015  -4.1866326528516371     
   7.1797888191999597        6.0204795218119106E-015  -4.1866326528516371     
   7.2354623897173616        5.4505530564800407E-015  -4.1866326528516371     
   7.2913478658340329        4.6648378104777419E-015  -4.1866326528516371     
   7.3474451968641823        4.2474089047041262E-015  -4.1866326528516371     
   7.4037543318654739        3.5553509704551068E-015  -4.1866326528516371     
   7.4602752196383522        3.4097693527308628E-015  -4.1866326528516371     
   7.5170078087253369        3.4307803993035270E-015  -4.1866326528516371     
   7.5739520474102866        3.4738601881235294E-015  -4.1866326528516371     
   7.6311078837177480        3.2770222701017608E-015  -4.1866326528516371     
   7.6884752654121877        3.4537894259954779E-015  -4.1866326528516371     
   7.7460541399973089        3.3099967987097939E-015  -4.1866326528516371     
   7.8038444547153558        3.6418961706437044E-015  -4.1866326528516371     
   7.8618461565463358        3.3119150133068032E-015  -4.1866326528516371     
   7.9200591922073675        3.5396687341398143E-015  -4.1866326528516371     
   7.9784835081519265        3.3761954306815261E-015  -4.1866326528516371     
   8.0371190505690890        3.0285949093721524E-015  -4.1866326528516371     
   8.0959657653828714        2.7768225157673944E-015  -4.1866326528516371     
   8.1550235982514536        2.5424703269541004E-015  -4.1866326528516371     
   8.2142924945664486        2.1972426647967568E-015  -4.1866326528516371     
   8.2737723994521630        1.9201348220539597E-015  -4.1866326528516371     
   8.3334632577648993        1.2085172587012423E-015  -4.1866326528516371     
   8.3933650140921543        8.9283405517186165E-016  -4.1866326528516371     
   8.4534776127519322        2.7531528458515389E-016  -4.1866326528516371     
   8.5138009977919431        9.3544093406973110E-018  -4.1866326528516371     
   8.5743351129889085       -5.6367866502028395E-016  -4.1866326528516371     
   8.6350799018477673       -1.0627005594962362E-015  -4.1866326528516371     
   8.6960353076009405       -1.6550900195426520E-015  -4.1866326528516371     
   8.7572012732075848       -2.5295712357456771E-015  -4.1866326528516371     
   8.8185777413527955       -4.0055893852562510E-015  -4.1866326528516371     
   8.8801646544469044       -5.0509988809770339E-015  -4.1866326528516371     
   8.9419619546246540       -6.4319603342356676E-015  -4.1866326528516371     
   9.0039695837444569       -7.6331665099345726E-015  -4.1866326528516371     
   9.0661874833876368       -9.1553304180617202E-015  -4.1866326528516371     
   9.1286155948576511       -1.0578921420882619E-014  -4.1866326528516371     
   9.1912538591792980       -1.2279489799459005E-014  -4.1866326528516371     
   9.2541022170979534       -1.3607332318429976E-014  -4.1866326528516371     
   9.3171606090787993       -1.5204628396849770E-014  -4.1866326528516371     
   9.3804289753060157       -1.6944805072135118E-014  -4.1866326528516371     
   9.4439072556820349       -1.9024056043235462E-014  -4.1866326528516371     
