 #Wavefunction nu=           0
 # R (nm)   R psi(R)    E(MHz)
   1.0325107746402523E-004   3.9128121563588820E-018  -16.900823295478748     
   3.4612911600668167E-004   1.3044415685650696E-017  -16.900823295478748     
   7.2786033285514729E-004   2.6301470133711055E-017  -16.900823295478748     
   1.2484149255073845E-003   4.5845922390115345E-017  -16.900823295478748     
   1.9077872884595371E-003   7.2864978110515361E-017  -16.900823295478748     
   2.7059754353150494E-003   1.0003895735025567E-016  -16.900823295478748     
   3.6429782085848406E-003   1.3983129537221873E-016  -16.900823295478748     
   4.7187946540457612E-003   1.7346216677499356E-016  -16.900823295478748     
   5.9334238340835654E-003   2.2295846861622182E-016  -16.900823295478748     
   7.2868647604706349E-003   2.6215182271682961E-016  -16.900823295478748     
   8.7791163665732232E-003   3.1938666634784095E-016  -16.900823295478748     
   1.0410177494683022E-002   3.7846927930357688E-016  -16.900823295478748     
   1.2180046889670362E-002   4.5819742906566792E-016  -16.900823295478748     
   1.4088723195669981E-002   5.2314679549783485E-016  -16.900823295478748     
   1.6136204954152387E-002   5.9215412216382231E-016  -16.900823295478748     
   1.8322490602863846E-002   6.7908228169772557E-016  -16.900823295478748     
   2.0647578475102946E-002   7.8565602394352410E-016  -16.900823295478748     
   2.3111466799282943E-002   8.5974372598700863E-016  -16.900823295478748     
   2.5714153698658430E-002   9.3029352849167540E-016  -16.900823295478748     
   2.8455637191079318E-002   1.1095669761434416E-015  -16.900823295478748     
   3.1335915188873624E-002   1.1683688099193156E-015  -16.900823295478748     
   3.4354985498706976E-002   1.2318286528972496E-015  -16.900823295478748     
   3.7512845821479637E-002   1.3257807025833827E-015  -16.900823295478748     
   4.0809493752281288E-002   1.4054452482056740E-015  -16.900823295478748     
   4.4244926780282127E-002   1.5619934658948613E-015  -16.900823295478748     
   4.7819142288696839E-002   1.5964949322679871E-015  -16.900823295478748     
   5.1532137554705051E-002   1.7257161040226716E-015  -16.900823295478748     
   5.5383909749404305E-002   1.8805528353856110E-015  -16.900823295478748     
   5.9374455937765067E-002   1.9748384938889173E-015  -16.900823295478748     
   6.3503773078537010E-002   2.1625369687027707E-015  -16.900823295478748     
   6.7771858024243778E-002   2.3087226590506971E-015  -16.900823295478748     
   7.2178707521088264E-002   2.4457120388007528E-015  -16.900823295478748     
   7.6724318208910791E-002   2.5956666469187381E-015  -16.900823295478748     
   8.1408686621134305E-002   2.7849476600633369E-015  -16.900823295478748     
   8.6231809184696043E-002   2.8986355415555522E-015  -16.900823295478748     
   9.1193682220001918E-002   3.0230463244167659E-015  -16.900823295478748     
   9.6294301940842125E-002   3.2251066976465722E-015  -16.900823295478748     
  0.10153366445434964        3.3947294505919773E-015  -16.900823295478748     
  0.10691176576093003        3.5596061778625042E-015  -16.900823295478748     
  0.11242860175418863        3.6656665054703198E-015  -16.900823295478748     
  0.11808416822086445        3.7010368809222025E-015  -16.900823295478748     
  0.12387846084077675        3.8667063080738446E-015  -16.900823295478748     
  0.12981147518672254        4.0440757838930152E-015  -16.900823295478748     
  0.13588320672444218        4.0676237770106808E-015  -16.900823295478748     
  0.14209365081251646        4.1406685803153919E-015  -16.900823295478748     
  0.14844280270229540        4.1402398275632328E-015  -16.900823295478748     
  0.15493065753784002        4.1637867567054600E-015  -16.900823295478748     
  0.16155721035581494        4.1147390978344984E-015  -16.900823295478748     
  0.16832245608542895        4.1340185869179547E-015  -16.900823295478748     
  0.17522638954834716        3.9730638186292556E-015  -16.900823295478748     
  0.18226900545860011        3.9297097340959762E-015  -16.900823295478748     
  0.18945029842250508        3.8875960564397526E-015  -16.900823295478748     
  0.19677026293856920        3.7879274092550712E-015  -16.900823295478748     
  0.20422889339742012        3.6404280410387218E-015  -16.900823295478748     
  0.21182618408169279        3.6112639216604610E-015  -16.900823295478748     
  0.21956212916593898        3.5652688107349816E-015  -16.900823295478748     
  0.22743672271655369        3.4455018478519323E-015  -16.900823295478748     
  0.23544995869165322        3.3124492714509181E-015  -16.900823295478748     
  0.24360183094099577        3.2560010641376380E-015  -16.900823295478748     
  0.25189233320586846        3.1195248869104986E-015  -16.900823295478748     
  0.26032145911899213        3.0471822527391581E-015  -16.900823295478748     
  0.26888920220442225        2.8427400082634838E-015  -16.900823295478748     
  0.27759555587743773        2.6042388501300596E-015  -16.900823295478748     
  0.28644051344443594        2.4303000892829215E-015  -16.900823295478748     
  0.29542406810282551        2.1504181696843652E-015  -16.900823295478748     
  0.30454621294091549        1.8546068934042753E-015  -16.900823295478748     
  0.31380694093780193        1.5965523516187261E-015  -16.900823295478748     
  0.32320624496326139        1.2415612472404793E-015  -16.900823295478748     
  0.33274411777762625        9.3352338389409709E-016  -16.900823295478748     
  0.34242055203167249        6.7865177420684283E-016  -16.900823295478748     
  0.35223554026650383        5.7308304400242827E-016  -16.900823295478748     
  0.36218907491342384        4.1084273030385338E-016  -16.900823295478748     
  0.37228114829382891        2.8840218783867826E-016  -16.900823295478748     
  0.38251175261905912        1.9624090329571692E-016  -16.900823295478748     
  0.39288087999029592        1.3718584681836203E-016  -16.900823295478748     
  0.40338852239842637       -4.7183164757254197E-018  -16.900823295478748     
  0.41403467172391550       -1.0736359256906436E-016  -16.900823295478748     
  0.42481931973667408       -4.2805554463756418E-016  -16.900823295478748     
  0.43574245809592477       -6.1802685561301363E-016  -16.900823295478748     
  0.44680407835006997       -8.8215690649448031E-016  -16.900823295478748     
  0.45800417193655613       -9.0198812651467805E-016  -16.900823295478748     
  0.46934273018173556       -1.0360667272086878E-015  -16.900823295478748     
  0.48081974430073066       -1.0467923895434940E-015  -16.900823295478748     
  0.49243520539728897       -1.0358232751027982E-015  -16.900823295478748     
  0.50418910446363652       -1.1072749917407263E-015  -16.900823295478748     
  0.51608143238034743       -1.3723814729531676E-015  -16.900823295478748     
  0.52811217991617088       -1.5526791174415476E-015  -16.900823295478748     
  0.54028133772792464       -1.8384238024881309E-015  -16.900823295478748     
  0.55258889636030140       -1.9245333728277196E-015  -16.900823295478748     
  0.56503484624574629       -1.9259564477522605E-015  -16.900823295478748     
  0.57761917770429227       -1.7677489515656167E-015  -16.900823295478748     
  0.59034188094341677       -1.7302959615624436E-015  -16.900823295478748     
  0.60320294605785540       -1.6924608620999327E-015  -16.900823295478748     
  0.61620236302948861       -1.7210068783738517E-015  -16.900823295478748     
  0.62934012172713938       -1.8318934704575244E-015  -16.900823295478748     
  0.64261621190643792       -1.9359368309085570E-015  -16.900823295478748     
  0.65603062320965499       -2.0208814429748666E-015  -16.900823295478748     
  0.66958334516552398       -1.9215160088764933E-015  -16.900823295478748     
  0.68327436718907919       -1.8432512224051279E-015  -16.900823295478748     
  0.69710367858149758       -1.9325896446064272E-015  -16.900823295478748     
  0.71107126852991964       -2.0915776650459705E-015  -16.900823295478748     
  0.72517712610727081       -2.3937323878637421E-015  -16.900823295478748     
  0.73942124027210732       -2.5733338578605241E-015  -16.900823295478748     
  0.75380359986841539       -2.8613681605546273E-015  -16.900823295478748     
  0.76832419362546134       -3.0007327960275261E-015  -16.900823295478748     
  0.78298301015758576       -3.0652473275959913E-015  -16.900823295478748     
  0.79778003796404129       -3.1005262541338128E-015  -16.900823295478748     
  0.81271526542880224       -3.1931897031634034E-015  -16.900823295478748     
  0.82778868082038615       -3.2470541836708351E-015  -16.900823295478748     
  0.84300027229166596       -3.5155377203533962E-015  -16.900823295478748     
  0.85835002787967229       -3.4460640098704646E-015  -16.900823295478748     
  0.87383793550542488       -3.4657489222287373E-015  -16.900823295478748     
  0.88946398297371698       -3.2531477377381705E-015  -16.900823295478748     
  0.90522815797293776       -3.0127366334075087E-015  -16.900823295478748     
  0.92113044807488587       -2.6402248154407319E-015  -16.900823295478748     
  0.93717084073455426       -2.3500093357447583E-015  -16.900823295478748     
  0.95334932328993349       -1.8822978357764622E-015  -16.900823295478748     
  0.96966588296183587       -1.2325858176922862E-015  -16.900823295478748     
  0.98612050685365871       -6.7172378028905619E-016  -16.900823295478748     
   1.0027131819512116       -3.3619668357834680E-016  -16.900823295478748     
   1.0194438951225024       -2.0940823942114635E-016  -16.900823295478748     
   1.0363126331175210       -2.7691799564702533E-016  -16.900823295478748     
   1.0533193825680385       -1.5240615083618551E-016  -16.900823295478748     
   1.0704641299873945        3.0868707214581991E-017  -16.900823295478748     
   1.0877468617702959        4.5380488828265376E-016  -16.900823295478748     
   1.1051675641925929        5.1458708992112444E-016  -16.900823295478748     
   1.1227262234110624        7.0930745507845788E-016  -16.900823295478748     
   1.1404228254631978        4.7278275722500394E-016  -16.900823295478748     
   1.1582573562669862        3.5255615961720530E-016  -16.900823295478748     
   1.1762298016206874        2.8265279152521997E-016  -16.900823295478748     
   1.1943401472026158        5.0142790908709538E-016  -16.900823295478748     
   1.2125883785709235        4.4535214757578669E-016  -16.900823295478748     
   1.2309744811633545        3.1528598686917996E-016  -16.900823295478748     
