 #Wavefunction nu=           0
 # R (nm)   R psi(R)    E(MHz)
   9.0604248116252223E-005   1.9921779065848022E-018  -25.080331130496869     
   3.0373308518601334E-004   6.3188061327317838E-018  -25.080331130496869     
   6.3870750612712065E-004   1.2907407582375356E-017  -25.080331130496869     
   1.0955013588319600E-003   2.2050688409685678E-017  -25.080331130496869     
   1.6741097243933912E-003   3.4041858301256929E-017  -25.080331130496869     
   2.3745308597209703E-003   4.1268402435235612E-017  -25.080331130496869     
   3.1967637491020252E-003   4.1988803138648612E-017  -25.080331130496869     
   4.1408075551925480E-003   5.2358030849985360E-017  -25.080331130496869     
   5.2066614552230732E-003   7.7247698961279611E-017  -25.080331130496869     
   6.3943245820102038E-003   9.3932761484869616E-017  -25.080331130496869     
   7.7037959995680744E-003   1.2068176079800457E-016  -25.080331130496869     
   9.1350746919916428E-003   1.2951599000445777E-016  -25.080331130496869     
   1.0688159557887263E-002   1.7048802941112497E-016  -25.080331130496869     
   1.2363049407464426E-002   1.8236921146850410E-016  -25.080331130496869     
   1.4159742960843333E-002   2.0206099280267335E-016  -25.080331130496869     
   1.6078238847124737E-002   2.5744471771711896E-016  -25.080331130496869     
   1.8118535603755093E-002   3.1232060869705684E-016  -25.080331130496869     
   2.0280631676142542E-002   3.3882016712935757E-016  -25.080331130496869     
   2.2564525417417040E-002   3.4795449270587312E-016  -25.080331130496869     
   2.4970215088214478E-002   4.2700492124427685E-016  -25.080331130496869     
   2.7497698856573830E-002   4.8693980447374213E-016  -25.080331130496869     
   3.0146974797813850E-002   5.0011108869771288E-016  -25.080331130496869     
   3.2918040894442724E-002   6.1997490916698645E-016  -25.080331130496869     
   3.5810895036118409E-002   6.6145877495078684E-016  -25.080331130496869     
   3.8825535019553041E-002   7.8206054718732584E-016  -25.080331130496869     
   4.1961958548481289E-002   8.0750461508388536E-016  -25.080331130496869     
   4.5220163233590661E-002   9.3602165516652841E-016  -25.080331130496869     
   4.8600146592480131E-002   1.1213140668809542E-015  -25.080331130496869     
   5.2101906049620693E-002   1.2421666813461527E-015  -25.080331130496869     
   5.5725438936273151E-002   1.3239601686623001E-015  -25.080331130496869     
   5.9470742490483439E-002   1.4226985071449798E-015  -25.080331130496869     
   6.3337813856999631E-002   1.5829345777911116E-015  -25.080331130496869     
   6.7326650087235193E-002   1.6912594284008280E-015  -25.080331130496869     
   7.1437248139220755E-002   1.8356747165930719E-015  -25.080331130496869     
   7.5669604877544400E-002   1.9793399099302777E-015  -25.080331130496869     
   8.0023717073311379E-002   2.0279648016245768E-015  -25.080331130496869     
   8.4499581404070295E-002   2.1029967502441405E-015  -25.080331130496869     
   8.9097194453776465E-002   2.2795827232892105E-015  -25.080331130496869     
   9.3816552712730511E-002   2.3211172016575153E-015  -25.080331130496869     
   9.8657652577514285E-002   2.5250870438638481E-015  -25.080331130496869     
  0.10362049035093308        2.6246060229679990E-015  -25.080331130496869     
  0.10870506224196849        2.8590758758840215E-015  -25.080331130496869     
  0.11391136436568867        3.0417169733322023E-015  -25.080331130496869     
  0.11923939274321822        3.2526487624042224E-015  -25.080331130496869     
  0.12468914330164747        3.5409541988042806E-015  -25.080331130496869     
  0.13026061187397045        3.8403906638313506E-015  -25.080331130496869     
  0.13595379419903356        4.3406569673595417E-015  -25.080331130496869     
  0.14176868592144140        4.7740856350025080E-015  -25.080331130496869     
  0.14770528259150453        5.2289428017937171E-015  -25.080331130496869     
  0.15376357966516255        5.5866180375877695E-015  -25.080331130496869     
  0.15994357250390406        6.1322659069881832E-015  -25.080331130496869     
  0.16624525637469800        6.4871619435465568E-015  -25.080331130496869     
  0.17266862644990824        6.8732007441426679E-015  -25.080331130496869     
  0.17921367780723302        7.1644452624593551E-015  -25.080331130496869     
