Timestamp	Repetition	AI 0 - UV Power	AI 1 - Spec Power	AI 2 - DigiLock_PID1_locked	AI 3 - Lin_Spec	AI 4 - 	AI 5 - 	AI 6 - 	AI 7 -
2019.03.28-22:03:38	1.000000000000000000000000000000E+0	3.941668701171875200000000000000E+0	5.657958984375000200000000000000E-3	4.949468994140625400000000000000E+0	4.180725097656249900000000000000E-1	1.684570312500000100000000000000E-3	5.676269531250000400000000000000E-4	2.685546875000000200000000000000E-4	1.708984374999999900000000000000E-4	
2019.03.28-22:03:44	2.000000000000000000000000000000E+0	3.957141113281250200000000000000E+0	5.841064453125000200000000000000E-3	4.949401855468750000000000000000E+0	4.232727050781249800000000000000E-1	1.617431640625000000000000000000E-3	4.943847656249999800000000000000E-4	2.441406250000000000000000000000E-4	2.807617187499999800000000000000E-4	
2019.03.28-22:03:49	3.000000000000000000000000000000E+0	3.956085205078125000000000000000E+0	5.761718750000000300000000000000E-3	4.949493408203125000000000000000E+0	4.238403320312499900000000000000E-1	1.617431640625000000000000000000E-3	5.126953125000000200000000000000E-4	2.685546875000000200000000000000E-4	2.563476562500000100000000000000E-4	
2019.03.28-22:03:54	4.000000000000000000000000000000E+0	3.952838134765625200000000000000E+0	5.780029296875000200000000000000E-3	4.949432373046875000000000000000E+0	4.216003417968750000000000000000E-1	1.666259765625000000000000000000E-3	4.028320312499999800000000000000E-4	2.807617187499999800000000000000E-4	2.136230468750000000000000000000E-4	
2019.03.28-22:03:59	5.000000000000000000000000000000E+0	3.967156982421875100000000000000E+0	5.718994140625000200000000000000E-3	4.949462890625000000000000000000E+0	4.162109374999999900000000000000E-1	1.660156250000000000000000000000E-3	4.821777343750000200000000000000E-4	2.258300781250000100000000000000E-4	1.525878906250000000000000000000E-4	
2019.03.28-22:04:04	6.000000000000000000000000000000E+0	3.944976806640625000000000000000E+0	5.566406250000000200000000000000E-3	4.949475097656249800000000000000E+0	4.055786132812500000000000000000E-1	1.489257812499999900000000000000E-3	5.615234374999999600000000000000E-4	2.685546875000000200000000000000E-4	2.746582031250000000000000000000E-4	
2019.03.28-22:04:09	7.000000000000000000000000000000E+0	3.954656982421874900000000000000E+0	5.645751953125000000000000000000E-3	4.949426269531249600000000000000E+0	4.043762207031250100000000000000E-1	1.525878906250000000000000000000E-3	5.310058593749999600000000000000E-4	2.563476562500000100000000000000E-4	2.380371093749999900000000000000E-4	
2019.03.28-22:04:14	8.000000000000000000000000000000E+0	3.968682861328125100000000000000E+0	5.859375000000000000000000000000E-3	4.949377441406250400000000000000E+0	4.049011230468749800000000000000E-1	1.599121093750000000000000000000E-3	5.004882812499999600000000000000E-4	2.685546875000000200000000000000E-4	1.953125000000000100000000000000E-4	
2019.03.28-22:04:19	9.000000000000000000000000000000E+0	3.965380859375000200000000000000E+0	5.621337890624999700000000000000E-3	4.949536132812499800000000000000E+0	4.045227050781249900000000000000E-1	1.550292968749999900000000000000E-3	5.371093750000000400000000000000E-4	2.868652343750000100000000000000E-4	2.563476562500000100000000000000E-4	
2019.03.28-22:04:24	1.000000000000000000000000000000E+1	3.956872558593750100000000000000E+0	5.700683593750000300000000000000E-3	4.949450683593750200000000000000E+0	3.928344726562499900000000000000E-1	1.440429687500000100000000000000E-3	4.882812500000000000000000000000E-4	2.746582031250000000000000000000E-4	2.380371093749999900000000000000E-4	
