 # Molecular potential
 # R (nm)   Energy shift (MHz)
   1.4614710570420118E-004   0.0000000000000000     
   4.8992969126114279E-004   0.0000000000000000     
   1.0302525030863661E-003   0.0000000000000000     
   1.7670733571221108E-003   0.0000000000000000     
   2.7003843190379589E-003   0.0000000000000000     
   3.8301825771818242E-003   0.0000000000000000     
   5.1564664931816597E-003   0.0000000000000000     
   6.6792347163789094E-003   0.0000000000000000     
   8.3984859196241414E-003   0.0000000000000000     
   1.0314218704127057E-002   0.0000000000000000     
   1.2426431560117107E-002   0.0000000000000000     
   1.4735122848911949E-002   0.0000000000000000     
   1.7240290793933809E-002   0.0000000000000000     
   1.9941933476018379E-002   0.0000000000000000     
   2.2840048830684880E-002   0.0000000000000000     
   2.5934634646635705E-002   0.0000000000000000     
   2.9225688564732375E-002   0.0000000000000000     
   3.2713208077376148E-002   0.0000000000000000     
   3.6397190528121022E-002   0.0000000000000000     
   4.0277633111325595E-002   0.0000000000000000     
   4.4354532871987130E-002   0.0000000000000000     
   4.8627886705542654E-002   0.0000000000000000     
   5.3097691357723242E-002   0.0000000000000000     
   5.7763943424490025E-002   0.0000000000000000     
   6.2626639351880009E-002   0.0000000000000000     
   6.7685775435955081E-002   0.0000000000000000     
   7.2941347822689420E-002   0.0000000000000000     
   7.8393352507903011E-002   0.0000000000000000     
   8.4041785337197750E-002   0.0000000000000000     
   8.9886642005825135E-002   0.0000000000000000     
   9.5927918058678424E-002   0.0000000000000000     
  0.10216560889015892        0.0000000000000000     
  0.10859970974411673        0.0000000000000000     
  0.11523021571377288        0.0000000000000000     
  0.12205712174162303        0.0000000000000000     
  0.12908042261937258        0.0000000000000000     
  0.13630011298781733        0.0000000000000000     
  0.14371618733678479        0.0000000000000000     
  0.15132864000503482        0.0000000000000000     
  0.15913746518015637        0.0000000000000000     
  0.16714265689847424        0.0000000000000000     
  0.17534420904497308        0.0000000000000000     
  0.18374211535315263        0.0000000000000000     
  0.19233636940497917        0.0000000000000000     
  0.20112696463073898        0.0000000000000000     
  0.21011389430893876        0.0000000000000000     
  0.21929715156622226        0.0000000000000000     
  0.22867672937721878        0.0000000000000000     
  0.23825262056445884        0.0000000000000000     
  0.24802481779824972        0.0000000000000000     
  0.25799331359654726        0.0000000000000000     
  0.26815810032484388        0.0000000000000000     
  0.27851917019603206        0.0000000000000000     
  0.28907651527030559        0.0000000000000000     
  0.29983012745499971        0.0000000000000000     
  0.31077999850446297        0.0000000000000000     
  0.32192612001995313        0.0000000000000000     
  0.33326848344946425        0.0000000000000000     
  0.34480708008761468        0.0000000000000000     
  0.35654190107548694        0.0000000000000000     
  0.36847293740049308        0.0000000000000000     
  0.38060017989623429        0.0000000000000000     
  0.39292361924234365        0.0000000000000000     
  0.40544324596433740        0.0000000000000000     
  0.41815905043346346        0.0000000000000000     
  0.43107102286654408        0.0000000000000000     
  0.44417915332581587        0.0000000000000000     
  0.45748343171877848        0.0000000000000000     
  0.47098384779801877        0.0000000000000000     
  0.48468039116105127        0.0000000000000000     
  0.49857305125015472        0.0000000000000000     
  0.51266181735219063        0.0000000000000000     
  0.52694667859845223        0.0000000000000000     
  0.54142762396445332        0.0000000000000000     
  0.55610464226978240        0.0000000000000000     
  0.57097772217791276        0.0000000000000000     
  0.58604685219601915        0.0000000000000000     
  0.60131202067479250        0.0000000000000000     
  0.61677321580825006        0.0000000000000000     
  0.63243042563354757        0.0000000000000000     
  0.64828363803078826        0.0000000000000000     
  0.66433284072282628        0.0000000000000000     
  0.68057802127507583        0.0000000000000000     
  0.69701916709530432        0.0000000000000000     
  0.71365626543342608        0.0000000000000000     
  0.73048930338131712        0.0000000000000000     
  0.74751826787257047        0.0000000000000000     
  0.76474314568234569        0.0000000000000000     
  0.78216392342709440        0.0000000000000000     
  0.79978058756438708        0.0000000000000000     
  0.81759312439267950        0.0000000000000000     
  0.83560152005111088        0.0000000000000000     
  0.85380576051923929        0.0000000000000000     
  0.87220583161688192        0.0000000000000000     
  0.89080171900382799        0.0000000000000000     
  0.90959340817964784        0.0000000000000000     
  0.92858088448345633        0.0000000000000000     
  0.94776413309366236        0.0000000000000000     
  0.96714313902773830        0.0000000000000000     
  0.98671788714199693        0.0000000000000000     
   5.5559425554590742        492.06020140459560     
   5.6024994067142346        430.34159551366787     
   5.6492481370674472        380.41708651045627     
   5.6961887050982689        343.91769700483161     
   5.7433210691665000        321.57245655932502     
   5.7906451874116049        313.27046216174944     
   5.8381610177520988        318.13305663427843     
   5.8858685178849912        334.63898845584924     
   5.9337676452851564        360.64463101094651     
   5.9818583572047768        393.80989777008023     
   6.0301406106727065        431.30271273698747     
   6.0786143624939131        470.60249230139749     
   6.6244519441102110        489.81758952894427     
   6.6752202246262273        446.02363542388997     
   6.7261794213072301        400.01194007563686     
   6.7773294877591814        354.20611021230059     
   6.8286703773548449        310.67181079679983     
   6.8802020432331839        271.46999340974889     
   6.9319244382986733        238.23688304778040     
   6.9838375152206869        212.22249758501283     
   7.0359412264328629        194.23211058098337     
   7.0882355241324122        184.52447549580586     
   7.1407203602795208        182.93376183530884     
   7.1933956865966762        188.84434478693947     
   7.2462614545679855        201.24229693829307     
   7.2993176154385768        218.94201895509943     
   7.3525641202138905        240.38182355148118     
   7.4060009196590526        264.13204024725138     
   7.4596279642981633        288.45793867901597     
   7.5134452044137028        311.92427851782162     
   7.5674525900457938        332.99782441007608     
   7.6216500709915840        350.39586479854830     
   7.6760375968045249        363.10515226830535     
   7.7306151167937411        370.15725561798263     
   7.7853825800233230        371.25568639249764     
   7.8403399353116585        365.96436260215864     
   7.8954871312307562        354.71442758865680     
   7.9508241161055402        337.80650999611896     
   8.0063508380131942        316.21912947898699     
   8.0620672447824457        291.00854732473823     
   8.1179732839928711        263.41665344050637     
   8.1740689029742306        234.96711487214657     
   8.2303540488057578        206.89861599515407     
   8.2868286683154508        180.69650946616579     
   8.3434927080793759        157.39659214970706     
   8.4003461144209783        138.00413367851701     
   8.4573888334103557        123.18463481896860     
   8.5146208108635744        113.31554149594142     
   8.5720419923419158        108.55427141665123     
   8.6296523231512410        108.74997346256640     
   8.6874517483411893        113.53728962235063     
   8.7454402127045032        122.35315391965729     
   8.8036176607763377        134.46891469592475     
   8.8619840368334728        148.96062978956695     
   8.9205392848936391        164.93443684863044     
   8.9792833487147679        181.25930080865990     
   9.0382161717942768        196.95772326743233     
   9.0973376973683422        211.02632184263535     
   9.1566478684111310        222.48490135215533     
   9.2161466276341191        230.72686744092513     
   9.2758339174852917        235.07207409683789     
   9.3357096801484705        235.30515098843534     
   9.3957738575425243        231.39987605161710     
   9.4560263913206235        223.45988185211630     
   9.5164672228695117        212.06988771225977     
   9.5770962933087738        197.73533043777078     
   9.6379135434900256        181.24458330773254     
   9.6989189139962235        163.48776457737534     
   9.7601123451408842        145.21281799780812     
   9.8214937769672854        127.35252884610043     
   9.8830631492477874        110.64393313022713     
   9.9448204014829980        95.753347698732611     
   10.006765472901041        83.321141033946631     
   10.068898302456782        73.752170743634878     
   10.131218828831065        67.380661607271577     
   10.193726990429930        64.365472518688094     
   10.256422725383835        64.686366509396066     
   10.319305971546902        68.157481539177269     
