imagevcoAtom,sfiIntegral,wavemeterAtom,wavemeterBack,Timestamp,GHz_Synth,UV_Power,Spec_Power,DigiLock_PID1_locked,AI3,AI4,AI5,AI6,AI7,numberAtom,tempXAtom,tempYAtom
1412.1,4,15655.424,15655.424,2019.04.12-15:52:00,1412.1,0.615167236328125,0.468328857421875,4.94954833984375,0.00516357421875,0.000531005859375,0.000439453125,0.00028076171875,0.000311279296875,198662.8,8.265004e-07,7.503965e-07
1412.05,14,15655.425,15655.425,2019.04.12-15:52:38,1412.05,0.588238525390625,0.4664306640625,4.94946899414063,0.005126953125,0.000439453125,0.00035400390625,0.0001953125,0.000262451171875,210650.2,8.171868e-07,7.917808e-07
1412,10,15655.425,15655.425,2019.04.12-15:53:13,1412,0.594091796875,0.465911865234375,4.949560546875,0.005255126953125,0.000469970703125,0.000341796875,0.00037841796875,0.0003173828125,205401.6,8.174906e-07,7.477198e-07
1411.95,10,15655.425,15655.425,2019.04.12-15:53:49,1411.95,0.609002685546875,0.469415283203125,4.94955444335938,0.005279541015625,0.00059814453125,0.00030517578125,0.000311279296875,0.000299072265625,224824,8.140314e-07,7.723692e-07
1411.9,11,15655.424,15655.424,2019.04.12-15:54:25,1411.9,0.583941650390625,0.46748046875,4.94953002929688,0.005267333984375,0.000537109375,0.000543212890625,0.000323486328125,0.000335693359375,221595,8.159775e-07,7.808086e-07
1411.85,12,15655.425,15655.425,2019.04.12-15:55:00,1411.85,0.585150146484375,0.466558837890625,4.94947509765625,0.00517578125,0.000360107421875,0.000299072265625,0.00032958984375,0.00030517578125,243789.4,8.249737e-07,7.834427e-07
1411.8,6,15655.425,15655.425,2019.04.12-15:55:36,1411.8,0.5794921875,0.468798828125,4.94945068359375,0.0051513671875,0.000311279296875,0.000433349609375,0.000250244140625,0.000238037109375,212791.7,7.985396e-07,7.7948e-07
1411.75,15,15655.425,15655.425,2019.04.12-15:56:12,1411.75,0.594232177734375,0.467669677734375,4.94957275390625,0.005218505859375,0.00047607421875,0.000384521484375,0.000396728515625,0.000341796875,212125,8.105012e-07,7.592936e-07
1411.7,14,15655.425,15655.425,2019.04.12-15:56:47,1411.7,0.590447998046875,0.466845703125,4.94951782226562,0.005255126953125,0.0005859375,0.0004150390625,0.000262451171875,0.0003662109375,203804.5,8.064298e-07,7.619712e-07
1411.65,12,15655.424,15655.424,2019.04.12-15:57:23,1411.65,0.599578857421875,0.46810302734375,4.949560546875,0.00517578125,0.000567626953125,0.0003173828125,0.000274658203125,0.00025634765625,193566.6,7.872378e-07,7.171349e-07
