Series,n,Term,Label,E_exp,E_exp_unc,Isotope,Reference,delta_exp,delta_exp_unc
5sns,37,3S1,5s37s,45835.162769999995,7.000000000000001e-06,88,Jackson2018.PhD,3.3716089950463726,5.781114256177993e-05
5snp,37,3P0,3s37p,45837.89106,2e-05,88,Jackson2018.PhD,2.8886555559796676,6.0432900420403237e-05
5snp,37,3P1,3s37p,45837.91583,7e-05,88,Jackson2018.PhD,2.8841750562172948,6.166286123407756e-05
5snp,37,3P2,3s37p,45837.97319,7e-05,88,Jackson2018.PhD,2.8737927610605283,6.171917500129095e-05
5snd,36,3D1,5s36d,45833.48631,1e-05,88,Jackson2018.PhD,2.6583875206882084,5.635760802251717e-05
