 #Wavefunction nu=           4
 # R (nm)   R psi(R)    E(MHz)
   9.6824421025974196E-005   4.3094664869675042E-018  -4.4783279344057858     
   3.2458500270136242E-004   1.5213632428809686E-017  -4.4783279344057858     
   6.8255612481164958E-004   3.0549095767597130E-017  -4.4783279344057858     
   1.1707098398518237E-003   5.3916815579948403E-017  -4.4783279344057858     
   1.7890408912213842E-003   8.0838112380913255E-017  -4.4783279344057858     
   2.5375474161630491E-003   1.1478293130633369E-016  -4.4783279344057858     
   3.4162283292333276E-003   1.6024495296255100E-016  -4.4783279344057858     
   4.4250827356027778E-003   2.1158057665598862E-016  -4.4783279344057858     
   5.5641097560170704E-003   2.6536063160093988E-016  -4.4783279344057858     
   6.8333084637588410E-003   3.2867008402093103E-016  -4.4783279344057858     
   8.2326778585848203E-003   4.0276630630097694E-016  -4.4783279344057858     
   9.7622168548459325E-003   4.8203843277948417E-016  -4.4783279344057858     
   1.1421924275535542E-002   5.6124991813764999E-016  -4.4783279344057858     
   1.3211798849181503E-002   6.5690465658520547E-016  -4.4783279344057858     
   1.5131839208037567E-002   7.7833002936522006E-016  -4.4783279344057858     
   1.7182043887089361E-002   8.9014477993706214E-016  -4.4783279344057858     
   1.9362411323375954E-002   1.0431214658072280E-015  -4.4783279344057858     
   2.1672939855579474E-002   1.1834282248739930E-015  -4.4783279344057858     
   2.4113627723768766E-002   1.3032385901521524E-015  -4.4783279344057858     
   2.6684473069168706E-002   1.5002658457706656E-015  -4.4783279344057858     
   2.9385473934050280E-002   1.6141891708849324E-015  -4.4783279344057858     
   3.2216628261598802E-002   1.8065388081744849E-015  -4.4783279344057858     
   3.5177933895817394E-002   1.9929128050965729E-015  -4.4783279344057858     
   3.8269388581484570E-002   2.1713367624670411E-015  -4.4783279344057858     
   4.1490989964052108E-002   2.3366521642112257E-015  -4.4783279344057858     
   4.4842735589611223E-002   2.5244214024174609E-015  -4.4783279344057858     
   4.8324622904818065E-002   2.7248692288612593E-015  -4.4783279344057858     
   5.1936649256849543E-002   2.9068266413748964E-015  -4.4783279344057858     
   5.5678811893361116E-002   3.0849173769847966E-015  -4.4783279344057858     
   5.9551107962399055E-002   3.3871366804297587E-015  -4.4783279344057858     
   6.3553534512395288E-002   3.5706853596008787E-015  -4.4783279344057858     
   6.7686088492078841E-002   3.7377682888780389E-015  -4.4783279344057858     
   7.1948766750436446E-002   3.9093880094810602E-015  -4.4783279344057858     
   7.6341566036661174E-002   4.0818906401841403E-015  -4.4783279344057858     
   8.0864483000088402E-002   4.3386994771649461E-015  -4.4783279344057858     
   8.5517514190152980E-002   4.5394757357515968E-015  -4.4783279344057858     
   9.0300656056310186E-002   4.7013784169074911E-015  -4.4783279344057858     
   9.5213904947996683E-002   4.8482555309287903E-015  -4.4783279344057858     
  0.10025725711456478        5.0349923390077114E-015  -4.4783279344057858     
  0.10543070870521409        5.2042759072169202E-015  -4.4783279344057858     
  0.11073425576892969        5.3112933364563167E-015  -4.4783279344057858     
  0.11616789425443175        5.4375020302757094E-015  -4.4783279344057858     
  0.12173162001007971        5.6156115734376557E-015  -4.4783279344057858     
  0.12742542878383983        5.7151633690826247E-015  -4.4783279344057858     
  0.13324931622318870        5.9362428492758453E-015  -4.4783279344057858     
  0.13920327787504663        6.0571139248738892E-015  -4.4783279344057858     
  0.14528730918572275        6.1331033985376873E-015  -4.4783279344057858     
  0.15150140550081456        6.3273830621462737E-015  -4.4783279344057858     
  0.15784556206515210        6.3720729579232658E-015  -4.4783279344057858     
  0.16431977402271561        6.5399206744718796E-015  -4.4783279344057858     
  0.17092403641655010        6.6344702858406471E-015  -4.4783279344057858     
  0.17765834418869189        6.7409585851028809E-015  -4.4783279344057858     
  0.18452269218007758        6.9795396731064655E-015  -4.4783279344057858     
  0.19151707513047880        7.1756257495849718E-015  -4.4783279344057858     
  0.19864148767839657        7.3028976564433197E-015  -4.4783279344057858     
  0.20589592436097590        7.4336532023067206E-015  -4.4783279344057858     
  0.21328037961393725        7.4899406122505124E-015  -4.4783279344057858     
  0.22079484777146180        7.6105591809933673E-015  -4.4783279344057858     
  0.22843932306611725        7.7206731012445507E-015  -4.4783279344057858     
  0.23621379962875186        7.7858723017164170E-015  -4.4783279344057858     
  0.24411827148840476        7.8457738207088008E-015  -4.4783279344057858     
  0.25215273257221382        7.8841163839139609E-015  -4.4783279344057858     
