 #Wavefunction nu=           0
 # R (nm)   R psi(R)    E(MHz)
   9.6824421025974196E-005   6.5653248366888870E-018  -20.533029820674397     
   3.2458500270136242E-004   2.1814491974789397E-017  -20.533029820674397     
   6.8255612481164958E-004   4.4778089810430059E-017  -20.533029820674397     
   1.1707098398518237E-003   7.7626219096753691E-017  -20.533029820674397     
   1.7890408912213842E-003   1.2245418699453918E-016  -20.533029820674397     
   2.5375474161630491E-003   1.7022697679370752E-016  -20.533029820674397     
   3.4162283292333276E-003   2.3157477546556043E-016  -20.533029820674397     
   4.4250827356027778E-003   3.0012197072505091E-016  -20.533029820674397     
   5.5641097560170704E-003   3.7641228770903716E-016  -20.533029820674397     
   6.8333084637588410E-003   4.6688665365870098E-016  -20.533029820674397     
   8.2326778585848203E-003   5.6669745765601379E-016  -20.533029820674397     
   9.7622168548459325E-003   6.6621640754498633E-016  -20.533029820674397     
   1.1421924275535542E-002   7.5964070471538956E-016  -20.533029820674397     
   1.3211798849181503E-002   8.7962216418855508E-016  -20.533029820674397     
   1.5131839208037567E-002   1.0234098831190766E-015  -20.533029820674397     
   1.7182043887089361E-002   1.1090304373627851E-015  -20.533029820674397     
   1.9362411323375954E-002   1.2675437735851811E-015  -20.533029820674397     
   2.1672939855579474E-002   1.4433273884022961E-015  -20.533029820674397     
   2.4113627723768766E-002   1.5550198604974086E-015  -20.533029820674397     
   2.6684473069168706E-002   1.7848095023039428E-015  -20.533029820674397     
   2.9385473934050280E-002   1.8489277908565257E-015  -20.533029820674397     
   3.2216628261598802E-002   2.0824000444203041E-015  -20.533029820674397     
   3.5177933895817394E-002   2.1985621076854561E-015  -20.533029820674397     
   3.8269388581484570E-002   2.3814746497520701E-015  -20.533029820674397     
   4.1490989964052108E-002   2.5007032084461081E-015  -20.533029820674397     
   4.4842735589611223E-002   2.7136945194044985E-015  -20.533029820674397     
   4.8324622904818065E-002   2.8544524298124101E-015  -20.533029820674397     
   5.1936649256849543E-002   2.9805149698953303E-015  -20.533029820674397     
   5.5678811893361116E-002   3.1540748241663076E-015  -20.533029820674397     
   5.9551107962399055E-002   3.2792778152462543E-015  -20.533029820674397     
   6.3553534512395288E-002   3.4583475019612904E-015  -20.533029820674397     
   6.7686088492078841E-002   3.6642364879558740E-015  -20.533029820674397     
   7.1948766750436446E-002   3.7901543239056845E-015  -20.533029820674397     
   7.6341566036661174E-002   3.9432061962267863E-015  -20.533029820674397     
   8.0864483000088402E-002   4.0436396309898118E-015  -20.533029820674397     
   8.5517514190152980E-002   4.2357229179656819E-015  -20.533029820674397     
   9.0300656056310186E-002   4.3853004197547080E-015  -20.533029820674397     
   9.5213904947996683E-002   4.5092098526188397E-015  -20.533029820674397     
  0.10025725711456478        4.6906245640595646E-015  -20.533029820674397     
  0.10543070870521409        4.7999478453596415E-015  -20.533029820674397     
  0.11073425576892969        4.9406905489246320E-015  -20.533029820674397     
  0.11616789425443175        5.1515237177191663E-015  -20.533029820674397     
  0.12173162001007971        5.1915364184429540E-015  -20.533029820674397     
  0.12742542878383983        5.4041317794497673E-015  -20.533029820674397     
  0.13324931622318870        5.4805490418515714E-015  -20.533029820674397     
  0.13920327787504663        5.6518617744635209E-015  -20.533029820674397     
  0.14528730918572275        5.8285594020920066E-015  -20.533029820674397     
  0.15150140550081456        5.9551851455399237E-015  -20.533029820674397     
  0.15784556206515210        6.0338011865122646E-015  -20.533029820674397     
  0.16431977402271561        6.1287902988351521E-015  -20.533029820674397     
  0.17092403641655010        6.1813389272524540E-015  -20.533029820674397     
  0.17765834418869189        6.2830119655291103E-015  -20.533029820674397     
  0.18452269218007758        6.3389519608277042E-015  -20.533029820674397     
  0.19151707513047880        6.4018890254217855E-015  -20.533029820674397     
  0.19864148767839657        6.4278055265740101E-015  -20.533029820674397     
  0.20589592436097590        6.5717985284683614E-015  -20.533029820674397     
  0.21328037961393725        6.6582803118060416E-015  -20.533029820674397     
  0.22079484777146180        6.7077285876213234E-015  -20.533029820674397     
  0.22843932306611725        6.7167822596260190E-015  -20.533029820674397     
  0.23621379962875186        6.7064225750211566E-015  -20.533029820674397     
  0.24411827148840476        6.6458018528699632E-015  -20.533029820674397     
  0.25215273257221382        6.6079296187673916E-015  -20.533029820674397     
  0.26031717670531063        6.4162833761612541E-015  -20.533029820674397     
  0.26861159761072256        6.3332613558954956E-015  -20.533029820674397     
  0.27703598890927178        6.2154198981082377E-015  -20.533029820674397     
  0.28559034411947171        6.1963137798861003E-015  -20.533029820674397     
  0.29427465665742047        6.0164287521119282E-015  -20.533029820674397     
  0.30308891983670122        6.0238243560891536E-015  -20.533029820674397     
  0.31203312686826484        5.8825766205299607E-015  -20.533029820674397     
  0.32110727086032509        5.8030064747107131E-015  -20.533029820674397     
  0.33031134481824975        5.6317158810734629E-015  -20.533029820674397     
  0.33964534164444066        5.4518624526794652E-015  -20.533029820674397     
  0.34910925413823357        5.2376403361632894E-015  -20.533029820674397     
  0.35870307499575804        5.0340416386432923E-015  -20.533029820674397     
  0.36842679680984175        4.9085633557569598E-015  -20.533029820674397     
  0.37828041206988283        4.7265408159479193E-015  -20.533029820674397     
  0.38826391316173059        4.6077861727872544E-015  -20.533029820674397     
  0.39837729236756114        4.5456000527727801E-015  -20.533029820674397     
  0.40862054186575220        4.5504287786377124E-015  -20.533029820674397     
  0.41899365373075881        4.5873789445922617E-015  -20.533029820674397     
  0.42949661993298649        4.5224002406845422E-015  -20.533029820674397     
  0.44012943233866131        4.3845800978364187E-015  -20.533029820674397     
  0.45089208270970282        4.2507789149462520E-015  -20.533029820674397     
  0.46178456270358803        4.1704802308521645E-015  -20.533029820674397     
  0.47280686387321380        4.0760000567421811E-015  -20.533029820674397     
  0.48395897766677459        3.9887342859442788E-015  -20.533029820674397     
  0.49524089542760014        3.9767719303451880E-015  -20.533029820674397     
  0.50665260839405601        3.8084991199377151E-015  -20.533029820674397     
  0.51819410769936181        3.7339332428676487E-015  -20.533029820674397     
  0.52986538437147557        3.7789733786440776E-015  -20.533029820674397     
  0.54166642933294062        3.7678794463474329E-015  -20.533029820674397     
  0.55359723340075029        3.8752900304511360E-015  -20.533029820674397     
  0.56565778728617333        4.0138434299925334E-015  -20.533029820674397     
  0.57784808159464829        4.0671327024144664E-015  -20.533029820674397     
  0.59016810682559262        4.1467312347333082E-015  -20.533029820674397     
  0.60261785337227736        4.2634711232038012E-015  -20.533029820674397     
  0.61519731152166868        4.2590865025870782E-015  -20.533029820674397     
  0.62790647145426337        4.4614525808374787E-015  -20.533029820674397     
  0.64074532324393574        4.6295467447171376E-015  -20.533029820674397     
  0.65371385685778938        4.8655088159891218E-015  -20.533029820674397     
  0.66681206215598965        5.0389218650044049E-015  -20.533029820674397     
  0.68003992889159592        5.1346725021923184E-015  -20.533029820674397     
  0.69339744671041670        5.1687522159546028E-015  -20.533029820674397     
  0.70688460515082230        5.2397030874207252E-015  -20.533029820674397     
  0.72050139364360299        5.1698987668041147E-015  -20.533029820674397     
  0.73424780151177693        5.2665664670008531E-015  -20.533029820674397     
  0.74812381797043803        5.0986965968351220E-015  -20.533029820674397     
  0.76212943212657669        4.8303946704719202E-015  -20.533029820674397     
  0.77626463297891268        4.3874297610690884E-015  -20.533029820674397     
  0.79052940941772032        4.0245079049785643E-015  -20.533029820674397     
  0.80492375022464069        3.7248423105422081E-015  -20.533029820674397     
  0.81944764407252568        3.4961735582148957E-015  -20.533029820674397     
  0.83410107952523505        3.1920927189614221E-015  -20.533029820674397     
  0.84888404503746917        2.9469400179804795E-015  -20.533029820674397     
  0.86379652895459524        2.4264567118024874E-015  -20.533029820674397     
  0.87883851951244485        2.0978044567321258E-015  -20.533029820674397     
  0.89401000483713011        1.6987331553531455E-015  -20.533029820674397     
  0.90931097294487861        1.4048416719870687E-015  -20.533029820674397     
  0.92474141174181068        1.1696459340994199E-015  -20.533029820674397     
  0.94030130902377740        8.5314451642632241E-016  -20.533029820674397     
  0.95599065247616211        3.2280447994534488E-016  -20.533029820674397     
  0.97180942967367479       -3.2335725286141037E-017  -20.533029820674397     
  0.98775762808016510       -3.7296891955661754E-016  -20.533029820674397     
   1.0038352350484225       -3.5430880124580799E-016  -20.533029820674397     
   1.0200422378199885       -4.2155406922485697E-016  -20.533029820674397     
   1.0363786235249455       -4.6761247100000955E-016  -20.533029820674397     
   1.0528443791817137       -6.3104648745316248E-016  -20.533029820674397     
   1.0694394916968550       -5.8223748886799360E-016  -20.533029820674397     
   1.0861639478648630       -6.5068818294791992E-016  -20.533029820674397     
   1.1030177343679570       -4.5518002568801848E-016  -20.533029820674397     
   1.1200008377758754       -5.5656207874522891E-016  -20.533029820674397     
   1.1371132445456744       -4.8081720649226096E-016  -20.533029820674397     
   1.1543549410214962       -5.9692412429014528E-016  -20.533029820674397     
   1.1717259134343676       -5.1365525086610667E-016  -20.533029820674397     
   1.1892261479019861       -4.5316020391913041E-016  -20.533029820674397     
   1.2068556304285114       -2.3620848200422022E-016  -20.533029820674397     
   1.2246143469043300       -3.7371735052981286E-016  -20.533029820674397     
   1.2425022831058432       -5.0810890408546279E-016  -20.533029820674397     
   1.2605194246952509       -5.2849565743381152E-016  -20.533029820674397     
   1.2786657572203253       -4.5190264597054940E-016  -20.533029820674397     
   1.2969412661141775       -3.0874774514141407E-016  -20.533029820674397     
   1.3153459366950513       -2.1607018782427389E-016  -20.533029820674397     
   1.3338797541660843       -4.9944612796639278E-016  -20.533029820674397     
   1.3525427036150657       -5.9006400940041822E-016  -20.533029820674397     
   1.3713347700142320       -5.6654368270395837E-016  -20.533029820674397     
   1.3902559382200139       -3.2118935020498049E-016  -20.533029820674397     
   1.4093061929728208       -3.4030413597240894E-016  -20.533029820674397     
   1.4284855188967729       -3.0472463499453571E-016  -20.533029820674397     
   1.4477939004995042       -3.6084934126182947E-016  -20.533029820674397     
   1.4672313221718907       -6.6900740232730819E-017  -20.533029820674397     
   1.4867977681878404       -7.7661054599384282E-017  -20.533029820674397     
   1.5064932227040111       -1.1543102406760812E-016  -20.533029820674397     
   1.5263176697596117       -4.5963830543921913E-016  -20.533029820674397     
   1.5462710932761179       -2.9475194666153848E-016  -20.533029820674397     
   1.5663534770570577       -1.8442041484849591E-016  -20.533029820674397     
   1.5865648047877319        2.2723415342750262E-017  -20.533029820674397     
   1.6069050600349890        3.7748391848445663E-017  -20.533029820674397     
   1.6273742262469639        1.7584121497566403E-016  -20.533029820674397     
   1.6479722867528188        8.7365019772997509E-017  -20.533029820674397     
