 # Molecular potential
 # R (nm)   Energy shift (MHz)
   9.6824421025974196E-005   0.0000000000000000     
   3.2458500270136242E-004   0.0000000000000000     
   6.8255612481164958E-004   0.0000000000000000     
   1.1707098398518237E-003   0.0000000000000000     
   1.7890408912213842E-003   0.0000000000000000     
   2.5375474161630491E-003   0.0000000000000000     
   3.4162283292333276E-003   0.0000000000000000     
   4.4250827356027778E-003   0.0000000000000000     
   5.5641097560170704E-003   0.0000000000000000     
   6.8333084637588410E-003   0.0000000000000000     
   8.2326778585848203E-003   0.0000000000000000     
   9.7622168548459325E-003   0.0000000000000000     
   1.1421924275535542E-002   0.0000000000000000     
   1.3211798849181503E-002   0.0000000000000000     
   1.5131839208037567E-002   0.0000000000000000     
   1.7182043887089361E-002   0.0000000000000000     
   1.9362411323375954E-002   0.0000000000000000     
   2.1672939855579474E-002   0.0000000000000000     
   2.4113627723768766E-002   0.0000000000000000     
   2.6684473069168706E-002   0.0000000000000000     
   2.9385473934050280E-002   0.0000000000000000     
   3.2216628261598802E-002   0.0000000000000000     
   3.5177933895817394E-002   0.0000000000000000     
   3.8269388581484570E-002   0.0000000000000000     
   4.1490989964052108E-002   0.0000000000000000     
   4.4842735589611223E-002   0.0000000000000000     
   4.8324622904818065E-002   0.0000000000000000     
   5.1936649256849543E-002   0.0000000000000000     
   5.5678811893361116E-002   0.0000000000000000     
   5.9551107962399055E-002   0.0000000000000000     
   6.3553534512395288E-002   0.0000000000000000     
   6.7686088492078841E-002   0.0000000000000000     
   7.1948766750436446E-002   0.0000000000000000     
   7.6341566036661174E-002   0.0000000000000000     
   8.0864483000088402E-002   0.0000000000000000     
   8.5517514190152980E-002   0.0000000000000000     
   9.0300656056310186E-002   0.0000000000000000     
   9.5213904947996683E-002   0.0000000000000000     
  0.10025725711456478        0.0000000000000000     
  0.10543070870521409        0.0000000000000000     
  0.11073425576892969        0.0000000000000000     
  0.11616789425443175        0.0000000000000000     
  0.12173162001007971        0.0000000000000000     
  0.12742542878383983        0.0000000000000000     
  0.13324931622318870        0.0000000000000000     
  0.13920327787504663        0.0000000000000000     
  0.14528730918572275        0.0000000000000000     
  0.15150140550081456        0.0000000000000000     
  0.15784556206515210        0.0000000000000000     
  0.16431977402271561        0.0000000000000000     
  0.17092403641655010        0.0000000000000000     
  0.17765834418869189        0.0000000000000000     
  0.18452269218007758        0.0000000000000000     
  0.19151707513047880        0.0000000000000000     
  0.19864148767839657        0.0000000000000000     
  0.20589592436097590        0.0000000000000000     
  0.21328037961393725        0.0000000000000000     
  0.22079484777146180        0.0000000000000000     
  0.22843932306611725        0.0000000000000000     
  0.23621379962875186        0.0000000000000000     
  0.24411827148840476        0.0000000000000000     
  0.25215273257221382        0.0000000000000000     
  0.26031717670531063        0.0000000000000000     
  0.26861159761072256        0.0000000000000000     
  0.27703598890927178        0.0000000000000000     
  0.28559034411947171        0.0000000000000000     
  0.29427465665742047        0.0000000000000000     
  0.30308891983670122        0.0000000000000000     
  0.31203312686826484        0.0000000000000000     
  0.32110727086032509        0.0000000000000000     
  0.33031134481824975        0.0000000000000000     
  0.33964534164444066        0.0000000000000000     
  0.34910925413823357        0.0000000000000000     
  0.35870307499575804        0.0000000000000000     
