 #Wavefunction nu=           1
 # R (nm)   R psi(R)    E(MHz)
   9.6824421025974196E-005   2.2184992976203467E-018  -9.1806880886635369     
   3.2458500270136242E-004   7.6020347097806459E-018  -9.1806880886635369     
   6.8255612481164958E-004   1.4910644560334155E-017  -9.1806880886635369     
   1.1707098398518237E-003   2.5719123907345946E-017  -9.1806880886635369     
   1.7890408912213842E-003   3.9313238365933658E-017  -9.1806880886635369     
   2.5375474161630491E-003   6.2620590471068006E-017  -9.1806880886635369     
   3.4162283292333276E-003   8.6209545200676164E-017  -9.1806880886635369     
   4.4250827356027778E-003   1.1133707822850879E-016  -9.1806880886635369     
   5.5641097560170704E-003   1.4023714032784666E-016  -9.1806880886635369     
   6.8333084637588410E-003   1.8339543853753766E-016  -9.1806880886635369     
   8.2326778585848203E-003   2.1440725712838170E-016  -9.1806880886635369     
   9.7622168548459325E-003   2.6012724317188556E-016  -9.1806880886635369     
   1.1421924275535542E-002   3.0906199212729519E-016  -9.1806880886635369     
   1.3211798849181503E-002   3.5441911388783773E-016  -9.1806880886635369     
   1.5131839208037567E-002   3.9480625928344913E-016  -9.1806880886635369     
   1.7182043887089361E-002   4.6094699032348235E-016  -9.1806880886635369     
   1.9362411323375954E-002   5.1099201986720875E-016  -9.1806880886635369     
   2.1672939855579474E-002   6.2575507768331997E-016  -9.1806880886635369     
   2.4113627723768766E-002   6.3508484574027355E-016  -9.1806880886635369     
   2.6684473069168706E-002   7.6169548663684630E-016  -9.1806880886635369     
   2.9385473934050280E-002   7.6513538580303909E-016  -9.1806880886635369     
   3.2216628261598802E-002   8.4546471149735560E-016  -9.1806880886635369     
   3.5177933895817394E-002   9.0183081189529804E-016  -9.1806880886635369     
   3.8269388581484570E-002   9.5446235994033599E-016  -9.1806880886635369     
   4.1490989964052108E-002   1.0356199308352559E-015  -9.1806880886635369     
   4.4842735589611223E-002   1.0871334207043770E-015  -9.1806880886635369     
   4.8324622904818065E-002   1.1219395198067038E-015  -9.1806880886635369     
   5.1936649256849543E-002   1.2034238223584194E-015  -9.1806880886635369     
   5.5678811893361116E-002   1.2220679374831013E-015  -9.1806880886635369     
   5.9551107962399055E-002   1.2650878694894135E-015  -9.1806880886635369     
   6.3553534512395288E-002   1.2499350609338526E-015  -9.1806880886635369     
   6.7686088492078841E-002   1.2507437654714450E-015  -9.1806880886635369     
   7.1948766750436446E-002   1.3233483730669808E-015  -9.1806880886635369     
   7.6341566036661174E-002   1.2787483541039031E-015  -9.1806880886635369     
   8.0864483000088402E-002   1.3685441412032491E-015  -9.1806880886635369     
   8.5517514190152980E-002   1.4050297286961909E-015  -9.1806880886635369     
   9.0300656056310186E-002   1.4322606212444946E-015  -9.1806880886635369     
   9.5213904947996683E-002   1.4417545349818110E-015  -9.1806880886635369     
  0.10025725711456478        1.5028298884214387E-015  -9.1806880886635369     
  0.10543070870521409        1.4994240384120107E-015  -9.1806880886635369     
  0.11073425576892969        1.5223699260382496E-015  -9.1806880886635369     
  0.11616789425443175        1.5640254064208800E-015  -9.1806880886635369     
  0.12173162001007971        1.5530704766392752E-015  -9.1806880886635369     
