 #Wavefunction nu=           3
 # R (nm)   R psi(R)    E(MHz)
   9.6824421025974196E-005   1.0033024772437993E-017  -6.1012672001143731     
   3.2458500270136242E-004   3.4029793831304284E-017  -6.1012672001143731     
   6.8255612481164958E-004   7.0375621253417514E-017  -6.1012672001143731     
   1.1707098398518237E-003   1.2249586091463215E-016  -6.1012672001143731     
   1.7890408912213842E-003   1.8760193994009763E-016  -6.1012672001143731     
   2.5375474161630491E-003   2.6928918318891946E-016  -6.1012672001143731     
   3.4162283292333276E-003   3.6854460595917536E-016  -6.1012672001143731     
   4.4250827356027778E-003   4.8987386703206990E-016  -6.1012672001143731     
   5.5641097560170704E-003   6.0866662597575143E-016  -6.1012672001143731     
   6.8333084637588410E-003   7.5802595609205826E-016  -6.1012672001143731     
   8.2326778585848203E-003   9.1781178376701562E-016  -6.1012672001143731     
   9.7622168548459325E-003   1.0759781415882154E-015  -6.1012672001143731     
   1.1421924275535542E-002   1.2902666372612676E-015  -6.1012672001143731     
   1.3211798849181503E-002   1.4776990539431361E-015  -6.1012672001143731     
   1.5131839208037567E-002   1.7570830301192608E-015  -6.1012672001143731     
   1.7182043887089361E-002   2.0130551934498576E-015  -6.1012672001143731     
   1.9362411323375954E-002   2.3265061196635433E-015  -6.1012672001143731     
   2.1672939855579474E-002   2.6694736780079496E-015  -6.1012672001143731     
   2.4113627723768766E-002   2.9286951428918340E-015  -6.1012672001143731     
   2.6684473069168706E-002   3.2970637482539007E-015  -6.1012672001143731     
   2.9385473934050280E-002   3.6147885159854135E-015  -6.1012672001143731     
   3.2216628261598802E-002   3.9930523072028034E-015  -6.1012672001143731     
   3.5177933895817394E-002   4.2949829927170268E-015  -6.1012672001143731     
   3.8269388581484570E-002   4.7230528046609511E-015  -6.1012672001143731     
   4.1490989964052108E-002   5.0955435800026333E-015  -6.1012672001143731     
   4.4842735589611223E-002   5.4971787823212383E-015  -6.1012672001143731     
   4.8324622904818065E-002   5.9114387139435968E-015  -6.1012672001143731     
