Series,n,Term,Label,E_exp,E_exp_unc,Isotope,Reference,delta_exp,delta_exp_unc
5snd,24,3D1,5s24d,45692.08,0.15,88,Beigang1982.PS.26.183,2.6222777247164686,0.006677209567454293
5snd,25,3D1,5s25d,45712.94,0.15,88,Beigang1982.PS.26.183,2.6284604100582314,0.007652411814304914
5snd,26,3D1,5s26d,45731.28,0.15,88,Beigang1982.PS.26.183,2.629716985765853,0.00872373832348294
5snd,27,3D1,5s27d,45747.27,0.15,88,Beigang1982.PS.26.183,2.640304815516071,0.009879302048710474
5snd,28,3D1,5s28d,45761.6,0.15,88,Beigang1982.PS.26.183,2.6378540286978165,0.011149841871898592
5snd,29,3D1,5s29d,45774.25,0.15,88,Beigang1982.PS.26.183,2.641804668748403,0.012515774537133208
5snd,30,3D1,5s30d,45785.48,0.15,88,Beigang1982.PS.26.183,2.6516705335931476,0.01397986973039772
5snd,31,3D1,5s31d,45795.62,0.15,88,Beigang1982.PS.26.183,2.6546461884489716,0.015565259364394362
5snd,32,3D1,5s32d,45804.8,0.15,88,Beigang1982.PS.26.183,2.651176565638835,0.017277575574892262
5snd,12,3D2,5s12d,44860.06,0.15,88,Beigang1982.PS.26.183,1.8830404440517778,0.0007077188389677658
5snd,13,3D2,5s13d,45036.95,0.15,88,Beigang1982.PS.26.183,1.9285732976193302,0.0009275161543605028
5snd,14,3D2,5s14d,45171.49,0.15,88,Beigang1982.PS.26.183,1.989359132864987,0.0011841569234455355
5snd,15,3D2,5s15d,45276.65,0.15,88,Beigang1982.PS.26.183,2.061830922472586,0.0014802299309587808
5snd,16,3D2,5s16d,45350.35,0.15,88,Beigang1982.PS.26.183,2.2668487273543843,0.00177019588375004
5snd,17,3D2,5s17d,45420.84,0.15,88,Beigang1982.PS.26.183,2.3508530874163878,0.0021485611480153476
5snd,18,3D2,5s18d,45479.88,0.15,88,Beigang1982.PS.26.183,2.4241124739998536,0.0025826712155206932
5snd,19,3D2,5s19d,45530.18,0.15,88,Beigang1982.PS.26.183,2.478409476378939,0.0030822387609194244
5snd,20,3D2,5s20d,45573.28,0.15,88,Beigang1982.PS.26.183,2.514548977122086,0.0036537702222092933
5snd,21,3D2,5s21d,45610.07,0.15,88,Beigang1982.PS.26.183,2.5430444622229267,0.004297252895662539
5snd,22,3D2,5s22d,45641.68,0.15,88,Beigang1982.PS.26.183,2.564862510999692,0.00501734040105062
5snd,23,3D2,5s23d,45669.06,0.15,88,Beigang1982.PS.26.183,2.578756607980953,0.005820459335838909
5snd,24,3D2,5s24d,45692.9,0.15,88,Beigang1982.PS.26.183,2.585681979641734,0.006711559719635437
5snd,25,3D2,5s25d,45713.5,0.15,88,Beigang1982.PS.26.183,2.5998366351479874,0.007681822569270767
5snd,26,3D2,5s26d,45731.74,0.15,88,Beigang1982.PS.26.183,2.6029182294724613,0.00875378334114062
5snd,27,3D2,5s27d,45747.57,0.15,88,Beigang1982.PS.26.183,2.6205221879871488,0.009903390689076806
5snd,28,3D2,5s28d,45761.84,0.15,88,Beigang1982.PS.26.183,2.619995481080732,0.011173411670428237
5snd,29,3D2,5s29d,45774.39,0.15,88,Beigang1982.PS.26.183,2.6301155369476703,0.012532433123800396
5snd,30,3D2,5s30d,45785.63,0.15,88,Beigang1982.PS.26.183,2.6376799700347178,0.014001335721131694
5snd,31,3D2,5s31d,45795.69,0.15,88,Beigang1982.PS.26.183,2.6473796253962583,0.015577233277734586
5snd,32,3D2,5s32d,45805.04,0.15,88,Beigang1982.PS.26.183,2.6234933941959504,0.017326512737496
5snd,33,3D2,5s33d,45813.2,0.15,88,Beigang1982.PS.26.183,2.6329992319022537,0.01913887544898504
5snd,34,3D2,5s34d,45820.4,0.15,88,Beigang1982.PS.26.183,2.6704287405786786,0.02101716190627301
5snd,35,3D2,5s35d,45827.35,0.15,88,Beigang1982.PS.26.183,2.6487470252690315,0.023141101751840847
5snd,36,3D2,5s36d,45833.55,0.15,88,Beigang1982.PS.26.183,2.6476263468797185,0.02535659638196828
5snd,37,3D2,5s37d,45839.34,0.15,88,Beigang1982.PS.26.183,2.623558340392627,0.02776473137997538
5snd,38,3D2,5s38d,45844.43,0.15,88,Beigang1982.PS.26.183,2.6408204863794325,0.030214628003489362
5snd,39,3D2,5s39d,45849.23,0.15,88,Beigang1982.PS.26.183,2.6323993590190042,0.03287415987280742
5snd,40,3D2,5s40d,45853.58,0.15,88,Beigang1982.PS.26.183,2.63984748139125,0.035639913097445915
5snd,12,3D3,5s12d,44865.22,0.15,88,Beigang1982.PS.26.183,1.8586067447886325,0.0007128589165451009
5snd,13,3D3,5s13d,45043.79,0.15,88,Beigang1982.PS.26.183,1.8860347536349469,0.0009382483688265655
5snd,14,3D3,5s14d,45180.44,0.15,88,Beigang1982.PS.26.183,1.9180749800684254,0.0012053665171258788
5snd,15,3D3,5s15d,45286.53,0.15,88,Beigang1982.PS.26.183,1.9632172637945775,0.001514335133876944
5snd,16,3D3,5s16d,45370.76,0.15,88,Beigang1982.PS.26.183,2.0194568392563585,0.001867595628187749
5snd,17,3D3,5s17d,45439.08,0.15,88,Beigang1982.PS.26.183,2.0823848497321507,0.0022688663366080214
5snd,18,3D3,5s18d,45495.02,0.15,88,Beigang1982.PS.26.183,2.1567034508056686,0.002717986958787219
5snd,19,3D3,5s19d,45542.23,0.15,88,Beigang1982.PS.26.183,2.2250945607143997,0.0032261975495239234
5snd,20,3D3,5s20d,45582.38,0.15,88,Beigang1982.PS.26.183,2.288581413473665,0.003797263688512615
5snd,21,3D3,5s21d,45616.8,0.15,88,Beigang1982.PS.26.183,2.3471668948128865,0.0044355259878642896
5snd,22,3D3,5s22d,45647.54,0.15,88,Beigang1982.PS.26.183,2.365836241825466,0.005173065073102018
5snd,23,3D3,5s23d,45673.1,0.15,88,Beigang1982.PS.26.183,2.4201641130841445,0.005957121203984151
5snd,24,3D3,5s24d,45695.94,0.15,88,Beigang1982.PS.26.183,2.448351523884419,0.006841513671086688
5snd,25,3D3,5s25d,45715.8,0.15,88,Beigang1982.PS.26.183,2.48111171142542,0.007804616258116162
5snd,26,3D3,5s26d,45733.69,0.15,88,Beigang1982.PS.26.183,2.488282295443124,0.008883084451176337
5snd,27,3D3,5s27d,45749.16,0.15,88,Beigang1982.PS.26.183,2.5148635807021407,0.010032710924317718
5snd,28,3D3,5s28d,45763.12,0.15,88,Beigang1982.PS.26.183,2.5241085970926314,0.011300531797351554
5snd,29,3D3,5s29d,45775.6,0.15,88,Beigang1982.PS.26.183,2.528435733736785,0.0126779645023363
5snd,30,3D3,5s30d,45786.61,0.15,88,Beigang1982.PS.26.183,2.545743514964535,0.014142942471686248
5snd,31,3D3,5s31d,45796.52,0.15,88,Beigang1982.PS.26.183,2.5607907600263715,0.01572038813359312
5snd,32,3D3,5s32d,45805.72,0.15,88,Beigang1982.PS.26.183,2.544630294063996,0.017466430058981023
5snd,33,3D3,5s33d,45813.67,0.15,88,Beigang1982.PS.26.183,2.5728526801615246,0.019252823370532655
5snd,34,3D3,5s34d,45821.05,0.15,88,Beigang1982.PS.26.183,2.578955538827163,0.021201791855184064
5snd,35,3D3,5s35d,45827.87,0.15,88,Beigang1982.PS.26.183,2.5682251048420497,0.023314326050232745
5snd,36,3D3,5s36d,45833.95,0.15,88,Beigang1982.PS.26.183,2.579802598678583,0.02551160295412602
5snd,37,3D3,5s37d,45839.77,0.15,88,Beigang1982.PS.26.183,2.5436888161829643,0.027958705391726808
5snd,38,3D3,5s38d,45844.77,0.15,88,Beigang1982.PS.26.183,2.572134546883582,0.030391047883890056
5snd,39,3D3,5s39d,45849.56,0.15,88,Beigang1982.PS.26.183,2.5598599293273523,0.03307126656429091
5snd,40,3D3,5s40d,45853.91,0.15,88,Beigang1982.PS.26.183,2.56119216922896,0.03586548828148997
5snd,41,3D3,5s41d,45857.89,0.15,88,Beigang1982.PS.26.183,2.571671739304861,0.03878512454886832
5snd,42,3D3,5s42d,45861.73,0.15,88,Beigang1982.PS.26.183,2.5385581782376647,0.0419980921907941
5snd,43,3D3,5s43d,45865.17,0.15,88,Beigang1982.PS.26.183,2.5386435688867692,0.045272244758899696
5snd,44,3D3,5s44d,45868.25,0.15,88,Beigang1982.PS.26.183,2.575742138471746,0.04858194795982648
5snd,45,3D3,5s45d,45871.32,0.15,88,Beigang1982.PS.26.183,2.544139395002162,0.05230264606163328
